Station,Campaign,Date,Metal,Sediment_Conc_mg_per_kg,Water_Conc_ug_per_L,Water_Conc_mg_per_L,Partitioning_Ratio_L_per_kg,Log_Partitioning_Ratio,DO_mg_per_L,DO_Status,pH,Fe_%,Mn_mg_per_kg,Al_%,S_%,Organic_Matter_%
Tarapaya,December 2022,2022-12-07,Zinc,1400.0,4490.0,4.49,311.80400890868594,2.493881694674915,5.98,Oxic,6.6,1.671,168.0,,,2.2
Tarapaya,December 2022,2022-12-07,Arsenic,701.0,230.0,0.23,3047.8260869565215,3.483990181949066,5.98,Oxic,6.6,4.036,614.0,,,2.2
Tarapaya,December 2022,2022-12-07,Cadmium,48.3,0.7,0.0007,69000.0,4.838849090737256,5.98,Oxic,6.6,4.036,614.0,,,2.2
Tarapaya,December 2022,2022-12-07,Lead,398.0,0.5,0.0005,796000.0,5.900913067737669,5.98,Oxic,6.6,4.036,614.0,,,2.2
Tarapaya,December 2022,2022-12-07,Zinc,3120.0,4490.0,4.49,694.8775055679287,2.8419082530151196,5.98,Oxic,6.6,4.036,614.0,,,2.2
Tarapaya,August 2022,2022-08-09,Arsenic,256.21,110.0,0.11,2329.181818181818,3.3672033913045576,7.44,Oxic,7.2,6.305,694.0,,,1.41
Tarapaya,August 2022,2022-08-09,Cadmium,8.63,12.0,0.012,719.1666666666667,2.8568295496675846,7.44,Oxic,7.2,6.305,694.0,,,1.41
Tarapaya,August 2022,2022-08-09,Lead,1326.0,52.0,0.052,25500.0,4.4065401804339555,7.44,Oxic,7.2,6.305,694.0,,,1.41
Tarapaya,August 2022,2022-08-09,Zinc,6830.0,3501.0,3.501,1950.8711796629534,3.2902285929165,7.44,Oxic,7.2,6.305,694.0,,,1.41
Tarapaya,August 2022,2022-08-09,Arsenic,214.32,110.0,0.11,1948.3636363636363,3.2896700154419274,7.44,Oxic,7.2,2.438,298.0,,,1.41
Tarapaya,August 2022,2022-08-09,Cadmium,6.0,12.0,0.012,500.0,2.6989700043360187,7.44,Oxic,7.2,2.438,298.0,,,1.41
Tarapaya,August 2022,2022-08-09,Lead,364.0,52.0,0.052,7000.0,3.845098040014257,7.44,Oxic,7.2,2.438,298.0,,,1.41
Tarapaya,August 2022,2022-08-09,Zinc,747.0,3501.0,3.501,213.36760925449872,2.329128491050366,7.44,Oxic,7.2,2.438,298.0,,,1.41
Tarapaya,May 2022,2022-05-26,Arsenic,167.0,113.0,0.113,1477.8761061946902,3.1696380276641634,6.5,Oxic,7.8,3.45,293.0,1.99,0.5,3.17
Tarapaya,May 2022,2022-05-26,Cadmium,7.54,21.0,0.021,359.04761904761904,2.5551520511358548,6.5,Oxic,7.8,3.45,293.0,1.99,0.5,3.17
Tarapaya,May 2022,2022-05-26,Lead,144.0,20.0,0.02,7200.0,3.8573324964312685,6.5,Oxic,7.8,3.45,293.0,1.99,0.5,3.17
Tarapaya,May 2022,2022-05-26,Zinc,1770.0,7119.0,7.119,248.63042562157608,2.395554273424805,6.5,Oxic,7.8,3.45,293.0,1.99,0.5,3.17
Tarapaya,December 2023,2023-12-07,Arsenic,149.0,181.0,0.181,823.2044198895028,2.9155076935430895,4.88,Oxic,7.5,1.0096,172.0,,,0.63
Tarapaya,December 2023,2023-12-07,Cadmium,5.04,7.3,0.0073,690.4109589041096,2.8391076763250696,4.88,Oxic,7.5,1.0096,172.0,,,0.63
Tarapaya,December 2023,2023-12-07,Lead,116.0,23.0,0.023,5043.478260869565,3.7027301532093255,4.88,Oxic,7.5,1.0096,172.0,,,0.63
Tarapaya,December 2023,2023-12-07,Zinc,1098.0,6445.0,6.445,170.3646237393328,2.2313794184246514,4.88,Oxic,7.5,1.0096,172.0,,,0.63
Tarapaya,December 2023,2023-12-07,Arsenic,448.0,181.0,0.181,2475.1381215469614,3.3935994391289594,4.88,Oxic,7.5,2.3286,247.0,,,0.63
Tarapaya,December 2023,2023-12-07,Cadmium,7.719,7.3,0.0073,1057.3972602739727,3.024238180809553,4.88,Oxic,7.5,2.3286,247.0,,,0.63
Tarapaya,December 2023,2023-12-07,Lead,254.0,23.0,0.023,11043.478260869566,4.043105880602345,4.88,Oxic,7.5,2.3286,247.0,,,0.63
Tarapaya,December 2023,2023-12-07,Zinc,2367.0,6445.0,6.445,367.2614429790535,2.564975336239661,4.88,Oxic,7.5,2.3286,247.0,,,0.63
Tarapaya,October 2023,2023-10-18,Arsenic,264.0,182.0,0.182,1450.5494505494505,3.161532538884756,6.46,Oxic,7.0,1.6625,294.0,,,6.57
Tarapaya,October 2023,2023-10-18,Cadmium,11.76,10.7,0.0107,1099.0654205607477,3.04102354405491,6.46,Oxic,7.0,1.6625,294.0,,,6.57
Tarapaya,October 2023,2023-10-18,Lead,119.0,44.0,0.044,2704.5454545454545,3.432094284906343,6.46,Oxic,7.0,1.6625,294.0,,,6.57
Tarapaya,October 2023,2023-10-18,Zinc,3362.0,3950.0,3.95,851.1392405063291,2.930000613476992,6.46,Oxic,7.0,1.6625,294.0,,,6.57
Tarapaya,October 2023,2023-10-18,Arsenic,131.0,182.0,0.182,719.7802197802198,2.8571999076706893,6.46,Oxic,7.0,0.7537,167.0,,,6.57
Tarapaya,October 2023,2023-10-18,Cadmium,7.712,10.7,0.0107,720.7476635514018,2.857783243209565,6.46,Oxic,7.0,0.7537,167.0,,,6.57
Tarapaya,October 2023,2023-10-18,Lead,80.8,44.0,0.044,1836.3636363636365,3.263958684288399,6.46,Oxic,7.0,0.7537,167.0,,,6.57
Tarapaya,October 2023,2023-10-18,Zinc,2023.0,3950.0,3.95,512.1518987341772,2.7093987871443446,6.46,Oxic,7.0,0.7537,167.0,,,6.57
Tarapaya,August 2023,2023-08-03,Arsenic,6.4,123.0,0.123,52.03252032520326,1.7162748625444892,6.29,Oxic,7.2,1.4216,285.0,,,4.87
Tarapaya,August 2023,2023-08-03,Cadmium,0.05,5.9,0.005900000000000001,8.47457627118644,0.9281179926938745,6.29,Oxic,7.2,1.4216,285.0,,,4.87
Tarapaya,August 2023,2023-08-03,Lead,12.1,23.0,0.023,526.0869565217391,2.721057534298857,6.29,Oxic,7.2,1.4216,285.0,,,4.87
Tarapaya,August 2023,2023-08-03,Zinc,80.8,1968.0,1.968,41.05691056910569,1.6133862666792633,6.29,Oxic,7.2,1.4216,285.0,,,4.87
Tarapaya,August 2023,2023-08-03,Arsenic,14.7,123.0,0.123,119.51219512195121,2.077412223308778,6.29,Oxic,7.2,2.2596,421.2,,,4.87
Tarapaya,August 2023,2023-08-03,Cadmium,0.25,5.9,0.005900000000000001,42.3728813559322,1.6270879970298935,6.29,Oxic,7.2,2.2596,421.2,,,4.87
Tarapaya,August 2023,2023-08-03,Lead,21.2,23.0,0.023,921.7391304347826,2.9646080249111586,6.29,Oxic,7.2,2.2596,421.2,,,4.87
Tarapaya,August 2023,2023-08-03,Zinc,158.7,1968.0,1.968,80.64024390243902,1.9065518326595254,6.29,Oxic,7.2,2.2596,421.2,,,4.87
Tarapaya,January 2023,2023-01-23,Arsenic,218.0,150.0,0.15,1453.3333333333335,3.1623652345489237,5.91,Oxic,7.1,3.04,223.0,,,2.2
Tarapaya,January 2023,2023-01-23,Cadmium,12.9,41.0,0.041,314.6341463414634,2.4978058535795133,5.91,Oxic,7.1,3.04,223.0,,,2.2
Tarapaya,January 2023,2023-01-23,Lead,239.0,141.0,0.141,1695.035460992908,3.229178788292758,5.91,Oxic,7.1,3.04,223.0,,,2.2
Tarapaya,January 2023,2023-01-23,Zinc,1730.0,17300.0,17.3,100.0,2.0,5.91,Oxic,7.1,3.04,223.0,,,2.2
Tarapaya,January 2023,2023-01-23,Arsenic,455.0,150.0,0.15,3033.3333333333335,3.4819201376014313,5.91,Oxic,7.1,5.28,417.0,,,2.2
Tarapaya,January 2023,2023-01-23,Cadmium,32.0,41.0,0.041,780.4878048780488,2.8923661216001704,5.91,Oxic,7.1,5.28,417.0,,,2.2
Tarapaya,January 2023,2023-01-23,Lead,261.0,141.0,0.141,1851.0638297872342,3.267421394682901,5.91,Oxic,7.1,5.28,417.0,,,2.2
Tarapaya,January 2023,2023-01-23,Zinc,5140.0,17300.0,17.3,297.10982658959534,2.4729170158664804,5.91,Oxic,7.1,5.28,417.0,,,2.2
Tarapaya,June 2024,2024-06-23,Arsenic,189.0,82.0,0.082,2304.878048780488,3.3626479517895276,6.25,Oxic,7.9,3.5464,311.0,,,1.24
Tarapaya,June 2024,2024-06-23,Cadmium,5.0,4108.0,4.108,1.2171372930866602,0.08533956941077822,6.25,Oxic,7.9,3.5464,311.0,,,1.24
Tarapaya,June 2024,2024-06-23,Lead,95.0,148.0,0.148,641.8918918918919,2.8074618898938906,6.25,Oxic,7.9,3.5464,311.0,,,1.24
Tarapaya,June 2024,2024-06-23,Zinc,1113.0,6.0,0.006,185500.0,5.268343913951065,6.25,Oxic,7.9,3.5464,311.0,,,1.24
Tarapaya,June 2024,2024-06-23,Arsenic,419.0,82.0,0.082,5109.756097560976,3.7084001705825784,6.25,Oxic,7.9,4.2684,393.0,,,1.24
Tarapaya,June 2024,2024-06-23,Cadmium,10.0,4108.0,4.108,2.4342745861733204,0.3863695650747594,6.25,Oxic,7.9,4.2684,393.0,,,1.24
Tarapaya,June 2024,2024-06-23,Lead,116.0,148.0,0.148,783.7837837837839,2.894196273831961,6.25,Oxic,7.9,4.2684,393.0,,,1.24
Tarapaya,June 2024,2024-06-23,Zinc,1310.0,6.0,0.006,218333.33333333334,5.339120045272121,6.25,Oxic,7.9,4.2684,393.0,,,1.24
Tarapaya,June 2024,2024-06-23,Arsenic,189.0,82.0,0.082,2304.878048780488,3.3626479517895276,6.25,Oxic,7.9,3.5464,311.0,,,1.24
Tarapaya,June 2024,2024-06-23,Cadmium,5.0,4108.0,4.108,1.2171372930866602,0.08533956941077822,6.25,Oxic,7.9,3.5464,311.0,,,1.24
Tarapaya,June 2024,2024-06-23,Lead,95.0,148.0,0.148,641.8918918918919,2.8074618898938906,6.25,Oxic,7.9,3.5464,311.0,,,1.24
Tarapaya,June 2024,2024-06-23,Zinc,1113.0,6.0,0.006,185500.0,5.268343913951065,6.25,Oxic,7.9,3.5464,311.0,,,1.24
Tarapaya,June 2024,2024-06-23,Arsenic,419.0,82.0,0.082,5109.756097560976,3.7084001705825784,6.25,Oxic,7.9,4.2684,393.0,,,1.24
Tarapaya,June 2024,2024-06-23,Cadmium,10.0,4108.0,4.108,2.4342745861733204,0.3863695650747594,6.25,Oxic,7.9,4.2684,393.0,,,1.24
Tarapaya,June 2024,2024-06-23,Lead,116.0,148.0,0.148,783.7837837837839,2.894196273831961,6.25,Oxic,7.9,4.2684,393.0,,,1.24
Tarapaya,June 2024,2024-06-23,Zinc,1310.0,6.0,0.006,218333.33333333334,5.339120045272121,6.25,Oxic,7.9,4.2684,393.0,,,1.24
Tarapaya,February 2024,2024-02-22,Arsenic,410.0,5.0,0.005,82000.0,4.913813852383717,5.55,Oxic,7.5,6.6076,395.0,,,2.0
Tarapaya,February 2024,2024-02-22,Cadmium,5.0,90.0,0.09,55.55555555555556,1.744727494896694,5.55,Oxic,7.5,6.6076,395.0,,,2.0
Tarapaya,February 2024,2024-02-22,Lead,274.0,298.0,0.298,919.4630872483222,2.9635342987441327,5.55,Oxic,7.5,6.6076,395.0,,,2.0
Tarapaya,February 2024,2024-02-22,Zinc,3080.0,25.0,0.025,123200.0,5.090610707828406,5.55,Oxic,7.5,6.6076,395.0,,,2.0
Tarapaya,February 2024,2024-02-22,Arsenic,258.0,5.0,0.005,51600.0,4.712649701627211,5.55,Oxic,7.5,6.4535,400.0,,,2.0
Tarapaya,February 2024,2024-02-22,Cadmium,5.0,90.0,0.09,55.55555555555556,1.744727494896694,5.55,Oxic,7.5,6.4535,400.0,,,2.0
Tarapaya,February 2024,2024-02-22,Lead,237.0,298.0,0.298,795.3020134228188,2.9005320819338487,5.55,Oxic,7.5,6.4535,400.0,,,2.0
Tarapaya,February 2024,2024-02-22,Zinc,3430.0,25.0,0.025,137200.0,5.137354111370733,5.55,Oxic,7.5,6.4535,400.0,,,2.0
Colavi - Canutillos,November 2016,2016-11-15,Arsenic,17.6,1.5,0.0015,11733.333333333334,4.069421408758469,5.7,Oxic,7.6,2.85,503.0,1.6,0.5,1.9
Colavi - Canutillos,November 2016,2016-11-15,Cadmium,0.24,1.0,0.001,240.0,2.380211241711606,5.7,Oxic,7.6,2.85,503.0,1.6,0.5,1.9
Colavi - Canutillos,November 2016,2016-11-15,Lead,15.3,1.5,0.0015,10200.0,4.008600171761918,5.7,Oxic,7.6,2.85,503.0,1.6,0.5,1.9
Colavi - Canutillos,November 2016,2016-11-15,Zinc,113.0,340.0,0.34,332.35294117647055,2.5215995264411646,5.7,Oxic,7.6,2.85,503.0,1.6,0.5,1.9
Colavi - Canutillos,November 2016,2016-11-15,Arsenic,26.6,1.5,0.0015,17733.333333333332,4.248790377575386,5.7,Oxic,7.5,2.84,707.0,1.3,0.5,1.92
Colavi - Canutillos,November 2016,2016-11-15,Cadmium,0.39,1.0,0.001,390.0,2.591064607026499,5.7,Oxic,7.5,2.84,707.0,1.3,0.5,1.92
Colavi - Canutillos,November 2016,2016-11-15,Lead,23.0,1.5,0.0015,15333.333333333332,4.185636576961912,5.7,Oxic,7.5,2.84,707.0,1.3,0.5,1.92
Colavi - Canutillos,November 2016,2016-11-15,Zinc,159.0,340.0,0.34,467.6470588235294,2.6699182072781964,5.7,Oxic,7.5,2.84,707.0,1.3,0.5,1.92
Colavi - Canutillos,November 2016,2016-11-15,Arsenic,17.3,1.5,0.0015,11533.333333333334,4.061954844073115,5.7,Oxic,7.5,3.23,727.0,1.56,0.5,1.92
Colavi - Canutillos,November 2016,2016-11-15,Cadmium,0.27,1.0,0.001,270.0,2.4313637641589874,5.7,Oxic,7.5,3.23,727.0,1.56,0.5,1.92
Colavi - Canutillos,November 2016,2016-11-15,Lead,20.6,1.5,0.0015,13733.333333333334,4.137775961313472,5.7,Oxic,7.5,3.23,727.0,1.56,0.5,1.92
Colavi - Canutillos,November 2016,2016-11-15,Zinc,131.0,340.0,0.34,385.2941176470588,2.585792378613509,5.7,Oxic,7.5,3.23,727.0,1.56,0.5,1.92
Colavi - Canutillos,November 2016,2016-11-15,Arsenic,7.0,1.5,0.0015,4666.666666666667,3.6690067809585756,5.7,Oxic,7.5,3.73,847.0,1.88,0.5,1.92
Colavi - Canutillos,November 2016,2016-11-15,Cadmium,0.16,1.0,0.001,160.0,2.2041199826559246,5.7,Oxic,7.5,3.73,847.0,1.88,0.5,1.92
Colavi - Canutillos,November 2016,2016-11-15,Lead,13.3,1.5,0.0015,8866.666666666666,3.9477603819114044,5.7,Oxic,7.5,3.73,847.0,1.88,0.5,1.92
Colavi - Canutillos,November 2016,2016-11-15,Zinc,104.0,340.0,0.34,305.88235294117646,2.4855544222565253,5.7,Oxic,7.5,3.73,847.0,1.88,0.5,1.92
Colavi - Canutillos,August 2016,2016-08-01,Arsenic,25.0,2.0,0.002,12500.0,4.096910013008056,6.66,Oxic,6.7,6.29,456.0,2.25,0.5,
Colavi - Canutillos,August 2016,2016-08-01,Cadmium,2.04,2.5,0.0025,816.0,2.9116901587538613,6.66,Oxic,6.7,6.29,456.0,2.25,0.5,
Colavi - Canutillos,August 2016,2016-08-01,Lead,39.7,3.0,0.003,13233.333333333334,4.121669252043453,6.66,Oxic,6.7,6.29,456.0,2.25,0.5,
Colavi - Canutillos,August 2016,2016-08-01,Zinc,794.0,506.0,0.506,1569.1699604743083,3.195669985587297,6.66,Oxic,6.7,6.29,456.0,2.25,0.5,
Colavi - Canutillos,August 2016,2016-08-01,Arsenic,17.1,2.0,0.002,8550.0,3.931966114728173,6.66,Oxic,6.7,4.35,429.0,1.37,0.5,
Colavi - Canutillos,August 2016,2016-08-01,Cadmium,1.39,2.5,0.0025,556.0,2.7450747915820575,6.66,Oxic,6.7,4.35,429.0,1.37,0.5,
Colavi - Canutillos,August 2016,2016-08-01,Lead,29.4,3.0,0.003,9800.0,3.9912260756924947,6.66,Oxic,6.7,4.35,429.0,1.37,0.5,
Colavi - Canutillos,August 2016,2016-08-01,Zinc,530.0,506.0,0.506,1047.4308300395257,3.02012535276099,6.66,Oxic,6.7,4.35,429.0,1.37,0.5,
Colavi - Canutillos,August 2016,2016-08-01,Arsenic,15.6,2.0,0.002,7800.0,3.8920946026904804,6.66,Oxic,6.7,3.44,566.0,1.1,0.5,
Colavi - Canutillos,August 2016,2016-08-01,Cadmium,0.9,2.5,0.0025,360.0,2.5563025007672873,6.66,Oxic,6.7,3.44,566.0,1.1,0.5,
Colavi - Canutillos,August 2016,2016-08-01,Lead,25.5,3.0,0.003,8500.0,3.929418925714293,6.66,Oxic,6.7,3.44,566.0,1.1,0.5,
Colavi - Canutillos,August 2016,2016-08-01,Zinc,375.0,506.0,0.506,741.1067193675889,2.8698807508879196,6.66,Oxic,6.7,3.44,566.0,1.1,0.5,
Colavi - Canutillos,August 2016,2016-08-01,Arsenic,15.6,2.0,0.002,7800.0,3.8920946026904804,6.66,Oxic,6.7,3.52,647.0,1.38,0.5,
Colavi - Canutillos,August 2016,2016-08-01,Cadmium,0.75,2.5,0.0025,300.0,2.4771212547196626,6.66,Oxic,6.7,3.52,647.0,1.38,0.5,
Colavi - Canutillos,August 2016,2016-08-01,Lead,27.9,3.0,0.003,9300.0,3.9684829485539352,6.66,Oxic,6.7,3.52,647.0,1.38,0.5,
Colavi - Canutillos,August 2016,2016-08-01,Zinc,305.0,506.0,0.506,602.7667984189724,2.7801493225069867,6.66,Oxic,6.7,3.52,647.0,1.38,0.5,
Colavi - Canutillos,August 2016,2016-08-01,Arsenic,9.9,2.0,0.002,4950.0,3.694605198933569,6.66,Oxic,6.7,3.59,721.0,1.3,0.5,
Colavi - Canutillos,August 2016,2016-08-01,Cadmium,0.42,2.5,0.0025,168.0,2.225309281725863,6.66,Oxic,6.7,3.59,721.0,1.3,0.5,
Colavi - Canutillos,August 2016,2016-08-01,Lead,26.9,3.0,0.003,8966.666666666666,3.9526310252827455,6.66,Oxic,6.7,3.59,721.0,1.3,0.5,
Colavi - Canutillos,August 2016,2016-08-01,Zinc,206.0,506.0,0.506,407.1146245059289,2.6097167035293545,6.66,Oxic,6.7,3.59,721.0,1.3,0.5,
Colavi - Canutillos,August 2016,2016-08-01,Arsenic,63.4,2.0,0.002,31700.0,4.501059262217751,6.66,Oxic,5.1,9.76,339.0,1.95,0.5,
Colavi - Canutillos,August 2016,2016-08-01,Cadmium,1.6,2.5,0.0025,640.0,2.806179973983887,6.66,Oxic,5.1,9.76,339.0,1.95,0.5,
Colavi - Canutillos,August 2016,2016-08-01,Lead,82.7,3.0,0.003,27566.666666666668,4.4403842548328845,6.66,Oxic,5.1,9.76,339.0,1.95,0.5,
Colavi - Canutillos,August 2016,2016-08-01,Zinc,618.0,506.0,0.506,1221.3438735177865,3.0868379582490166,6.66,Oxic,5.1,9.76,339.0,1.95,0.5,
Colavi - Canutillos,August 2016,2016-08-01,Arsenic,62.8,2.0,0.002,31399.999999999996,4.496929648073215,6.66,Oxic,5.1,10.5,440.0,2.35,0.5,
Colavi - Canutillos,August 2016,2016-08-01,Cadmium,1.47,2.5,0.0025,588.0,2.7693773260761385,6.66,Oxic,5.1,10.5,440.0,2.35,0.5,
Colavi - Canutillos,August 2016,2016-08-01,Lead,57.2,3.0,0.003,19066.666666666668,4.280274774073362,6.66,Oxic,5.1,10.5,440.0,2.35,0.5,
Colavi - Canutillos,August 2016,2016-08-01,Zinc,606.0,506.0,0.506,1197.6284584980237,3.0783221073264873,6.66,Oxic,5.1,10.5,440.0,2.35,0.5,
Colavi - Canutillos,August 2016,2016-08-01,Arsenic,70.6,2.0,0.002,35300.0,4.547774705387822,6.66,Oxic,5.1,11.0,454.0,2.02,0.5,
Colavi - Canutillos,August 2016,2016-08-01,Cadmium,1.66,2.5,0.0025,664.0,2.8221680793680175,6.66,Oxic,5.1,11.0,454.0,2.02,0.5,
Colavi - Canutillos,August 2016,2016-08-01,Lead,68.3,3.0,0.003,22766.666666666664,4.35729944896187,6.66,Oxic,5.1,11.0,454.0,2.02,0.5,
Colavi - Canutillos,August 2016,2016-08-01,Zinc,645.0,506.0,0.506,1274.703557312253,3.1054091977954688,6.66,Oxic,5.1,11.0,454.0,2.02,0.5,
Colavi - Canutillos,August 2016,2016-08-01,Arsenic,33.7,2.0,0.002,16850.0,4.226599905207357,6.66,Oxic,5.1,7.04,1100.0,1.78,0.5,
Colavi - Canutillos,August 2016,2016-08-01,Cadmium,0.93,2.5,0.0025,372.0,2.5705429398818973,6.66,Oxic,5.1,7.04,1100.0,1.78,0.5,
Colavi - Canutillos,August 2016,2016-08-01,Lead,34.6,3.0,0.003,11533.333333333334,4.061954844073115,6.66,Oxic,5.1,7.04,1100.0,1.78,0.5,
Colavi - Canutillos,August 2016,2016-08-01,Zinc,383.0,506.0,0.506,756.9169960474309,2.8790482571288236,6.66,Oxic,5.1,7.04,1100.0,1.78,0.5,
Colavi - Canutillos,December 2017,2017-12-14,Arsenic,28.2,393.0,0.393,71.75572519083968,1.8558565579439343,6.03,Oxic,4.8,2.77,759.0,1.08,0.5,1.18
Colavi - Canutillos,December 2017,2017-12-14,Cadmium,0.26,36.0,0.036,7.222222222222223,0.8586708472035307,6.03,Oxic,4.8,2.77,759.0,1.08,0.5,1.18
Colavi - Canutillos,December 2017,2017-12-14,Lead,23.1,91.0,0.091,253.84615384615387,2.4045705875710506,6.03,Oxic,4.8,2.77,759.0,1.08,0.5,1.18
Colavi - Canutillos,December 2017,2017-12-14,Zinc,111.0,11491.0,11.491,9.659733704638413,0.9849651541380418,6.03,Oxic,4.8,2.77,759.0,1.08,0.5,1.18
Colavi - Canutillos,December 2017,2017-12-14,Arsenic,21.8,393.0,0.393,55.470737913486005,1.7440639432291782,6.03,Oxic,4.8,2.28,459.0,1.14,0.5,1.18
Colavi - Canutillos,December 2017,2017-12-14,Cadmium,0.09,36.0,0.036,2.5,0.3979400086720376,6.03,Oxic,4.8,2.28,459.0,1.14,0.5,1.18
Colavi - Canutillos,December 2017,2017-12-14,Lead,19.2,91.0,0.091,210.98901098901098,2.324259836382456,6.03,Oxic,4.8,2.28,459.0,1.14,0.5,1.18
Colavi - Canutillos,December 2017,2017-12-14,Zinc,69.9,11491.0,11.491,6.083021495083109,0.7841193510970658,6.03,Oxic,4.8,2.28,459.0,1.14,0.5,1.18
Colavi - Canutillos,December 2017,2017-12-14,Arsenic,19.2,393.0,0.393,48.854961832061065,1.6889086783281229,6.03,Oxic,4.8,3.41,949.0,1.44,0.5,1.18
Colavi - Canutillos,December 2017,2017-12-14,Cadmium,0.17,36.0,0.036,4.722222222222223,0.6741464206109867,6.03,Oxic,4.8,3.41,949.0,1.44,0.5,1.18
Colavi - Canutillos,December 2017,2017-12-14,Lead,29.5,91.0,0.091,324.1758241758242,2.5107806236570696,6.03,Oxic,4.8,3.41,949.0,1.44,0.5,1.18
Colavi - Canutillos,December 2017,2017-12-14,Zinc,116.0,11491.0,11.491,10.09485684448699,1.0041001645783028,6.03,Oxic,4.8,3.41,949.0,1.44,0.5,1.18
Colavi - Canutillos,October 2017,2017-10-02,Arsenic,15.1,10.0,0.01,1510.0,3.1789769472931693,6.25,Oxic,4.4,3.89,731.0,1.37,0.5,4.7
Colavi - Canutillos,October 2017,2017-10-02,Cadmium,0.11,1.0,0.001,110.0,2.041392685158225,6.25,Oxic,4.4,3.89,731.0,1.37,0.5,4.7
Colavi - Canutillos,October 2017,2017-10-02,Lead,19.6,1.0,0.001,19600.0,4.292256071356476,6.25,Oxic,4.4,3.89,731.0,1.37,0.5,4.7
Colavi - Canutillos,October 2017,2017-10-02,Zinc,85.6,390.0,0.39,219.48717948717947,2.341409157650654,6.25,Oxic,4.4,3.89,731.0,1.37,0.5,4.7
Colavi - Canutillos,August 2017,2017-08-15,Arsenic,18.7,10.0,0.01,1870.0,3.271841606536499,7.32,Oxic,4.4,3.71,707.0,1.26,0.5,1.02
Colavi - Canutillos,August 2017,2017-08-15,Cadmium,2.18,4.0,0.004,545.0,2.7363965022766426,7.32,Oxic,4.4,3.71,707.0,1.26,0.5,1.02
Colavi - Canutillos,August 2017,2017-08-15,Lead,23.1,2.0,0.002,11550.0,4.062581984228163,7.32,Oxic,4.4,3.71,707.0,1.26,0.5,1.02
Colavi - Canutillos,August 2017,2017-08-15,Zinc,552.0,885.0,0.885,623.728813559322,2.7949958070313734,7.32,Oxic,4.4,3.71,707.0,1.26,0.5,1.02
Colavi - Canutillos,March 2017,2017-03-28,Arsenic,12.0,12.0,0.012,1000.0,3.0,6.52,Oxic,4.7,2.08,440.0,1.09,0.5,0.8
Colavi - Canutillos,March 2017,2017-03-28,Cadmium,0.08,5.0,0.005,16.0,1.2041199826559248,6.52,Oxic,4.7,2.08,440.0,1.09,0.5,0.8
Colavi - Canutillos,March 2017,2017-03-28,Lead,16.3,6.0,0.006,2716.6666666666665,3.4340363540203143,6.52,Oxic,4.7,2.08,440.0,1.09,0.5,0.8
Colavi - Canutillos,March 2017,2017-03-28,Zinc,58.5,987.0,0.987,59.27051671732523,1.7728387134125436,6.52,Oxic,4.7,2.08,440.0,1.09,0.5,0.8
Colavi - Canutillos,March 2017,2017-03-28,Arsenic,17.6,12.0,0.012,1466.6666666666667,3.166331421766525,6.52,Oxic,4.7,2.62,756.0,0.86,0.5,0.8
Colavi - Canutillos,March 2017,2017-03-28,Cadmium,0.16,5.0,0.005,32.0,1.505149978319906,6.52,Oxic,4.7,2.62,756.0,0.86,0.5,0.8
Colavi - Canutillos,March 2017,2017-03-28,Lead,21.2,6.0,0.006,3533.333333333333,3.548184610545108,6.52,Oxic,4.7,2.62,756.0,0.86,0.5,0.8
Colavi - Canutillos,March 2017,2017-03-28,Zinc,79.8,987.0,0.987,80.85106382978724,1.9076857386810928,6.52,Oxic,4.7,2.62,756.0,0.86,0.5,0.8
Colavi - Canutillos,March 2017,2017-03-28,Arsenic,13.8,12.0,0.012,1150.0,3.060697840353612,6.52,Oxic,4.7,3.86,1110.0,1.65,0.5,0.8
Colavi - Canutillos,March 2017,2017-03-28,Cadmium,0.15,5.0,0.005,30.0,1.4771212547196624,6.52,Oxic,4.7,3.86,1110.0,1.65,0.5,0.8
Colavi - Canutillos,March 2017,2017-03-28,Lead,20.0,6.0,0.006,3333.3333333333335,3.5228787452803374,6.52,Oxic,4.7,3.86,1110.0,1.65,0.5,0.8
Colavi - Canutillos,March 2017,2017-03-28,Zinc,121.0,987.0,0.987,122.59371833839919,2.0884682176468132,6.52,Oxic,4.7,3.86,1110.0,1.65,0.5,0.8
Colavi - Canutillos,May 2018,2018-05-22,Arsenic,41.8,10.0,0.01,4180.0,3.621176281775035,6.92,Oxic,3.4,4.59,298.0,1.45,0.5,1.37
Colavi - Canutillos,May 2018,2018-05-22,Cadmium,0.02,10.0,0.01,2.0,0.3010299956639812,6.92,Oxic,3.4,4.59,298.0,1.45,0.5,1.37
Colavi - Canutillos,May 2018,2018-05-22,Lead,20.9,10.0,0.01,2090.0,3.3201462861110542,6.92,Oxic,3.4,4.59,298.0,1.45,0.5,1.37
Colavi - Canutillos,May 2018,2018-05-22,Zinc,70.4,1224.0,1.224,57.516339869281055,1.7597912413325698,6.92,Oxic,3.4,4.59,298.0,1.45,0.5,1.37
Colavi - Canutillos,May 2018,2018-05-22,Arsenic,38.2,10.0,0.01,3820.0,3.582063362911709,6.92,Oxic,3.4,4.63,631.0,1.11,0.5,1.37
Colavi - Canutillos,May 2018,2018-05-22,Cadmium,0.08,10.0,0.01,8.0,0.9030899869919435,6.92,Oxic,3.4,4.63,631.0,1.11,0.5,1.37
