Station,Campaign,Date,Metal,Sediment_Conc_mg_per_kg,Water_Conc_ug_per_L,Water_Conc_mg_per_L,Partitioning_Ratio_L_per_kg,Log_Partitioning_Ratio,DO_mg_per_L,DO_Status,pH,Fe_%,Mn_mg_per_kg,Al_%,S_%,Organic_Matter_%
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,January 2023,2023-01-22,Cadmium,2.2,0.1,0.0001,22000.0,4.342422680822207,7.18,Oxic,8.0,3.24,549.0,,,0.82
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,January 2023,2023-01-22,Lead,38.4,0.5,0.0005,76800.0,4.885361220031512,7.18,Oxic,8.0,3.24,549.0,,,0.82
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,January 2023,2023-01-22,Zinc,383.0,10.0,0.01,38300.0,4.583198773968623,7.18,Oxic,8.0,3.24,549.0,,,0.82
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,June 2024,2024-06-20,Arsenic,15.0,18.0,0.018,833.3333333333334,2.9208187539523753,7.82,Oxic,8.3,2.4692,572.0,,,1.28
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,June 2024,2024-06-20,Cadmium,5.0,543.0,0.543,9.208103130755063,0.9641701747471718,7.82,Oxic,8.3,2.4692,572.0,,,1.28
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,June 2024,2024-06-20,Lead,11.0,39.0,0.039,282.05128205128204,2.450328078131726,7.82,Oxic,8.3,2.4692,572.0,,,1.28
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,June 2024,2024-06-20,Zinc,125.0,6.0,0.006,20833.333333333332,4.318758762624412,7.82,Oxic,8.3,2.4692,572.0,,,1.28
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,June 2024,2024-06-20,Arsenic,18.0,18.0,0.018,1000.0000000000001,3.0,7.82,Oxic,8.3,4.2453,720.0,,,1.28
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,June 2024,2024-06-20,Cadmium,5.0,543.0,0.543,9.208103130755063,0.9641701747471718,7.82,Oxic,8.3,4.2453,720.0,,,1.28
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,June 2024,2024-06-20,Lead,14.0,39.0,0.039,358.97435897435895,2.5550634286517386,7.82,Oxic,8.3,4.2453,720.0,,,1.28
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,June 2024,2024-06-20,Zinc,140.0,6.0,0.006,23333.333333333332,4.367976785294594,7.82,Oxic,8.3,4.2453,720.0,,,1.28
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,February 2024,2024-02-21,Arsenic,10.0,170.0,0.17,58.8235294117647,1.7695510786217261,6.89,Oxic,8.0,2.3324,287.0,,,1.28
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,February 2024,2024-02-21,Cadmium,5.0,176.0,0.176,28.40909090909091,1.453457336521869,6.89,Oxic,8.0,2.3324,287.0,,,1.28
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,February 2024,2024-02-21,Lead,5.0,652.0,0.652,7.668711656441718,0.8847224086040986,6.89,Oxic,8.0,2.3324,287.0,,,1.28
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,February 2024,2024-02-21,Zinc,42.0,25.0,0.025,1680.0,3.225309281725863,6.89,Oxic,8.0,2.3324,287.0,,,1.28
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,February 2024,2024-02-21,Arsenic,18.0,170.0,0.17,105.88235294117646,2.024823583725032,6.89,Oxic,8.0,5.3898,858.0,,,1.28
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,February 2024,2024-02-21,Cadmium,5.0,176.0,0.176,28.40909090909091,1.453457336521869,6.89,Oxic,8.0,5.3898,858.0,,,1.28
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,February 2024,2024-02-21,Lead,19.0,652.0,0.652,29.141104294478527,1.4645060052209087,6.89,Oxic,8.0,5.3898,858.0,,,1.28
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,February 2024,2024-02-21,Zinc,70.0,25.0,0.025,2800.0,3.4471580313422194,6.89,Oxic,8.0,5.3898,858.0,,,1.28
Tarapaya,November 2016,2016-11-15,Arsenic,271.0,175.0,0.175,1548.5714285714287,3.1899312421881114,4.36,Oxic,7.8,3.65,345.0,2.72,0.5,3.2
Tarapaya,November 2016,2016-11-15,Cadmium,9.5,10.0,0.01,950.0,2.9777236052888476,4.36,Oxic,7.8,3.65,345.0,2.72,0.5,3.2
Tarapaya,November 2016,2016-11-15,Lead,158.0,524.0,0.524,301.5267175572519,2.479325799970696,4.36,Oxic,7.8,3.65,345.0,2.72,0.5,3.2
Tarapaya,November 2016,2016-11-15,Zinc,2000.0,4107.0,4.107,486.9734599464329,2.6875052928103287,4.36,Oxic,7.8,3.65,345.0,2.72,0.5,3.2
Tarapaya,November 2016,2016-11-15,Arsenic,192.0,175.0,0.175,1097.142857142857,3.0402631800172553,4.36,Oxic,7.8,3.71,392.0,3.04,0.5,3.2
Tarapaya,November 2016,2016-11-15,Cadmium,7.73,10.0,0.01,773.0,2.888179493918325,4.36,Oxic,7.8,3.71,392.0,3.04,0.5,3.2
Tarapaya,November 2016,2016-11-15,Lead,176.0,524.0,0.524,335.87786259541986,2.526181380830423,4.36,Oxic,7.8,3.71,392.0,3.04,0.5,3.2
Tarapaya,November 2016,2016-11-15,Zinc,1670.0,4107.0,4.107,406.62283905527147,2.6091917682939307,4.36,Oxic,7.8,3.71,392.0,3.04,0.5,3.2
Tarapaya,November 2016,2016-11-15,Arsenic,228.0,175.0,0.175,1302.857142857143,3.1148967983141596,4.36,Oxic,7.8,3.3,336.0,2.43,0.5,3.2
Tarapaya,November 2016,2016-11-15,Cadmium,8.23,10.0,0.01,823.0,2.91539983521227,4.36,Oxic,7.8,3.3,336.0,2.43,0.5,3.2
Tarapaya,November 2016,2016-11-15,Lead,136.0,524.0,0.524,259.5419847328244,2.414207621386491,4.36,Oxic,7.8,3.3,336.0,2.43,0.5,3.2
Tarapaya,November 2016,2016-11-15,Zinc,1740.0,4107.0,4.107,423.6669101533966,2.6270245454289474,4.36,Oxic,7.8,3.3,336.0,2.43,0.5,3.2
Tarapaya,November 2016,2016-11-15,Arsenic,170.0,175.0,0.175,971.4285714285714,2.9874108726919797,4.36,Oxic,7.8,3.12,334.0,2.89,0.5,3.2
Tarapaya,November 2016,2016-11-15,Cadmium,8.73,10.0,0.01,873.0,2.9410142437055695,4.36,Oxic,7.8,3.12,334.0,2.89,0.5,3.2
Tarapaya,November 2016,2016-11-15,Lead,126.0,524.0,0.524,240.45801526717557,2.3810392581338364,4.36,Oxic,7.8,3.12,334.0,2.89,0.5,3.2
Tarapaya,November 2016,2016-11-15,Zinc,1710.0,4107.0,4.107,416.3623082542001,2.6194714075385015,4.36,Oxic,7.8,3.12,334.0,2.89,0.5,3.2
Tarapaya,November 2016,2016-11-15,Arsenic,147.0,175.0,0.175,840.0,2.9242792860618816,4.36,Oxic,7.8,3.37,357.0,3.16,0.5,3.2
Tarapaya,November 2016,2016-11-15,Cadmium,7.56,10.0,0.01,756.0,2.8785217955012063,4.36,Oxic,7.8,3.37,357.0,3.16,0.5,3.2
Tarapaya,November 2016,2016-11-15,Lead,113.0,524.0,0.524,215.64885496183206,2.333747156499693,4.36,Oxic,7.8,3.37,357.0,3.16,0.5,3.2
Tarapaya,November 2016,2016-11-15,Zinc,1500.0,4107.0,4.107,365.23009495982467,2.562566556202029,4.36,Oxic,7.8,3.37,357.0,3.16,0.5,3.2
Tarapaya,December 2017,2017-12-14,Arsenic,115.0,10.0,0.01,11500.0,4.060697840353612,6.52,Oxic,7.2,2.63,281.0,2.61,0.5,4.42
Tarapaya,December 2017,2017-12-14,Cadmium,6.93,1.0,0.001,6930.0,3.8407332346118066,6.52,Oxic,7.2,2.63,281.0,2.61,0.5,4.42
Tarapaya,December 2017,2017-12-14,Lead,104.0,5.0,0.005,20800.0,4.318063334962762,6.52,Oxic,7.2,2.63,281.0,2.61,0.5,4.42
Tarapaya,December 2017,2017-12-14,Zinc,1520.0,28.0,0.028,54285.71428571428,4.734685556602553,6.52,Oxic,7.2,2.63,281.0,2.61,0.5,4.42
Tarapaya,December 2017,2017-12-14,Arsenic,139.0,10.0,0.01,13900.0,4.143014800254095,6.52,Oxic,7.2,2.9,314.0,2.82,0.5,4.42
Tarapaya,December 2017,2017-12-14,Cadmium,9.71,1.0,0.001,9710.0,3.9872192299080047,6.52,Oxic,7.2,2.9,314.0,2.82,0.5,4.42
Tarapaya,December 2017,2017-12-14,Lead,128.0,5.0,0.005,25600.0,4.408239965311849,6.52,Oxic,7.2,2.9,314.0,2.82,0.5,4.42
Tarapaya,December 2017,2017-12-14,Zinc,1850.0,28.0,0.028,66071.42857142857,4.820013697060794,6.52,Oxic,7.2,2.9,314.0,2.82,0.5,4.42
Tarapaya,December 2017,2017-12-14,Arsenic,169.0,10.0,0.01,16900.0,4.227886704613674,6.52,Oxic,7.2,2.87,341.0,2.64,0.5,4.42
Tarapaya,December 2017,2017-12-14,Cadmium,13.1,1.0,0.001,13100.0,4.117271295655764,6.52,Oxic,7.2,2.87,341.0,2.64,0.5,4.42
Tarapaya,December 2017,2017-12-14,Lead,159.0,5.0,0.005,31800.0,4.502427119984433,6.52,Oxic,7.2,2.87,341.0,2.64,0.5,4.42
Tarapaya,December 2017,2017-12-14,Zinc,2390.0,28.0,0.028,85357.14285714286,4.9312398696059185,6.52,Oxic,7.2,2.87,341.0,2.64,0.5,4.42
Tarapaya,October 2017,2017-10-04,Arsenic,329.0,240.0,0.24,1370.8333333333335,3.1369846562383685,6.1,Oxic,7.2,3.35,289.0,2.42,1.0,0.63
Tarapaya,October 2017,2017-10-04,Cadmium,6.73,20.0,0.02,336.5,2.5269850685599957,6.1,Oxic,7.2,3.35,289.0,2.42,1.0,0.63
Tarapaya,October 2017,2017-10-04,Lead,248.0,331.0,0.331,749.2447129909365,2.8746236870504975,6.1,Oxic,7.2,3.35,289.0,2.42,1.0,0.63
Tarapaya,October 2017,2017-10-04,Zinc,1560.0,5318.0,5.318,293.3433621662279,2.4673762653589133,6.1,Oxic,7.2,3.35,289.0,2.42,1.0,0.63
Tarapaya,October 2017,2017-10-04,Arsenic,257.0,240.0,0.24,1070.8333333333335,3.0297218816196887,6.1,Oxic,7.2,2.74,274.0,2.43,0.5,0.63
Tarapaya,October 2017,2017-10-04,Cadmium,3.94,20.0,0.02,197.0,2.294466226161593,6.1,Oxic,7.2,2.74,274.0,2.43,0.5,0.63
Tarapaya,October 2017,2017-10-04,Lead,144.0,331.0,0.331,435.0453172205438,2.638534498319531,6.1,Oxic,7.2,2.74,274.0,2.43,0.5,0.63
Tarapaya,October 2017,2017-10-04,Zinc,947.0,5318.0,5.318,178.0744640842422,2.250601646007725,6.1,Oxic,7.2,2.74,274.0,2.43,0.5,0.63
Tarapaya,October 2017,2017-10-04,Arsenic,242.0,240.0,0.24,1008.3333333333334,3.003604124268825,6.1,Oxic,7.4,3.32,300.0,2.53,1.0,0.65
Tarapaya,October 2017,2017-10-04,Cadmium,6.93,20.0,0.02,346.5,2.5397032389478253,6.1,Oxic,7.4,3.32,300.0,2.53,1.0,0.65
Tarapaya,October 2017,2017-10-04,Lead,264.0,331.0,0.331,797.5830815709969,2.9017759330941124,6.1,Oxic,7.4,3.32,300.0,2.53,1.0,0.65
Tarapaya,October 2017,2017-10-04,Zinc,1610.0,5318.0,5.318,302.7453930048891,2.4810775430363017,6.1,Oxic,7.4,3.32,300.0,2.53,1.0,0.65
Tarapaya,October 2017,2017-10-04,Arsenic,157.0,240.0,0.24,654.1666666666667,2.8156884106976277,6.1,Oxic,7.4,2.83,294.0,2.65,0.5,0.65
Tarapaya,October 2017,2017-10-04,Cadmium,3.89,20.0,0.02,194.5,2.2889196056617265,6.1,Oxic,7.4,2.83,294.0,2.65,0.5,0.65
Tarapaya,October 2017,2017-10-04,Lead,192.0,331.0,0.331,580.0604229607251,2.763473234927831,6.1,Oxic,7.4,2.83,294.0,2.65,0.5,0.65
Tarapaya,October 2017,2017-10-04,Zinc,939.0,5318.0,5.318,176.57013915005643,2.2469172592705626,6.1,Oxic,7.4,2.83,294.0,2.65,0.5,0.65
Tarapaya,August 2017,2017-08-15,Arsenic,327.0,144.0,0.144,2270.8333333333335,3.3561852605650366,4.8,Oxic,7.5,3.14,304.0,2.15,0.5,1.0
Tarapaya,August 2017,2017-08-15,Cadmium,10.6,11.0,0.011,963.6363636363636,2.983913180106545,4.8,Oxic,7.5,3.14,304.0,2.15,0.5,1.0
Tarapaya,August 2017,2017-08-15,Lead,252.0,41.0,0.041,6146.341463414634,3.7886166840618087,4.8,Oxic,7.5,3.14,304.0,2.15,0.5,1.0
Tarapaya,August 2017,2017-08-15,Zinc,2490.0,3512.0,3.512,708.997722095672,2.8506448398616713,4.8,Oxic,7.5,3.14,304.0,2.15,0.5,1.0
Tarapaya,August 2017,2017-08-15,Arsenic,217.0,144.0,0.144,1506.9444444444446,3.17809724175328,4.8,Oxic,7.5,2.72,282.0,2.38,0.5,1.0
Tarapaya,August 2017,2017-08-15,Cadmium,5.01,11.0,0.011,455.45454545454544,2.6584450407090205,4.8,Oxic,7.5,2.72,282.0,2.38,0.5,1.0
Tarapaya,August 2017,2017-08-15,Lead,145.0,41.0,0.041,3536.5853658536585,3.5485841455152394,4.8,Oxic,7.5,2.72,282.0,2.38,0.5,1.0
Tarapaya,August 2017,2017-08-15,Zinc,1160.0,3512.0,3.512,330.29612756264237,2.5189034819928535,4.8,Oxic,7.5,2.72,282.0,2.38,0.5,1.0
Tarapaya,August 2017,2017-08-15,Arsenic,469.0,144.0,0.144,3256.944444444445,3.5128103506198336,4.8,Oxic,7.7,4.39,349.0,2.32,2.0,0.94
Tarapaya,August 2017,2017-08-15,Cadmium,8.31,11.0,0.011,755.4545454545455,2.878208338625886,4.8,Oxic,7.7,4.39,349.0,2.32,2.0,0.94
Tarapaya,August 2017,2017-08-15,Lead,332.0,41.0,0.041,8097.560975609756,3.908354226984301,4.8,Oxic,7.7,4.39,349.0,2.32,2.0,0.94
Tarapaya,August 2017,2017-08-15,Zinc,2390.0,3512.0,3.512,680.5239179954442,2.832843393714073,4.8,Oxic,7.7,4.39,349.0,2.32,2.0,0.94
Tarapaya,August 2017,2017-08-15,Arsenic,235.0,144.0,0.144,1631.9444444444446,3.2127053701764865,4.8,Oxic,7.7,3.06,312.0,2.43,0.5,0.94
Tarapaya,August 2017,2017-08-15,Cadmium,3.54,11.0,0.011,321.8181818181818,2.5076105768675627,4.8,Oxic,7.7,3.06,312.0,2.43,0.5,0.94
Tarapaya,August 2017,2017-08-15,Lead,182.0,41.0,0.041,4439.024390243902,3.6472875312653392,4.8,Oxic,7.7,3.06,312.0,2.43,0.5,0.94
Tarapaya,August 2017,2017-08-15,Zinc,1110.0,3512.0,3.512,316.0592255125285,2.4997684715525925,4.8,Oxic,7.7,3.06,312.0,2.43,0.5,0.94
Tarapaya,March 2017,2017-03-28,Arsenic,428.0,185.0,0.185,2313.5135135135133,3.364272040610158,6.12,Oxic,7.7,4.38,362.0,2.03,2.0,1.03
Tarapaya,March 2017,2017-03-28,Cadmium,6.24,18.0,0.018,346.6666666666667,2.539912084579118,6.12,Oxic,7.7,4.38,362.0,2.03,2.0,1.03
Tarapaya,March 2017,2017-03-28,Lead,308.0,56.0,0.056,5500.0,3.7403626894942437,6.12,Oxic,7.7,4.38,362.0,2.03,2.0,1.03
Tarapaya,March 2017,2017-03-28,Zinc,1590.0,4741.0,4.741,335.3722843282008,2.525527169001495,6.12,Oxic,7.7,4.38,362.0,2.03,2.0,1.03
Tarapaya,March 2017,2017-03-28,Arsenic,221.0,185.0,0.185,1194.5945945945946,3.077220545282097,6.12,Oxic,7.7,3.22,340.0,2.1,0.5,1.03
Tarapaya,March 2017,2017-03-28,Cadmium,4.4,18.0,0.018,244.44444444444449,2.3881801713828814,6.12,Oxic,7.7,3.22,340.0,2.1,0.5,1.03
Tarapaya,March 2017,2017-03-28,Lead,250.0,56.0,0.056,4464.285714285714,3.6497519816658373,6.12,Oxic,7.7,3.22,340.0,2.1,0.5,1.03
Tarapaya,March 2017,2017-03-28,Zinc,1010.0,4741.0,4.741,213.03522463615272,2.3284514184636858,6.12,Oxic,7.7,3.22,340.0,2.1,0.5,1.03
Tarapaya,March 2017,2017-03-28,Arsenic,303.0,185.0,0.185,1637.837837837838,3.214270900099291,6.12,Oxic,7.7,3.57,339.0,2.05,1.0,1.08
Tarapaya,March 2017,2017-03-28,Cadmium,4.94,18.0,0.018,274.4444444444445,2.438454443820341,6.12,Oxic,7.7,3.57,339.0,2.05,1.0,1.08
Tarapaya,March 2017,2017-03-28,Lead,238.0,56.0,0.056,4250.0,3.6283889300503116,6.12,Oxic,7.7,3.57,339.0,2.05,1.0,1.08
Tarapaya,March 2017,2017-03-28,Zinc,1200.0,4741.0,4.741,253.1111579835478,2.4033112907286682,6.12,Oxic,7.7,3.57,339.0,2.05,1.0,1.08
Tarapaya,March 2017,2017-03-28,Arsenic,182.0,185.0,0.185,983.7837837837837,2.992899659582061,6.12,Oxic,7.7,3.15,319.0,2.35,0.5,1.08
Tarapaya,March 2017,2017-03-28,Cadmium,3.51,18.0,0.018,195.0,2.290034611362518,6.12,Oxic,7.7,3.15,319.0,2.35,0.5,1.08
Tarapaya,March 2017,2017-03-28,Lead,200.0,56.0,0.056,3571.4285714285716,3.552841968657781,6.12,Oxic,7.7,3.15,319.0,2.35,0.5,1.08
Tarapaya,March 2017,2017-03-28,Zinc,806.0,4741.0,4.741,170.0063277789496,2.230465086486134,6.12,Oxic,7.7,3.15,319.0,2.35,0.5,1.08
Tarapaya,May 2018,2018-05-22,Arsenic,99.7,43.0,0.043,2318.604651162791,3.3652267027320693,8.66,Oxic,7.6,2.82,303.0,2.6,0.5,0.63
Tarapaya,May 2018,2018-05-22,Cadmium,4.13,10.0,0.01,413.0,2.615950051656401,8.66,Oxic,7.6,2.82,303.0,2.6,0.5,0.63
Tarapaya,May 2018,2018-05-22,Lead,80.8,10.0,0.01,8080.0,3.907411360774586,8.66,Oxic,7.6,2.82,303.0,2.6,0.5,0.63
Tarapaya,May 2018,2018-05-22,Zinc,1440.0,3665.0,3.665,392.9058663028649,2.594288513118103,8.66,Oxic,7.6,2.82,303.0,2.6,0.5,0.63
Tarapaya,May 2018,2018-05-22,Arsenic,72.1,43.0,0.043,1676.7441860465117,3.2244668091398427,8.66,Oxic,7.6,2.82,315.0,3.27,0.5,0.63
Tarapaya,May 2018,2018-05-22,Cadmium,2.27,10.0,0.01,227.0,2.3560258571931225,8.66,Oxic,7.6,2.82,315.0,3.27,0.5,0.63
Tarapaya,May 2018,2018-05-22,Lead,64.7,10.0,0.01,6470.0,3.8109042806687006,8.66,Oxic,7.6,2.82,315.0,3.27,0.5,0.63
Tarapaya,May 2018,2018-05-22,Zinc,1340.0,3665.0,3.665,365.6207366984993,2.5630308193876608,8.66,Oxic,7.6,2.82,315.0,3.27,0.5,0.63
Tarapaya,September 2019,2019-09-25,Arsenic,515.0,79.0,0.079,6518.987341772152,3.8141801377507494,6.65,Oxic,7.5,5.08,306.0,1.67,2.0,0.27
Tarapaya,September 2019,2019-09-25,Cadmium,13.9,10.0,0.01,1390.0,3.143014800254095,6.65,Oxic,7.5,5.08,306.0,1.67,2.0,0.27
Tarapaya,September 2019,2019-09-25,Lead,359.0,28.0,0.028,12821.42857142857,4.1079364172360995,6.65,Oxic,7.5,5.08,306.0,1.67,2.0,0.27
Tarapaya,September 2019,2019-09-25,Zinc,2140.0,1900.0,1.9,1126.3157894736842,3.0516601723963617,6.65,Oxic,7.5,5.08,306.0,1.67,2.0,0.27
Tarapaya,April 2019,2019-04-24,Arsenic,211.0,268.0,0.268,787.3134328358209,2.8961476612689037,7.22,Oxic,7.4,3.08,287.0,2.0,0.5,0.48
Tarapaya,April 2019,2019-04-24,Cadmium,4.07,106.0,0.106,38.39622641509435,1.58428854396045,7.22,Oxic,7.4,3.08,287.0,2.0,0.5,0.48
Tarapaya,April 2019,2019-04-24,Lead,217.0,46.0,0.046,4717.391304347826,3.6737019021669552,7.22,Oxic,7.4,3.08,287.0,2.0,0.5,0.48
Tarapaya,April 2019,2019-04-24,Zinc,1290.0,36119.0,36.119,35.71527450926106,1.552853992480977,7.22,Oxic,7.4,3.08,287.0,2.0,0.5,0.48
Tarapaya,April 2019,2019-04-24,Arsenic,223.0,268.0,0.268,832.0895522388059,2.9201700690193717,7.22,Oxic,7.4,3.39,295.0,2.13,0.5,0.48
Tarapaya,April 2019,2019-04-24,Cadmium,3.61,106.0,0.106,34.056603773584904,1.5322013366408878,7.22,Oxic,7.4,3.39,295.0,2.13,0.5,0.48
Tarapaya,April 2019,2019-04-24,Lead,221.0,46.0,0.046,4804.347826086957,3.6816344420035367,7.22,Oxic,7.4,3.39,295.0,2.13,0.5,0.48
Tarapaya,April 2019,2019-04-24,Zinc,1130.0,36119.0,36.119,31.2854730197403,1.4953427256651477,7.22,Oxic,7.4,3.39,295.0,2.13,0.5,0.48
Tarapaya,March 2019,2019-03-13,Arsenic,92.9,198.0,0.198,469.1919191919192,2.671350523732111,7.18,Oxic,7.7,3.26,412.0,3.16,0.5,3.95
Tarapaya,March 2019,2019-03-13,Cadmium,3.28,29.0,0.029,113.10344827586205,2.053475845812723,7.18,Oxic,7.7,3.26,412.0,3.16,0.5,3.95
Tarapaya,March 2019,2019-03-13,Lead,64.8,94.0,0.094,689.3617021276596,2.8384471522708945,7.18,Oxic,7.7,3.26,412.0,3.16,0.5,3.95
Tarapaya,March 2019,2019-03-13,Zinc,718.0,10613.0,10.613,67.65287854518044,1.8302862800126,7.18,Oxic,7.7,3.26,412.0,3.16,0.5,3.95
Tarapaya,March 2019,2019-03-13,Arsenic,156.0,198.0,0.198,787.8787878787879,2.8964594080929307,7.18,Oxic,7.7,3.6,393.0,3.7,0.5,3.95
Tarapaya,March 2019,2019-03-13,Cadmium,3.08,29.0,0.029,106.20689655172413,2.0261527186014883,7.18,Oxic,7.7,3.6,393.0,3.7,0.5,3.95
Tarapaya,March 2019,2019-03-13,Lead,82.3,94.0,0.094,875.531914893617,2.942271981612571,7.18,Oxic,7.7,3.6,393.0,3.7,0.5,3.95
Tarapaya,March 2019,2019-03-13,Zinc,717.0,10613.0,10.613,67.55865448035429,1.8296809914381,7.18,Oxic,7.7,3.6,393.0,3.7,0.5,3.95
Tarapaya,March 2019,2019-03-13,Arsenic,276.0,198.0,0.198,1393.9393939393938,3.1442438918036864,7.18,Oxic,7.7,3.57,361.0,2.22,0.5,3.95
Tarapaya,March 2019,2019-03-13,Cadmium,3.71,29.0,0.029,127.93103448275862,2.10697591171609,7.18,Oxic,7.7,3.57,361.0,2.22,0.5,3.95
Tarapaya,March 2019,2019-03-13,Lead,215.0,94.0,0.094,2287.2340425531916,3.3593106063159066,7.18,Oxic,7.7,3.57,361.0,2.22,0.5,3.95
Tarapaya,March 2019,2019-03-13,Zinc,920.0,10613.0,10.613,86.68613964006407,1.937949663115855,7.18,Oxic,7.7,3.57,361.0,2.22,0.5,3.95
Tarapaya,March 2019,2019-03-13,Arsenic,242.0,198.0,0.198,1222.2222222222222,3.0871501757189,7.18,Oxic,7.7,3.26,351.0,2.18,0.5,3.95
Tarapaya,March 2019,2019-03-13,Cadmium,2.7,29.0,0.029,93.10344827586206,1.9689657662600313,7.18,Oxic,7.7,3.26,351.0,2.18,0.5,3.95
Tarapaya,March 2019,2019-03-13,Lead,233.0,94.0,0.094,2478.723404255319,3.39422806742632,7.18,Oxic,7.7,3.26,351.0,2.18,0.5,3.95
Tarapaya,March 2019,2019-03-13,Zinc,732.0,10613.0,10.613,68.97201545274663,1.8386729168286917,7.18,Oxic,7.7,3.26,351.0,2.18,0.5,3.95
Tarapaya,December 2020,2020-12-16,Arsenic,233.0,160.0,0.16,1456.25,3.1632359383700943,6.05,Oxic,7.3,3.28,304.0,1.72,0.5,0.3
Tarapaya,December 2020,2020-12-16,Cadmium,4.05,10.0,0.01,405.0,2.6074550232146687,6.05,Oxic,7.3,3.28,304.0,1.72,0.5,0.3
Tarapaya,December 2020,2020-12-16,Lead,186.0,19.0,0.019,9789.473684210527,3.990759343265087,6.05,Oxic,7.3,3.28,304.0,1.72,0.5,0.3
Tarapaya,December 2020,2020-12-16,Zinc,1020.0,3880.0,3.88,262.88659793814435,2.4197684461677103,6.05,Oxic,7.3,3.28,304.0,1.72,0.5,0.3
Tarapaya,December 2020,2020-12-16,Arsenic,271.0,160.0,0.16,1693.75,3.228849308218481,6.05,Oxic,7.4,3.61,345.0,1.94,0.5,0.27
Tarapaya,December 2020,2020-12-16,Cadmium,3.49,10.0,0.01,349.0,2.5428254269591797,6.05,Oxic,7.4,3.61,345.0,1.94,0.5,0.27
Tarapaya,December 2020,2020-12-16,Lead,236.0,19.0,0.019,12421.052631578948,4.094158402017277,6.05,Oxic,7.4,3.61,345.0,1.94,0.5,0.27
Tarapaya,December 2020,2020-12-16,Zinc,1010.0,3880.0,3.88,260.30927835051546,2.4154896481884354,6.05,Oxic,7.4,3.61,345.0,1.94,0.5,0.27
Tarapaya,December 2021,2021-12-01,Arsenic,498.0,164.0,0.164,3036.5853658536585,3.4823854947120196,5.53,Oxic,7.5,4.93,350.0,1.29,2.0,1.19
Tarapaya,December 2021,2021-12-01,Cadmium,8.15,5.0,0.005,1630.0,3.2121876044039577,5.53,Oxic,7.5,4.93,350.0,1.29,2.0,1.19
Tarapaya,December 2021,2021-12-01,Lead,304.0,46.0,0.046,6608.695652173913,3.8201157519271796,5.53,Oxic,7.5,4.93,350.0,1.29,2.0,1.19
Tarapaya,December 2021,2021-12-01,Zinc,1970.0,2000.0,2.0,985.0,2.9934362304976116,5.53,Oxic,7.5,4.93,350.0,1.29,2.0,1.19
Tarapaya,December 2021,2021-12-01,Arsenic,176.0,164.0,0.164,1073.170731707317,3.030668819766452,5.53,Oxic,7.5,2.87,289.0,1.48,0.5,1.19
Tarapaya,December 2021,2021-12-01,Cadmium,5.91,5.0,0.005,1182.0,3.0726174765452368,5.53,Oxic,7.5,2.87,289.0,1.48,0.5,1.19
Tarapaya,December 2021,2021-12-01,Lead,185.0,46.0,0.046,4021.7391304347825,3.60441389672144,5.53,Oxic,7.5,2.87,289.0,1.48,0.5,1.19
Tarapaya,December 2021,2021-12-01,Zinc,1210.0,2000.0,2.0,605.0,2.781755374652469,5.53,Oxic,7.5,2.87,289.0,1.48,0.5,1.19
Tarapaya,December 2022,2022-12-07,Arsenic,257.0,230.0,0.23,1117.391304347826,3.0482052873137016,5.98,Oxic,6.6,2.453,581.0,,,2.2
Tarapaya,December 2022,2022-12-07,Cadmium,22.7,0.7,0.0007,32428.571428571428,4.510927817178866,5.98,Oxic,6.6,2.453,581.0,,,2.2
Tarapaya,December 2022,2022-12-07,Lead,274.0,0.5,0.0005,548000.0,5.738780558484369,5.98,Oxic,6.6,2.453,581.0,,,2.2
Tarapaya,December 2022,2022-12-07,Zinc,2720.0,4490.0,4.49,605.7906458797327,2.7823225630308754,5.98,Oxic,6.6,2.453,581.0,,,2.2
Tarapaya,December 2022,2022-12-07,Arsenic,122.0,230.0,0.23,530.4347826086956,2.7246319946571553,5.98,Oxic,6.6,1.671,168.0,,,2.2
Tarapaya,December 2022,2022-12-07,Cadmium,10.4,0.7,0.0007,14857.142857142859,4.171935299284524,5.98,Oxic,6.6,1.671,168.0,,,2.2
Tarapaya,December 2022,2022-12-07,Lead,98.9,0.5,0.0005,197800.0,5.2962262872611605,5.98,Oxic,6.6,1.671,168.0,,,2.2
