Station,Campaign,Metal,Sediment_Conc_mg_per_kg,Water_Conc_ug_per_L,Water_Conc_mg_per_L,Partitioning_Ratio_L_per_kg,pH,Clay_%,Sand_%,Organic_Matter_%,Location
El Puente,October 2017,Zinc,79.6,10.0,0.01,7959.999999999999,7.6,0.0,99.93,0.35,Bolivia (Non-Mining)
El Puente,October 2017,Arsenic,8.6,10.0,0.01,860.0,7.6,0.0,99.93,0.35,Bolivia (Non-Mining)
El Puente,October 2017,Cadmium,0.13,1.0,0.001,130.0,7.6,0.0,99.93,0.35,Bolivia (Non-Mining)
El Puente,October 2017,Lead,18.5,1.0,0.001,18500.0,7.6,0.0,99.93,0.35,Bolivia (Non-Mining)
El Puente,October 2017,Zinc,76.4,10.0,0.01,7640.0,7.6,0.0,99.93,0.35,Bolivia (Non-Mining)
El Puente,October 2017,Arsenic,10.3,10.0,0.01,1030.0,7.6,0.0,99.93,0.3,Bolivia (Non-Mining)
El Puente,October 2017,Cadmium,0.19,1.0,0.001,190.0,7.6,0.0,99.93,0.3,Bolivia (Non-Mining)
El Puente,October 2017,Lead,22.1,1.0,0.001,22100.0,7.6,0.0,99.93,0.3,Bolivia (Non-Mining)
El Puente,October 2017,Zinc,85.9,10.0,0.01,8590.0,7.6,0.0,99.93,0.3,Bolivia (Non-Mining)
El Puente,October 2017,Arsenic,8.7,10.0,0.01,869.9999999999999,7.6,0.0,99.93,0.3,Bolivia (Non-Mining)
El Puente,October 2017,Cadmium,0.13,1.0,0.001,130.0,7.6,0.0,99.93,0.3,Bolivia (Non-Mining)
El Puente,October 2017,Lead,18.4,1.0,0.001,18400.0,7.6,0.0,99.93,0.3,Bolivia (Non-Mining)
El Puente,October 2017,Zinc,76.4,10.0,0.01,7640.0,7.6,0.0,99.93,0.3,Bolivia (Non-Mining)
El Puente,October 2017,Arsenic,9.6,10.0,0.01,960.0,7.6,0.0,98.93,0.43,Bolivia (Non-Mining)
El Puente,October 2017,Cadmium,0.26,1.0,0.001,260.0,7.6,0.0,98.93,0.43,Bolivia (Non-Mining)
El Puente,October 2017,Lead,23.1,1.0,0.001,23100.0,7.6,0.0,98.93,0.43,Bolivia (Non-Mining)
El Puente,October 2017,Zinc,90.0,10.0,0.01,9000.0,7.6,0.0,98.93,0.43,Bolivia (Non-Mining)
El Puente,October 2017,Arsenic,8.4,10.0,0.01,840.0,7.6,0.0,98.93,0.43,Bolivia (Non-Mining)
El Puente,October 2017,Cadmium,0.1,1.0,0.001,100.0,7.6,0.0,98.93,0.43,Bolivia (Non-Mining)
El Puente,October 2017,Lead,19.8,1.0,0.001,19800.0,7.6,0.0,98.93,0.43,Bolivia (Non-Mining)
El Puente,October 2017,Zinc,77.1,10.0,0.01,7709.999999999999,7.6,0.0,98.93,0.43,Bolivia (Non-Mining)
El Puente,October 2017,Arsenic,7.3,10.0,0.01,730.0,7.6,0.0,98.93,0.43,Bolivia (Non-Mining)
El Puente,October 2017,Cadmium,0.1,1.0,0.001,100.0,7.6,0.0,98.93,0.43,Bolivia (Non-Mining)
El Puente,October 2017,Lead,17.6,1.0,0.001,17600.0,7.6,0.0,98.93,0.43,Bolivia (Non-Mining)
El Puente,October 2017,Zinc,73.6,10.0,0.01,7359.999999999999,7.6,0.0,98.93,0.43,Bolivia (Non-Mining)
El Puente,August 2017,Arsenic,13.5,10.0,0.01,1350.0,8.3,1.0,97.92,0.68,Bolivia (Non-Mining)
El Puente,August 2017,Cadmium,0.21,0.5,0.0005,420.0,8.3,1.0,97.92,0.68,Bolivia (Non-Mining)
El Puente,August 2017,Lead,23.5,3.0,0.003,7833.333333333333,8.3,1.0,97.92,0.68,Bolivia (Non-Mining)
El Puente,August 2017,Zinc,117.0,43.0,0.043,2720.93023255814,8.3,1.0,97.92,0.68,Bolivia (Non-Mining)
El Puente,August 2017,Arsenic,9.7,10.0,0.01,969.9999999999999,8.3,1.0,97.92,0.68,Bolivia (Non-Mining)
El Puente,August 2017,Cadmium,0.12,0.5,0.0005,240.0,8.3,1.0,97.92,0.68,Bolivia (Non-Mining)
El Puente,August 2017,Lead,18.6,3.0,0.003,6200.0,8.3,1.0,97.92,0.68,Bolivia (Non-Mining)
El Puente,August 2017,Zinc,88.5,43.0,0.043,2058.139534883721,8.3,1.0,97.92,0.68,Bolivia (Non-Mining)
El Puente,August 2017,Arsenic,13.0,10.0,0.01,1300.0,8.3,0.0,96.92,0.63,Bolivia (Non-Mining)
El Puente,August 2017,Cadmium,0.26,0.5,0.0005,520.0,8.3,0.0,96.92,0.63,Bolivia (Non-Mining)
El Puente,August 2017,Lead,25.3,3.0,0.003,8433.333333333334,8.3,0.0,96.92,0.63,Bolivia (Non-Mining)
El Puente,August 2017,Zinc,125.0,43.0,0.043,2906.9767441860467,8.3,0.0,96.92,0.63,Bolivia (Non-Mining)
El Puente,August 2017,Arsenic,10.6,10.0,0.01,1060.0,8.3,0.0,96.92,0.63,Bolivia (Non-Mining)
El Puente,August 2017,Cadmium,0.16,0.5,0.0005,320.0,8.3,0.0,96.92,0.63,Bolivia (Non-Mining)
El Puente,August 2017,Lead,20.2,3.0,0.003,6733.333333333333,8.3,0.0,96.92,0.63,Bolivia (Non-Mining)
El Puente,August 2017,Zinc,92.4,43.0,0.043,2148.837209302326,8.3,0.0,96.92,0.63,Bolivia (Non-Mining)
El Puente,August 2017,Arsenic,14.0,10.0,0.01,1400.0,8.2,1.0,97.92,0.63,Bolivia (Non-Mining)
El Puente,August 2017,Cadmium,0.32,0.5,0.0005,640.0,8.2,1.0,97.92,0.63,Bolivia (Non-Mining)
El Puente,August 2017,Lead,34.7,3.0,0.003,11566.666666666668,8.2,1.0,97.92,0.63,Bolivia (Non-Mining)
El Puente,August 2017,Zinc,160.0,43.0,0.043,3720.93023255814,8.2,1.0,97.92,0.63,Bolivia (Non-Mining)
El Puente,August 2017,Arsenic,13.3,10.0,0.01,1330.0,8.2,1.0,97.92,0.63,Bolivia (Non-Mining)
El Puente,August 2017,Cadmium,0.2,0.5,0.0005,400.0,8.2,1.0,97.92,0.63,Bolivia (Non-Mining)
El Puente,August 2017,Lead,23.3,3.0,0.003,7766.666666666667,8.2,1.0,97.92,0.63,Bolivia (Non-Mining)
El Puente,August 2017,Zinc,107.0,43.0,0.043,2488.372093023256,8.2,1.0,97.92,0.63,Bolivia (Non-Mining)
El Puente,August 2017,Arsenic,14.6,10.0,0.01,1460.0,8.2,1.0,97.92,0.63,Bolivia (Non-Mining)
El Puente,August 2017,Cadmium,0.26,0.5,0.0005,520.0,8.2,1.0,97.92,0.63,Bolivia (Non-Mining)
El Puente,August 2017,Lead,25.2,3.0,0.003,8400.0,8.2,1.0,97.92,0.63,Bolivia (Non-Mining)
El Puente,August 2017,Zinc,126.0,43.0,0.043,2930.2325581395353,8.2,1.0,97.92,0.63,Bolivia (Non-Mining)
El Puente,August 2017,Arsenic,9.4,10.0,0.01,940.0,8.3,0.0,98.92,0.5,Bolivia (Non-Mining)
El Puente,August 2017,Cadmium,0.13,0.5,0.0005,260.0,8.3,0.0,98.92,0.5,Bolivia (Non-Mining)
El Puente,August 2017,Lead,19.0,3.0,0.003,6333.333333333333,8.3,0.0,98.92,0.5,Bolivia (Non-Mining)
El Puente,August 2017,Zinc,92.3,43.0,0.043,2146.5116279069766,8.3,0.0,98.92,0.5,Bolivia (Non-Mining)
El Puente,August 2017,Arsenic,8.1,10.0,0.01,810.0,8.3,0.0,98.92,0.5,Bolivia (Non-Mining)
El Puente,August 2017,Cadmium,0.13,0.5,0.0005,260.0,8.3,0.0,98.92,0.5,Bolivia (Non-Mining)
El Puente,August 2017,Lead,16.7,3.0,0.003,5566.666666666666,8.3,0.0,98.92,0.5,Bolivia (Non-Mining)
El Puente,August 2017,Zinc,83.7,43.0,0.043,1946.5116279069769,8.3,0.0,98.92,0.5,Bolivia (Non-Mining)
El Puente,March 2017,Arsenic,11.1,46.0,0.046,241.30434782608694,8.4,3.0,95.69,0.45,Bolivia (Non-Mining)
El Puente,March 2017,Cadmium,0.21,0.5,0.0005,420.0,8.4,3.0,95.69,0.45,Bolivia (Non-Mining)
El Puente,March 2017,Lead,21.6,105.0,0.105,205.71428571428572,8.4,3.0,95.69,0.45,Bolivia (Non-Mining)
El Puente,March 2017,Zinc,89.7,318.0,0.318,282.07547169811323,8.4,3.0,95.69,0.45,Bolivia (Non-Mining)
El Puente,March 2017,Arsenic,11.3,46.0,0.046,245.6521739130435,8.4,3.0,95.69,0.45,Bolivia (Non-Mining)
El Puente,March 2017,Cadmium,0.13,0.5,0.0005,260.0,8.4,3.0,95.69,0.45,Bolivia (Non-Mining)
El Puente,March 2017,Lead,22.0,105.0,0.105,209.52380952380952,8.4,3.0,95.69,0.45,Bolivia (Non-Mining)
El Puente,March 2017,Zinc,95.0,318.0,0.318,298.74213836477986,8.4,3.0,95.69,0.45,Bolivia (Non-Mining)
El Puente,March 2017,Arsenic,11.5,46.0,0.046,250.0,8.4,2.0,91.66,0.58,Bolivia (Non-Mining)
El Puente,March 2017,Cadmium,0.25,0.5,0.0005,500.0,8.4,2.0,91.66,0.58,Bolivia (Non-Mining)
El Puente,March 2017,Lead,23.8,105.0,0.105,226.66666666666669,8.4,2.0,91.66,0.58,Bolivia (Non-Mining)
El Puente,March 2017,Zinc,93.8,318.0,0.318,294.9685534591195,8.4,2.0,91.66,0.58,Bolivia (Non-Mining)
El Puente,March 2017,Arsenic,9.1,46.0,0.046,197.82608695652172,8.4,2.0,91.66,0.58,Bolivia (Non-Mining)
El Puente,March 2017,Cadmium,0.2,0.5,0.0005,400.0,8.4,2.0,91.66,0.58,Bolivia (Non-Mining)
El Puente,March 2017,Lead,18.9,105.0,0.105,180.0,8.4,2.0,91.66,0.58,Bolivia (Non-Mining)
El Puente,March 2017,Zinc,79.6,318.0,0.318,250.314465408805,8.4,2.0,91.66,0.58,Bolivia (Non-Mining)
El Puente,May 2018,Arsenic,16.4,10.0,0.01,1639.9999999999998,8.3,1.0,85.93,0.38,Bolivia (Non-Mining)
El Puente,May 2018,Cadmium,0.4,10.0,0.01,40.0,8.3,1.0,85.93,0.38,Bolivia (Non-Mining)
El Puente,May 2018,Lead,41.4,10.0,0.01,4140.0,8.3,1.0,85.93,0.38,Bolivia (Non-Mining)
El Puente,May 2018,Zinc,130.0,114.0,0.114,1140.3508771929824,8.3,1.0,85.93,0.38,Bolivia (Non-Mining)
El Puente,May 2018,Arsenic,33.2,10.0,0.01,3320.0,8.3,1.0,85.93,0.38,Bolivia (Non-Mining)
El Puente,May 2018,Cadmium,0.99,10.0,0.01,99.0,8.3,1.0,85.93,0.38,Bolivia (Non-Mining)
El Puente,May 2018,Lead,38.7,10.0,0.01,3870.0,8.3,1.0,85.93,0.38,Bolivia (Non-Mining)
El Puente,May 2018,Zinc,191.0,114.0,0.114,1675.438596491228,8.3,1.0,85.93,0.38,Bolivia (Non-Mining)
El Puente,May 2018,Arsenic,41.6,10.0,0.01,4160.0,8.3,1.0,85.93,0.38,Bolivia (Non-Mining)
El Puente,May 2018,Cadmium,0.23,10.0,0.01,23.0,8.3,1.0,85.93,0.38,Bolivia (Non-Mining)
El Puente,May 2018,Lead,109.0,10.0,0.01,10900.0,8.3,1.0,85.93,0.38,Bolivia (Non-Mining)
El Puente,May 2018,Zinc,104.0,114.0,0.114,912.280701754386,8.3,1.0,85.93,0.38,Bolivia (Non-Mining)
El Puente,May 2018,Arsenic,16.2,10.0,0.01,1620.0,8.2,1.0,98.93,0.17,Bolivia (Non-Mining)
El Puente,May 2018,Cadmium,0.37,10.0,0.01,37.0,8.2,1.0,98.93,0.17,Bolivia (Non-Mining)
El Puente,May 2018,Lead,36.0,10.0,0.01,3600.0,8.2,1.0,98.93,0.17,Bolivia (Non-Mining)
El Puente,May 2018,Zinc,136.0,114.0,0.114,1192.982456140351,8.2,1.0,98.93,0.17,Bolivia (Non-Mining)
El Puente,May 2018,Arsenic,10.3,10.0,0.01,1030.0,8.2,1.0,98.93,0.17,Bolivia (Non-Mining)
El Puente,May 2018,Cadmium,0.18,10.0,0.01,18.0,8.2,1.0,98.93,0.17,Bolivia (Non-Mining)
El Puente,May 2018,Lead,22.3,10.0,0.01,2230.0,8.2,1.0,98.93,0.17,Bolivia (Non-Mining)
El Puente,May 2018,Zinc,88.0,114.0,0.114,771.9298245614035,8.2,1.0,98.93,0.17,Bolivia (Non-Mining)
El Puente,May 2018,Arsenic,15.7,10.0,0.01,1570.0,8.2,1.0,98.93,0.17,Bolivia (Non-Mining)
El Puente,May 2018,Cadmium,0.5,10.0,0.01,50.0,8.2,1.0,98.93,0.17,Bolivia (Non-Mining)
El Puente,May 2018,Lead,27.6,10.0,0.01,2760.0,8.2,1.0,98.93,0.17,Bolivia (Non-Mining)
El Puente,May 2018,Zinc,128.0,114.0,0.114,1122.8070175438595,8.2,1.0,98.93,0.17,Bolivia (Non-Mining)
El Puente,September 2019,Arsenic,20.4,24.0,0.024,849.9999999999999,8.4,2.0,97.0,0.72,Bolivia (Non-Mining)
El Puente,September 2019,Cadmium,0.51,10.0,0.01,51.0,8.4,2.0,97.0,0.72,Bolivia (Non-Mining)
El Puente,September 2019,Lead,54.3,50.0,0.05,1085.9999999999998,8.4,2.0,97.0,0.72,Bolivia (Non-Mining)
El Puente,September 2019,Zinc,202.0,10.0,0.01,20200.0,8.4,2.0,97.0,0.72,Bolivia (Non-Mining)
El Puente,September 2019,Arsenic,15.0,24.0,0.024,625.0,8.4,2.0,97.0,0.72,Bolivia (Non-Mining)
El Puente,September 2019,Cadmium,0.29,10.0,0.01,28.999999999999996,8.4,2.0,97.0,0.72,Bolivia (Non-Mining)
El Puente,September 2019,Lead,27.4,50.0,0.05,547.9999999999999,8.4,2.0,97.0,0.72,Bolivia (Non-Mining)
El Puente,September 2019,Zinc,98.3,10.0,0.01,9830.0,8.4,2.0,97.0,0.72,Bolivia (Non-Mining)
El Puente,September 2019,Arsenic,12.7,24.0,0.024,529.1666666666666,8.4,2.0,97.0,0.72,Bolivia (Non-Mining)
El Puente,September 2019,Cadmium,0.2,10.0,0.01,20.0,8.4,2.0,97.0,0.72,Bolivia (Non-Mining)
El Puente,September 2019,Lead,25.0,50.0,0.05,500.0,8.4,2.0,97.0,0.72,Bolivia (Non-Mining)
El Puente,September 2019,Zinc,92.1,10.0,0.01,9210.0,8.4,2.0,97.0,0.72,Bolivia (Non-Mining)
El Puente,September 2019,Arsenic,15.9,24.0,0.024,662.5,8.4,3.0,96.64,0.8,Bolivia (Non-Mining)
El Puente,September 2019,Cadmium,0.31,10.0,0.01,31.0,8.4,3.0,96.64,0.8,Bolivia (Non-Mining)
El Puente,September 2019,Lead,37.1,50.0,0.05,742.0,8.4,3.0,96.64,0.8,Bolivia (Non-Mining)
El Puente,September 2019,Zinc,137.0,10.0,0.01,13700.0,8.4,3.0,96.64,0.8,Bolivia (Non-Mining)
El Puente,September 2019,Arsenic,11.6,24.0,0.024,483.3333333333333,8.4,3.0,96.64,0.8,Bolivia (Non-Mining)
El Puente,September 2019,Cadmium,0.17,10.0,0.01,17.0,8.4,3.0,96.64,0.8,Bolivia (Non-Mining)
El Puente,September 2019,Lead,22.8,50.0,0.05,456.0,8.4,3.0,96.64,0.8,Bolivia (Non-Mining)
El Puente,September 2019,Zinc,81.4,10.0,0.01,8140.0,8.4,3.0,96.64,0.8,Bolivia (Non-Mining)
El Puente,May 2019,Arsenic,15.7,10.0,0.01,1570.0,8.0,3.0,83.66,0.95,Bolivia (Non-Mining)
El Puente,May 2019,Cadmium,0.42,10.0,0.01,42.0,8.0,3.0,83.66,0.95,Bolivia (Non-Mining)
El Puente,May 2019,Lead,47.8,10.0,0.01,4780.0,8.0,3.0,83.66,0.95,Bolivia (Non-Mining)
El Puente,May 2019,Zinc,191.0,90.0,0.09,2122.222222222222,8.0,3.0,83.66,0.95,Bolivia (Non-Mining)
El Puente,May 2019,Arsenic,7.9,10.0,0.01,790.0,8.0,3.0,83.66,0.95,Bolivia (Non-Mining)
El Puente,May 2019,Cadmium,0.23,10.0,0.01,23.0,8.0,3.0,83.66,0.95,Bolivia (Non-Mining)
El Puente,May 2019,Lead,28.6,10.0,0.01,2860.0,8.0,3.0,83.66,0.95,Bolivia (Non-Mining)
El Puente,May 2019,Zinc,120.0,90.0,0.09,1333.3333333333335,8.0,3.0,83.66,0.95,Bolivia (Non-Mining)
El Puente,May 2019,Arsenic,8.3,10.0,0.01,830.0,8.0,3.0,83.66,0.95,Bolivia (Non-Mining)
El Puente,May 2019,Cadmium,0.19,10.0,0.01,19.0,8.0,3.0,83.66,0.95,Bolivia (Non-Mining)
El Puente,May 2019,Lead,25.0,10.0,0.01,2500.0,8.0,3.0,83.66,0.95,Bolivia (Non-Mining)
El Puente,May 2019,Zinc,84.7,90.0,0.09,941.1111111111112,8.0,3.0,83.66,0.95,Bolivia (Non-Mining)
El Puente,May 2019,Arsenic,11.0,10.0,0.01,1100.0,8.0,3.0,83.66,0.95,Bolivia (Non-Mining)
El Puente,May 2019,Cadmium,0.18,10.0,0.01,18.0,8.0,3.0,83.66,0.95,Bolivia (Non-Mining)
El Puente,May 2019,Lead,25.3,10.0,0.01,2530.0,8.0,3.0,83.66,0.95,Bolivia (Non-Mining)
El Puente,May 2019,Zinc,103.0,90.0,0.09,1144.4444444444446,8.0,3.0,83.66,0.95,Bolivia (Non-Mining)
El Puente,May 2019,Arsenic,12.4,10.0,0.01,1240.0,7.8,3.0,77.4,0.9,Bolivia (Non-Mining)
El Puente,May 2019,Cadmium,0.52,10.0,0.01,52.0,7.8,3.0,77.4,0.9,Bolivia (Non-Mining)
El Puente,May 2019,Lead,46.3,10.0,0.01,4630.0,7.8,3.0,77.4,0.9,Bolivia (Non-Mining)
El Puente,May 2019,Zinc,178.0,90.0,0.09,1977.7777777777778,7.8,3.0,77.4,0.9,Bolivia (Non-Mining)
El Puente,May 2019,Arsenic,12.1,10.0,0.01,1210.0,7.8,3.0,77.4,0.9,Bolivia (Non-Mining)
El Puente,May 2019,Cadmium,0.3,10.0,0.01,30.0,7.8,3.0,77.4,0.9,Bolivia (Non-Mining)
El Puente,May 2019,Lead,29.9,10.0,0.01,2990.0,7.8,3.0,77.4,0.9,Bolivia (Non-Mining)
El Puente,May 2019,Zinc,112.0,90.0,0.09,1244.4444444444446,7.8,3.0,77.4,0.9,Bolivia (Non-Mining)
El Puente,May 2019,Arsenic,7.4,10.0,0.01,740.0,7.8,3.0,77.4,0.9,Bolivia (Non-Mining)
El Puente,May 2019,Cadmium,0.19,10.0,0.01,19.0,7.8,3.0,77.4,0.9,Bolivia (Non-Mining)
El Puente,May 2019,Lead,22.0,10.0,0.01,2200.0,7.8,3.0,77.4,0.9,Bolivia (Non-Mining)
El Puente,May 2019,Zinc,88.0,90.0,0.09,977.7777777777778,7.8,3.0,77.4,0.9,Bolivia (Non-Mining)
El Puente,March 2019,Arsenic,15.1,20.0,0.02,755.0,8.2,4.0,73.84,1.3,Bolivia (Non-Mining)
El Puente,March 2019,Cadmium,0.38,10.0,0.01,38.0,8.2,4.0,73.84,1.3,Bolivia (Non-Mining)
El Puente,March 2019,Lead,39.8,43.0,0.043,925.5813953488372,8.2,4.0,73.84,1.3,Bolivia (Non-Mining)
El Puente,March 2019,Zinc,166.0,265.0,0.265,626.4150943396226,8.2,4.0,73.84,1.3,Bolivia (Non-Mining)
El Puente,March 2019,Arsenic,12.9,20.0,0.02,645.0,8.2,4.0,73.84,1.3,Bolivia (Non-Mining)
El Puente,March 2019,Cadmium,0.29,10.0,0.01,28.999999999999996,8.2,4.0,73.84,1.3,Bolivia (Non-Mining)
El Puente,March 2019,Lead,24.0,43.0,0.043,558.139534883721,8.2,4.0,73.84,1.3,Bolivia (Non-Mining)
El Puente,March 2019,Zinc,102.0,265.0,0.265,384.90566037735846,8.2,4.0,73.84,1.3,Bolivia (Non-Mining)
El Puente,March 2019,Arsenic,9.3,20.0,0.02,465.0,8.2,4.0,73.84,1.3,Bolivia (Non-Mining)
El Puente,March 2019,Cadmium,0.27,10.0,0.01,27.0,8.2,4.0,73.84,1.3,Bolivia (Non-Mining)
El Puente,March 2019,Lead,19.6,43.0,0.043,455.81395348837214,8.2,4.0,73.84,1.3,Bolivia (Non-Mining)
El Puente,March 2019,Zinc,102.0,265.0,0.265,384.90566037735846,8.2,4.0,73.84,1.3,Bolivia (Non-Mining)
El Puente,March 2019,Arsenic,15.6,20.0,0.02,780.0,8.3,3.0,83.66,1.2,Bolivia (Non-Mining)
El Puente,March 2019,Cadmium,0.29,10.0,0.01,28.999999999999996,8.3,3.0,83.66,1.2,Bolivia (Non-Mining)
El Puente,March 2019,Lead,44.6,43.0,0.043,1037.2093023255816,8.3,3.0,83.66,1.2,Bolivia (Non-Mining)
El Puente,March 2019,Zinc,166.0,265.0,0.265,626.4150943396226,8.3,3.0,83.66,1.2,Bolivia (Non-Mining)
El Puente,March 2019,Arsenic,10.3,20.0,0.02,515.0,8.3,3.0,83.66,1.2,Bolivia (Non-Mining)
El Puente,March 2019,Cadmium,0.23,10.0,0.01,23.0,8.3,3.0,83.66,1.2,Bolivia (Non-Mining)
El Puente,March 2019,Lead,27.0,43.0,0.043,627.9069767441861,8.3,3.0,83.66,1.2,Bolivia (Non-Mining)
El Puente,March 2019,Zinc,127.0,265.0,0.265,479.2452830188679,8.3,3.0,83.66,1.2,Bolivia (Non-Mining)
El Puente,March 2019,Arsenic,10.3,20.0,0.02,515.0,8.3,3.0,83.66,1.2,Bolivia (Non-Mining)
El Puente,March 2019,Cadmium,0.2,10.0,0.01,20.0,8.3,3.0,83.66,1.2,Bolivia (Non-Mining)
El Puente,March 2019,Lead,21.6,43.0,0.043,502.32558139534893,8.3,3.0,83.66,1.2,Bolivia (Non-Mining)
El Puente,March 2019,Zinc,88.5,265.0,0.265,333.9622641509434,8.3,3.0,83.66,1.2,Bolivia (Non-Mining)
El Puente,March 2019,Arsenic,11.7,20.0,0.02,585.0,8.3,3.0,83.66,1.2,Bolivia (Non-Mining)
El Puente,March 2019,Cadmium,0.17,10.0,0.01,17.0,8.3,3.0,83.66,1.2,Bolivia (Non-Mining)
El Puente,March 2019,Lead,18.8,43.0,0.043,437.20930232558146,8.3,3.0,83.66,1.2,Bolivia (Non-Mining)
El Puente,March 2019,Zinc,83.1,265.0,0.265,313.58490566037733,8.3,3.0,83.66,1.2,Bolivia (Non-Mining)
El Puente,December 2020,Arsenic,17.6,3.0,0.003,5866.666666666667,8.1,2.0,12.33,2.44,Bolivia (Non-Mining)
El Puente,December 2020,Cadmium,0.38,0.25,0.00025,1520.0,8.1,2.0,12.33,2.44,Bolivia (Non-Mining)
El Puente,December 2020,Lead,30.9,5.0,0.005,6180.0,8.1,2.0,12.33,2.44,Bolivia (Non-Mining)
El Puente,December 2020,Zinc,129.0,25.0,0.025,5160.0,8.1,2.0,12.33,2.44,Bolivia (Non-Mining)
El Puente,December 2020,Arsenic,12.3,3.0,0.003,4100.0,8.3,1.0,93.18,0.35,Bolivia (Non-Mining)
El Puente,December 2020,Cadmium,0.2,0.25,0.00025,800.0,8.3,1.0,93.18,0.35,Bolivia (Non-Mining)
El Puente,December 2020,Lead,20.0,5.0,0.005,4000.0,8.3,1.0,93.18,0.35,Bolivia (Non-Mining)
El Puente,December 2020,Zinc,93.1,25.0,0.025,3723.9999999999995,8.3,1.0,93.18,0.35,Bolivia (Non-Mining)
El Puente,November 2021,Arsenic,15.7,3.0,0.003,5233.333333333333,8.1,0.5,92.32,0.27,Bolivia (Non-Mining)
El Puente,November 2021,Cadmium,0.24,0.25,0.00025,960.0,8.1,0.5,92.32,0.27,Bolivia (Non-Mining)
El Puente,November 2021,Lead,30.4,0.5,0.0005,60799.99999999999,8.1,0.5,92.32,0.27,Bolivia (Non-Mining)
El Puente,November 2021,Zinc,110.0,25.0,0.025,4400.0,8.1,0.5,92.32,0.27,Bolivia (Non-Mining)
El Puente,November 2021,Arsenic,10.4,3.0,0.003,3466.6666666666665,8.1,0.5,92.32,0.27,Bolivia (Non-Mining)
El Puente,November 2021,Cadmium,0.14,0.25,0.00025,560.0,8.1,0.5,92.32,0.27,Bolivia (Non-Mining)
El Puente,November 2021,Lead,20.7,0.5,0.0005,41400.0,8.1,0.5,92.32,0.27,Bolivia (Non-Mining)
El Puente,November 2021,Zinc,76.3,25.0,0.025,3051.9999999999995,8.1,0.5,92.32,0.27,Bolivia (Non-Mining)
El Puente,November 2021,Arsenic,15.2,3.0,0.003,5066.666666666666,8.1,1.0,88.71,0.54,Bolivia (Non-Mining)
El Puente,November 2021,Cadmium,0.23,0.25,0.00025,920.0,8.1,1.0,88.71,0.54,Bolivia (Non-Mining)
El Puente,November 2021,Lead,30.2,0.5,0.0005,60400.0,8.1,1.0,88.71,0.54,Bolivia (Non-Mining)
El Puente,November 2021,Zinc,111.0,25.0,0.025,4440.0,8.1,1.0,88.71,0.54,Bolivia (Non-Mining)
El Puente,November 2021,Arsenic,10.9,3.0,0.003,3633.3333333333335,8.1,1.0,88.71,0.54,Bolivia (Non-Mining)
El Puente,November 2021,Cadmium,0.2,0.25,0.00025,800.0,8.1,1.0,88.71,0.54,Bolivia (Non-Mining)
El Puente,November 2021,Lead,21.5,0.5,0.0005,43000.0,8.1,1.0,88.71,0.54,Bolivia (Non-Mining)
El Puente,November 2021,Zinc,80.1,25.0,0.025,3203.9999999999995,8.1,1.0,88.71,0.54,Bolivia (Non-Mining)
El Puente,August 2021,Arsenic,11.5,3.0,0.003,3833.333333333333,7.1,1.0,87.94,0.39,Bolivia (Non-Mining)
El Puente,August 2021,Cadmium,0.19,0.25,0.00025,760.0,7.1,1.0,87.94,0.39,Bolivia (Non-Mining)
El Puente,August 2021,Lead,22.9,2.0,0.002,11449.999999999998,7.1,1.0,87.94,0.39,Bolivia (Non-Mining)
El Puente,August 2021,Zinc,83.5,25.0,0.025,3340.0,7.1,1.0,87.94,0.39,Bolivia (Non-Mining)
El Puente,August 2021,Arsenic,14.6,3.0,0.003,4866.666666666666,7.1,1.0,87.94,0.39,Bolivia (Non-Mining)
El Puente,August 2021,Cadmium,0.32,0.25,0.00025,1280.0,7.1,1.0,87.94,0.39,Bolivia (Non-Mining)
El Puente,August 2021,Lead,34.3,2.0,0.002,17150.0,7.1,1.0,87.94,0.39,Bolivia (Non-Mining)
El Puente,August 2021,Zinc,136.0,25.0,0.025,5440.0,7.1,1.0,87.94,0.39,Bolivia (Non-Mining)
El Puente,August 2021,Arsenic,12.1,3.0,0.003,4033.333333333333,7.39,0.5,93.22,0.32,Bolivia (Non-Mining)
El Puente,August 2021,Cadmium,0.16,0.25,0.00025,640.0,7.39,0.5,93.22,0.32,Bolivia (Non-Mining)
El Puente,August 2021,Lead,23.2,2.0,0.002,11600.0,7.39,0.5,93.22,0.32,Bolivia (Non-Mining)
El Puente,August 2021,Zinc,84.6,25.0,0.025,3383.9999999999995,7.39,0.5,93.22,0.32,Bolivia (Non-Mining)
El Puente,August 2021,Arsenic,15.9,3.0,0.003,5300.0,7.39,0.5,93.22,0.32,Bolivia (Non-Mining)
El Puente,August 2021,Cadmium,0.33,0.25,0.00025,1320.0,7.39,0.5,93.22,0.32,Bolivia (Non-Mining)
El Puente,August 2021,Lead,37.8,2.0,0.002,18900.0,7.39,0.5,93.22,0.32,Bolivia (Non-Mining)
El Puente,August 2021,Zinc,148.0,25.0,0.025,5920.0,7.39,0.5,93.22,0.32,Bolivia (Non-Mining)
El Puente,December 2022,Arsenic,5.0,5.0,0.005,1000.0,8.2,2.0,63.29,1.16,Bolivia (Non-Mining)
El Puente,December 2022,Cadmium,0.5,0.005,5e-06,99999.99999999999,8.2,2.0,63.29,1.16,Bolivia (Non-Mining)
