Station,Campaign,Metal,Sediment_Conc_mg_per_kg,Water_Conc_ug_per_L,Water_Conc_mg_per_L,Partitioning_Ratio_L_per_kg,pH,Clay_%,Sand_%,Organic_Matter_%,Location
Puente Mendez,August 2022,Arsenic,10.49,33.0,0.033,317.8787878787879,7.4,1.0,67.21,0.22,Bolivia (Non-Mining)
Puente Mendez,August 2022,Cadmium,1.14,2.5,0.0025,455.99999999999994,7.4,1.0,67.21,0.22,Bolivia (Non-Mining)
Puente Mendez,August 2022,Lead,13.63,11.0,0.011,1239.0909090909092,7.4,1.0,67.21,0.22,Bolivia (Non-Mining)
Puente Mendez,August 2022,Zinc,204.64,592.0,0.592,345.6756756756757,7.4,1.0,67.21,0.22,Bolivia (Non-Mining)
Puente Mendez,December 2023,Arsenic,2.66,24.0,0.024,110.83333333333334,8.0,0.0,93.5,0.27,Bolivia (Non-Mining)
Puente Mendez,December 2023,Cadmium,0.032,0.25,0.00025,128.0,8.0,0.0,93.5,0.27,Bolivia (Non-Mining)
Puente Mendez,December 2023,Lead,7.42,33.0,0.033,224.84848484848484,8.0,0.0,93.5,0.27,Bolivia (Non-Mining)
Puente Mendez,December 2023,Zinc,20.8,205.0,0.205,101.46341463414635,8.0,0.0,93.5,0.27,Bolivia (Non-Mining)
Puente Mendez,December 2023,Arsenic,6.26,24.0,0.024,260.8333333333333,8.0,0.0,93.5,0.27,Bolivia (Non-Mining)
Puente Mendez,December 2023,Cadmium,0.128,0.25,0.00025,512.0,8.0,0.0,93.5,0.27,Bolivia (Non-Mining)
Puente Mendez,December 2023,Lead,15.6,33.0,0.033,472.7272727272727,8.0,0.0,93.5,0.27,Bolivia (Non-Mining)
Puente Mendez,December 2023,Zinc,46.3,205.0,0.205,225.85365853658536,8.0,0.0,93.5,0.27,Bolivia (Non-Mining)
Puente Mendez,August 2023,Arsenic,85.7,20.0,0.02,4285.0,7.7,0.0,62.93,8.05,Bolivia (Non-Mining)
Puente Mendez,August 2023,Cadmium,0.5,0.5,0.0005,1000.0,7.7,0.0,62.93,8.05,Bolivia (Non-Mining)
Puente Mendez,August 2023,Lead,32.3,3.0,0.003,10766.666666666666,7.7,0.0,62.93,8.05,Bolivia (Non-Mining)
Puente Mendez,August 2023,Zinc,201.0,202.0,0.202,995.049504950495,7.7,0.0,62.93,8.05,Bolivia (Non-Mining)
Puente Mendez,August 2023,Arsenic,66.1,20.0,0.02,3304.9999999999995,7.7,0.0,62.93,8.05,Bolivia (Non-Mining)
Puente Mendez,August 2023,Cadmium,0.5,0.5,0.0005,1000.0,7.7,0.0,62.93,8.05,Bolivia (Non-Mining)
Puente Mendez,August 2023,Lead,33.0,3.0,0.003,11000.0,7.7,0.0,62.93,8.05,Bolivia (Non-Mining)
Puente Mendez,August 2023,Zinc,217.0,202.0,0.202,1074.2574257425742,7.7,0.0,62.93,8.05,Bolivia (Non-Mining)
Puente Mendez,February 2024,Arsenic,5.0,62.0,0.062,80.64516129032258,8.2,26.7,34.6,1.7,Bolivia (Non-Mining)
Puente Mendez,February 2024,Cadmium,5.0,58.0,0.058,86.20689655172413,8.2,26.7,34.6,1.7,Bolivia (Non-Mining)
Puente Mendez,February 2024,Lead,5.0,413.0,0.413,12.106537530266344,8.2,26.7,34.6,1.7,Bolivia (Non-Mining)
Puente Mendez,February 2024,Zinc,40.0,25.0,0.025,1600.0,8.2,26.7,34.6,1.7,Bolivia (Non-Mining)
Puente Mendez,February 2024,Arsenic,14.0,62.0,0.062,225.80645161290323,8.2,26.7,34.6,1.7,Bolivia (Non-Mining)
Puente Mendez,February 2024,Cadmium,5.0,58.0,0.058,86.20689655172413,8.2,26.7,34.6,1.7,Bolivia (Non-Mining)
Puente Mendez,February 2024,Lead,14.0,413.0,0.413,33.898305084745765,8.2,26.7,34.6,1.7,Bolivia (Non-Mining)
Puente Mendez,February 2024,Zinc,64.0,25.0,0.025,2560.0,8.2,26.7,34.6,1.7,Bolivia (Non-Mining)
San Josecito,May 2019,Arsenic,14.6,10.0,0.01,1460.0,8.2,4.0,89.83,0.98,Bolivia (Non-Mining)
San Josecito,May 2019,Cadmium,0.16,10.0,0.01,16.0,8.2,4.0,89.83,0.98,Bolivia (Non-Mining)
San Josecito,May 2019,Lead,28.7,10.0,0.01,2870.0,8.2,4.0,89.83,0.98,Bolivia (Non-Mining)
San Josecito,May 2019,Zinc,115.0,28.0,0.028,4107.142857142857,8.2,4.0,89.83,0.98,Bolivia (Non-Mining)
San Josecito,May 2019,Arsenic,11.5,10.0,0.01,1150.0,8.2,4.0,89.83,0.98,Bolivia (Non-Mining)
San Josecito,May 2019,Cadmium,0.13,10.0,0.01,13.0,8.2,4.0,89.83,0.98,Bolivia (Non-Mining)
San Josecito,May 2019,Lead,14.5,10.0,0.01,1450.0,8.2,4.0,89.83,0.98,Bolivia (Non-Mining)
San Josecito,May 2019,Zinc,66.1,28.0,0.028,2360.7142857142853,8.2,4.0,89.83,0.98,Bolivia (Non-Mining)
San Josecito,May 2019,Arsenic,11.0,10.0,0.01,1100.0,8.2,4.0,89.83,0.98,Bolivia (Non-Mining)
San Josecito,May 2019,Cadmium,0.13,10.0,0.01,13.0,8.2,4.0,89.83,0.98,Bolivia (Non-Mining)
San Josecito,May 2019,Lead,13.6,10.0,0.01,1360.0,8.2,4.0,89.83,0.98,Bolivia (Non-Mining)
San Josecito,May 2019,Zinc,61.6,28.0,0.028,2200.0,8.2,4.0,89.83,0.98,Bolivia (Non-Mining)
San Josecito,May 2019,Arsenic,13.9,10.0,0.01,1390.0,8.3,5.0,83.31,1.07,Bolivia (Non-Mining)
San Josecito,May 2019,Cadmium,0.17,10.0,0.01,17.0,8.3,5.0,83.31,1.07,Bolivia (Non-Mining)
San Josecito,May 2019,Lead,20.9,10.0,0.01,2090.0,8.3,5.0,83.31,1.07,Bolivia (Non-Mining)
San Josecito,May 2019,Zinc,94.4,28.0,0.028,3371.4285714285716,8.3,5.0,83.31,1.07,Bolivia (Non-Mining)
San Josecito,May 2019,Arsenic,12.0,10.0,0.01,1200.0,8.3,5.0,83.31,1.07,Bolivia (Non-Mining)
San Josecito,May 2019,Cadmium,0.13,10.0,0.01,13.0,8.3,5.0,83.31,1.07,Bolivia (Non-Mining)
San Josecito,May 2019,Lead,15.7,10.0,0.01,1570.0,8.3,5.0,83.31,1.07,Bolivia (Non-Mining)
San Josecito,May 2019,Zinc,71.8,28.0,0.028,2564.285714285714,8.3,5.0,83.31,1.07,Bolivia (Non-Mining)
San Josecito,May 2019,Arsenic,8.9,10.0,0.01,890.0,8.3,5.0,83.31,1.07,Bolivia (Non-Mining)
San Josecito,May 2019,Cadmium,0.13,10.0,0.01,13.0,8.3,5.0,83.31,1.07,Bolivia (Non-Mining)
San Josecito,May 2019,Lead,12.9,10.0,0.01,1290.0,8.3,5.0,83.31,1.07,Bolivia (Non-Mining)
San Josecito,May 2019,Zinc,60.4,28.0,0.028,2157.142857142857,8.3,5.0,83.31,1.07,Bolivia (Non-Mining)
San Josecito,November 2021,Arsenic,11.1,4.0,0.004,2775.0,7.1,3.0,2.47,2.72,Bolivia (Non-Mining)
San Josecito,November 2021,Cadmium,0.12,0.25,0.00025,480.0,7.1,3.0,2.47,2.72,Bolivia (Non-Mining)
San Josecito,November 2021,Lead,23.3,4.0,0.004,5825.0,7.1,3.0,2.47,2.72,Bolivia (Non-Mining)
San Josecito,November 2021,Zinc,87.4,25.0,0.025,3496.0,7.1,3.0,2.47,2.72,Bolivia (Non-Mining)
San Josecito,November 2021,Arsenic,13.0,4.0,0.004,3250.0,7.1,3.0,2.47,2.72,Bolivia (Non-Mining)
San Josecito,November 2021,Cadmium,0.12,0.25,0.00025,480.0,7.1,3.0,2.47,2.72,Bolivia (Non-Mining)
San Josecito,November 2021,Lead,34.2,4.0,0.004,8550.0,7.1,3.0,2.47,2.72,Bolivia (Non-Mining)
San Josecito,November 2021,Zinc,102.0,25.0,0.025,4080.0,7.1,3.0,2.47,2.72,Bolivia (Non-Mining)
San Josecito,November 2021,Arsenic,9.7,4.0,0.004,2424.9999999999995,7.2,2.5,11.79,1.97,Bolivia (Non-Mining)
San Josecito,November 2021,Cadmium,0.09,0.25,0.00025,360.0,7.2,2.5,11.79,1.97,Bolivia (Non-Mining)
San Josecito,November 2021,Lead,19.2,4.0,0.004,4800.0,7.2,2.5,11.79,1.97,Bolivia (Non-Mining)
San Josecito,November 2021,Zinc,74.2,25.0,0.025,2968.0,7.2,2.5,11.79,1.97,Bolivia (Non-Mining)
San Josecito,November 2021,Arsenic,11.4,4.0,0.004,2850.0,7.2,2.5,11.79,1.97,Bolivia (Non-Mining)
San Josecito,November 2021,Cadmium,0.1,0.25,0.00025,400.0,7.2,2.5,11.79,1.97,Bolivia (Non-Mining)
San Josecito,November 2021,Lead,25.4,4.0,0.004,6349.999999999999,7.2,2.5,11.79,1.97,Bolivia (Non-Mining)
San Josecito,November 2021,Zinc,85.3,25.0,0.025,3411.9999999999995,7.2,2.5,11.79,1.97,Bolivia (Non-Mining)
San Josecito,August 2022,Arsenic,10.48,5.0,0.005,2096.0,8.0,1.0,83.05,0.54,Bolivia (Non-Mining)
San Josecito,August 2022,Cadmium,1.1,2.5,0.0025,440.0,8.0,1.0,83.05,0.54,Bolivia (Non-Mining)
San Josecito,August 2022,Lead,11.53,29.0,0.029,397.5862068965517,8.0,1.0,83.05,0.54,Bolivia (Non-Mining)
San Josecito,August 2022,Zinc,66.91,378.0,0.378,177.010582010582,8.0,1.0,83.05,0.54,Bolivia (Non-Mining)
San Josecito,August 2022,Arsenic,5.68,5.0,0.005,1136.0,8.0,1.0,83.05,0.54,Bolivia (Non-Mining)
San Josecito,August 2022,Cadmium,0.79,2.5,0.0025,316.0,8.0,1.0,83.05,0.54,Bolivia (Non-Mining)
San Josecito,August 2022,Lead,8.44,29.0,0.029,291.03448275862064,8.0,1.0,83.05,0.54,Bolivia (Non-Mining)
San Josecito,August 2022,Zinc,47.09,378.0,0.378,124.57671957671958,8.0,1.0,83.05,0.54,Bolivia (Non-Mining)
San Josecito,December 2023,Arsenic,4.18,86.0,0.086,48.604651162790695,8.0,0.0,89.14,0.57,Bolivia (Non-Mining)
San Josecito,December 2023,Cadmium,0.173,3.8,0.0038,45.52631578947368,8.0,0.0,89.14,0.57,Bolivia (Non-Mining)
San Josecito,December 2023,Lead,11.8,263.0,0.263,44.866920152091254,8.0,0.0,89.14,0.57,Bolivia (Non-Mining)
San Josecito,December 2023,Zinc,39.0,1128.0,1.128,34.57446808510639,8.0,0.0,89.14,0.57,Bolivia (Non-Mining)
San Josecito,December 2023,Arsenic,41.0,86.0,0.086,476.7441860465117,8.0,0.0,89.14,0.57,Bolivia (Non-Mining)
San Josecito,December 2023,Cadmium,0.111,3.8,0.0038,29.210526315789473,8.0,0.0,89.14,0.57,Bolivia (Non-Mining)
San Josecito,December 2023,Lead,14.6,263.0,0.263,55.51330798479087,8.0,0.0,89.14,0.57,Bolivia (Non-Mining)
San Josecito,December 2023,Zinc,41.0,1128.0,1.128,36.347517730496456,8.0,0.0,89.14,0.57,Bolivia (Non-Mining)
San Josecito,December 2023,Arsenic,4.18,86.0,0.086,48.604651162790695,8.0,0.0,89.14,0.57,Bolivia (Non-Mining)
San Josecito,December 2023,Cadmium,0.173,3.8,0.0038,45.52631578947368,8.0,0.0,89.14,0.57,Bolivia (Non-Mining)
San Josecito,December 2023,Lead,11.8,263.0,0.263,44.866920152091254,8.0,0.0,89.14,0.57,Bolivia (Non-Mining)
San Josecito,December 2023,Zinc,39.0,1128.0,1.128,34.57446808510639,8.0,0.0,89.14,0.57,Bolivia (Non-Mining)
San Josecito,December 2023,Arsenic,41.0,86.0,0.086,476.7441860465117,8.0,0.0,89.14,0.57,Bolivia (Non-Mining)
San Josecito,December 2023,Cadmium,0.111,3.8,0.0038,29.210526315789473,8.0,0.0,89.14,0.57,Bolivia (Non-Mining)
San Josecito,December 2023,Lead,14.6,263.0,0.263,55.51330798479087,8.0,0.0,89.14,0.57,Bolivia (Non-Mining)
San Josecito,December 2023,Zinc,41.0,1128.0,1.128,36.347517730496456,8.0,0.0,89.14,0.57,Bolivia (Non-Mining)
San Josecito,February 2024,Arsenic,16.0,109.0,0.109,146.78899082568807,8.6,24.6,65.4,1.4,Bolivia (Non-Mining)
San Josecito,February 2024,Cadmium,5.0,134.0,0.134,37.31343283582089,8.6,24.6,65.4,1.4,Bolivia (Non-Mining)
San Josecito,February 2024,Lead,16.0,593.0,0.593,26.9814502529511,8.6,24.6,65.4,1.4,Bolivia (Non-Mining)
San Josecito,February 2024,Zinc,72.0,25.0,0.025,2880.0,8.6,24.6,65.4,1.4,Bolivia (Non-Mining)
San Josecito,February 2024,Arsenic,24.0,109.0,0.109,220.1834862385321,8.6,24.6,65.4,1.4,Bolivia (Non-Mining)
San Josecito,February 2024,Cadmium,5.0,134.0,0.134,37.31343283582089,8.6,24.6,65.4,1.4,Bolivia (Non-Mining)
San Josecito,February 2024,Lead,22.0,593.0,0.593,37.09949409780776,8.6,24.6,65.4,1.4,Bolivia (Non-Mining)
San Josecito,February 2024,Zinc,98.0,25.0,0.025,3920.0,8.6,24.6,65.4,1.4,Bolivia (Non-Mining)
Liviara,October 2017,Arsenic,18.1,10.0,0.01,1810.0,7.9,0.0,99.93,0.67,Argentina/Paraguay
Liviara,October 2017,Cadmium,0.89,1.0,0.001,890.0,7.9,0.0,99.93,0.67,Argentina/Paraguay
Liviara,October 2017,Lead,11.5,1.0,0.001,11500.0,7.9,0.0,99.93,0.67,Argentina/Paraguay
Liviara,October 2017,Zinc,166.0,10.0,0.01,16600.0,7.9,0.0,99.93,0.67,Argentina/Paraguay
Liviara,May 2019,Arsenic,62.3,10.0,0.01,6230.0,8.0,4.0,19.37,5.23,Argentina/Paraguay
Liviara,May 2019,Cadmium,14.6,10.0,0.01,1460.0,8.0,4.0,19.37,5.23,Argentina/Paraguay
Liviara,May 2019,Lead,52.7,10.0,0.01,5270.0,8.0,4.0,19.37,5.23,Argentina/Paraguay
Liviara,May 2019,Zinc,1170.0,223.0,0.223,5246.636771300448,8.0,4.0,19.37,5.23,Argentina/Paraguay
Liviara,October 2022,Arsenic,16.3,14.0,0.014,1164.2857142857142,7.7,0.0,92.8,0.7,Argentina/Paraguay
Liviara,October 2022,Cadmium,2.3,2.5,0.0025,919.9999999999999,7.7,0.0,92.8,0.7,Argentina/Paraguay
Liviara,October 2022,Lead,10.0,16.0,0.016,625.0,7.7,0.0,92.8,0.7,Argentina/Paraguay
Liviara,October 2022,Zinc,393.0,301.0,0.301,1305.6478405315615,7.7,0.0,92.8,0.7,Argentina/Paraguay
Liviara,October 2022,Arsenic,14.4,14.0,0.014,1028.5714285714287,7.7,0.0,92.8,0.7,Argentina/Paraguay
Liviara,October 2022,Cadmium,2.2,2.5,0.0025,880.0,7.7,0.0,92.8,0.7,Argentina/Paraguay
Liviara,October 2022,Lead,10.0,16.0,0.016,625.0,7.7,0.0,92.8,0.7,Argentina/Paraguay
Liviara,October 2022,Zinc,365.0,301.0,0.301,1212.624584717608,7.7,0.0,92.8,0.7,Argentina/Paraguay
Liviara,October 2022,Arsenic,18.8,14.0,0.014,1342.857142857143,7.7,0.0,92.8,0.7,Argentina/Paraguay
Liviara,October 2022,Cadmium,2.7,2.5,0.0025,1080.0,7.7,0.0,92.8,0.7,Argentina/Paraguay
Liviara,October 2022,Lead,10.0,16.0,0.016,625.0,7.7,0.0,92.8,0.7,Argentina/Paraguay
Liviara,October 2022,Zinc,393.0,301.0,0.301,1305.6478405315615,7.7,0.0,92.8,0.7,Argentina/Paraguay
Liviara,December 2023,Arsenic,8.42,38.0,0.038,221.57894736842107,7.3,2.0,78.93,2.53,Argentina/Paraguay
Liviara,December 2023,Cadmium,2.284,2.9,0.0029,787.5862068965517,7.3,2.0,78.93,2.53,Argentina/Paraguay
Liviara,December 2023,Lead,8.01,25.0,0.025,320.4,7.3,2.0,78.93,2.53,Argentina/Paraguay
Liviara,December 2023,Zinc,275.0,616.0,0.616,446.42857142857144,7.3,2.0,78.93,2.53,Argentina/Paraguay
Liviara,December 2023,Arsenic,7.95,38.0,0.038,209.21052631578948,7.3,2.0,78.93,2.53,Argentina/Paraguay
Liviara,December 2023,Cadmium,2.388,2.9,0.0029,823.448275862069,7.3,2.0,78.93,2.53,Argentina/Paraguay
Liviara,December 2023,Lead,11.4,25.0,0.025,456.0,7.3,2.0,78.93,2.53,Argentina/Paraguay
Liviara,December 2023,Zinc,204.0,616.0,0.616,331.16883116883116,7.3,2.0,78.93,2.53,Argentina/Paraguay
Chuquiago,October 2017,Arsenic,9.3,10.0,0.01,930.0,7.8,1.0,93.93,0.6,Potosí (Mining Zone)
Chuquiago,October 2017,Cadmium,0.21,1.0,0.001,210.0,7.8,1.0,93.93,0.6,Potosí (Mining Zone)
Chuquiago,October 2017,Lead,19.0,1.0,0.001,19000.0,7.8,1.0,93.93,0.6,Potosí (Mining Zone)
Chuquiago,October 2017,Zinc,76.9,10.0,0.01,7690.0,7.8,1.0,93.93,0.6,Potosí (Mining Zone)
Chuquiago,October 2017,Arsenic,8.5,10.0,0.01,850.0,7.8,1.0,93.93,0.6,Potosí (Mining Zone)
Chuquiago,October 2017,Cadmium,0.16,1.0,0.001,160.0,7.8,1.0,93.93,0.6,Potosí (Mining Zone)
Chuquiago,October 2017,Lead,15.9,1.0,0.001,15900.0,7.8,1.0,93.93,0.6,Potosí (Mining Zone)
Chuquiago,October 2017,Zinc,70.7,10.0,0.01,7070.0,7.8,1.0,93.93,0.6,Potosí (Mining Zone)
Chuquiago,October 2017,Arsenic,7.3,10.0,0.01,730.0,8.2,0.0,99.93,0.32,Potosí (Mining Zone)
Chuquiago,October 2017,Cadmium,0.09,1.0,0.001,90.0,8.2,0.0,99.93,0.32,Potosí (Mining Zone)
Chuquiago,October 2017,Lead,14.2,1.0,0.001,14199.999999999998,8.2,0.0,99.93,0.32,Potosí (Mining Zone)
Chuquiago,October 2017,Zinc,67.6,10.0,0.01,6759.999999999999,8.2,0.0,99.93,0.32,Potosí (Mining Zone)
Chuquiago,October 2017,Arsenic,9.6,10.0,0.01,960.0,8.0,0.0,94.93,0.4,Potosí (Mining Zone)
Chuquiago,October 2017,Cadmium,0.19,1.0,0.001,190.0,8.0,0.0,94.93,0.4,Potosí (Mining Zone)
Chuquiago,October 2017,Lead,18.0,1.0,0.001,18000.0,8.0,0.0,94.93,0.4,Potosí (Mining Zone)
Chuquiago,October 2017,Zinc,69.9,10.0,0.01,6990.0,8.0,0.0,94.93,0.4,Potosí (Mining Zone)
Chuquiago,October 2017,Arsenic,7.4,10.0,0.01,740.0,8.0,0.0,94.93,0.4,Potosí (Mining Zone)
Chuquiago,October 2017,Cadmium,0.14,1.0,0.001,140.0,8.0,0.0,94.93,0.4,Potosí (Mining Zone)
Chuquiago,October 2017,Lead,14.1,1.0,0.001,14100.0,8.0,0.0,94.93,0.4,Potosí (Mining Zone)
Chuquiago,October 2017,Zinc,58.7,10.0,0.01,5870.0,8.0,0.0,94.93,0.4,Potosí (Mining Zone)
Chuquiago,April 2019,Arsenic,15.7,10.0,0.01,1570.0,8.2,3.0,79.05,0.63,Potosí (Mining Zone)
Chuquiago,April 2019,Cadmium,0.36,10.0,0.01,36.0,8.2,3.0,79.05,0.63,Potosí (Mining Zone)
Chuquiago,April 2019,Lead,29.9,10.0,0.01,2990.0,8.2,3.0,79.05,0.63,Potosí (Mining Zone)
Chuquiago,April 2019,Zinc,127.0,830.0,0.83,153.0120481927711,8.2,3.0,79.05,0.63,Potosí (Mining Zone)
Chuquiago,April 2019,Arsenic,13.6,10.0,0.01,1360.0,8.2,3.0,79.05,0.63,Potosí (Mining Zone)
Chuquiago,April 2019,Cadmium,0.3,10.0,0.01,30.0,8.2,3.0,79.05,0.63,Potosí (Mining Zone)
Chuquiago,April 2019,Lead,42.7,10.0,0.01,4270.0,8.2,3.0,79.05,0.63,Potosí (Mining Zone)
Chuquiago,April 2019,Zinc,131.0,830.0,0.83,157.83132530120483,8.2,3.0,79.05,0.63,Potosí (Mining Zone)
Chuquiago,April 2019,Arsenic,10.8,10.0,0.01,1080.0,8.2,3.0,79.05,0.63,Potosí (Mining Zone)
Chuquiago,April 2019,Cadmium,0.19,10.0,0.01,19.0,8.2,3.0,79.05,0.63,Potosí (Mining Zone)
Chuquiago,April 2019,Lead,18.5,10.0,0.01,1850.0,8.2,3.0,79.05,0.63,Potosí (Mining Zone)
Chuquiago,April 2019,Zinc,101.0,830.0,0.83,121.6867469879518,8.2,3.0,79.05,0.63,Potosí (Mining Zone)
Chuquiago,April 2019,Arsenic,11.2,10.0,0.01,1120.0,8.2,3.0,79.05,0.63,Potosí (Mining Zone)
Chuquiago,April 2019,Cadmium,0.14,10.0,0.01,14.000000000000002,8.2,3.0,79.05,0.63,Potosí (Mining Zone)
Chuquiago,April 2019,Lead,24.5,10.0,0.01,2450.0,8.2,3.0,79.05,0.63,Potosí (Mining Zone)
Chuquiago,April 2019,Zinc,95.5,830.0,0.83,115.06024096385542,8.2,3.0,79.05,0.63,Potosí (Mining Zone)
Chuquiago,April 2019,Arsenic,11.1,10.0,0.01,1110.0,8.1,3.0,73.92,0.6,Potosí (Mining Zone)
Chuquiago,April 2019,Cadmium,0.23,10.0,0.01,23.0,8.1,3.0,73.92,0.6,Potosí (Mining Zone)
Chuquiago,April 2019,Lead,23.1,10.0,0.01,2310.0,8.1,3.0,73.92,0.6,Potosí (Mining Zone)
Chuquiago,April 2019,Zinc,94.4,830.0,0.83,113.73493975903615,8.1,3.0,73.92,0.6,Potosí (Mining Zone)
Chuquiago,April 2019,Arsenic,11.5,10.0,0.01,1150.0,8.1,3.0,73.92,0.6,Potosí (Mining Zone)
Chuquiago,April 2019,Cadmium,0.16,10.0,0.01,16.0,8.1,3.0,73.92,0.6,Potosí (Mining Zone)
Chuquiago,April 2019,Lead,21.3,10.0,0.01,2130.0,8.1,3.0,73.92,0.6,Potosí (Mining Zone)
Chuquiago,April 2019,Zinc,86.8,830.0,0.83,104.57831325301206,8.1,3.0,73.92,0.6,Potosí (Mining Zone)
Chuquiago,December 2021,Arsenic,16.5,3.0,0.003,5500.0,8.1,1.0,76.94,0.87,Potosí (Mining Zone)
Chuquiago,December 2021,Cadmium,0.25,0.25,0.00025,1000.0,8.1,1.0,76.94,0.87,Potosí (Mining Zone)
Chuquiago,December 2021,Lead,28.5,1.0,0.001,28500.0,8.1,1.0,76.94,0.87,Potosí (Mining Zone)
Chuquiago,December 2021,Zinc,101.0,25.0,0.025,4040.0,8.1,1.0,76.94,0.87,Potosí (Mining Zone)
Chuquiago,December 2021,Arsenic,12.0,3.0,0.003,4000.0,8.1,1.0,76.94,0.87,Potosí (Mining Zone)
Chuquiago,December 2021,Cadmium,0.21,0.25,0.00025,840.0,8.1,1.0,76.94,0.87,Potosí (Mining Zone)
Chuquiago,December 2021,Lead,20.8,1.0,0.001,20800.0,8.1,1.0,76.94,0.87,Potosí (Mining Zone)
Chuquiago,December 2021,Zinc,89.7,25.0,0.025,3588.0,8.1,1.0,76.94,0.87,Potosí (Mining Zone)
Chuquiago,December 2021,Arsenic,19.8,3.0,0.003,6600.0,8.0,0.5,92.75,0.61,Potosí (Mining Zone)
Chuquiago,December 2021,Cadmium,0.36,0.25,0.00025,1440.0,8.0,0.5,92.75,0.61,Potosí (Mining Zone)
Chuquiago,December 2021,Lead,41.6,1.0,0.001,41600.0,8.0,0.5,92.75,0.61,Potosí (Mining Zone)
Chuquiago,December 2021,Zinc,139.0,25.0,0.025,5560.0,8.0,0.5,92.75,0.61,Potosí (Mining Zone)
Chuquiago,December 2021,Arsenic,13.5,3.0,0.003,4500.0,8.0,0.5,92.75,0.61,Potosí (Mining Zone)
Chuquiago,December 2021,Cadmium,0.22,0.25,0.00025,880.0,8.0,0.5,92.75,0.61,Potosí (Mining Zone)
Chuquiago,December 2021,Lead,23.5,1.0,0.001,23500.0,8.0,0.5,92.75,0.61,Potosí (Mining Zone)
Chuquiago,December 2021,Zinc,91.4,25.0,0.025,3656.0,8.0,0.5,92.75,0.61,Potosí (Mining Zone)
Chuquiago,August 2022,Arsenic,9.75,5.0,0.005,1950.0,7.9,1.0,61.36,0.62,Potosí (Mining Zone)
Chuquiago,August 2022,Cadmium,1.04,2.5,0.0025,416.0,7.9,1.0,61.36,0.62,Potosí (Mining Zone)
Chuquiago,August 2022,Lead,11.25,5.0,0.005,2250.0,7.9,1.0,61.36,0.62,Potosí (Mining Zone)
Chuquiago,August 2022,Zinc,69.41,64.0,0.064,1084.53125,7.9,1.0,61.36,0.62,Potosí (Mining Zone)
Chuquiago,August 2022,Arsenic,6.67,5.0,0.005,1334.0,7.9,1.0,61.36,0.62,Potosí (Mining Zone)
Chuquiago,August 2022,Cadmium,1.09,2.5,0.0025,436.0,7.9,1.0,61.36,0.62,Potosí (Mining Zone)
Chuquiago,August 2022,Lead,10.1,5.0,0.005,2020.0,7.9,1.0,61.36,0.62,Potosí (Mining Zone)
Chuquiago,August 2022,Zinc,74.72,64.0,0.064,1167.5,7.9,1.0,61.36,0.62,Potosí (Mining Zone)
Chuquiago,December 2023,Arsenic,5.98,196.0,0.196,30.510204081632654,7.7,0.0,64.01,1.26,Potosí (Mining Zone)
Chuquiago,December 2023,Cadmium,0.318,7.2,0.0072,44.16666666666667,7.7,0.0,64.01,1.26,Potosí (Mining Zone)
Chuquiago,December 2023,Lead,24.0,365.0,0.365,65.75342465753425,7.7,0.0,64.01,1.26,Potosí (Mining Zone)
Chuquiago,December 2023,Zinc,53.7,2696.0,2.696,19.91839762611276,7.7,0.0,64.01,1.26,Potosí (Mining Zone)
Chuquiago,December 2023,Arsenic,5.4,196.0,0.196,27.551020408163264,7.7,0.0,64.01,1.26,Potosí (Mining Zone)
Chuquiago,December 2023,Cadmium,0.288,7.2,0.0072,40.0,7.7,0.0,64.01,1.26,Potosí (Mining Zone)
Chuquiago,December 2023,Lead,15.4,365.0,0.365,42.19178082191781,7.7,0.0,64.01,1.26,Potosí (Mining Zone)
Chuquiago,December 2023,Zinc,41.8,2696.0,2.696,15.504451038575665,7.7,0.0,64.01,1.26,Potosí (Mining Zone)
Chuquiago,August 2023,Arsenic,12.5,4.0,0.004,3125.0,7.8,2.0,78.69,0.67,Potosí (Mining Zone)
Chuquiago,August 2023,Cadmium,0.3,0.25,0.00025,1200.0,7.8,2.0,78.69,0.67,Potosí (Mining Zone)
Chuquiago,August 2023,Lead,18.2,2.0,0.002,9100.0,7.8,2.0,78.69,0.67,Potosí (Mining Zone)
Chuquiago,August 2023,Zinc,103.0,25.0,0.025,4120.0,7.8,2.0,78.69,0.67,Potosí (Mining Zone)
Chuquiago,August 2023,Arsenic,12.9,4.0,0.004,3225.0,7.8,2.0,78.69,0.67,Potosí (Mining Zone)
Chuquiago,August 2023,Cadmium,0.3,0.25,0.00025,1200.0,7.8,2.0,78.69,0.67,Potosí (Mining Zone)
Chuquiago,August 2023,Lead,20.7,2.0,0.002,10350.0,7.8,2.0,78.69,0.67,Potosí (Mining Zone)
Chuquiago,August 2023,Zinc,121.0,25.0,0.025,4840.0,7.8,2.0,78.69,0.67,Potosí (Mining Zone)
Chuquiago,February 2024,Arsenic,20.0,492.0,0.492,40.65040650406504,7.9,26.3,37.4,1.58,Potosí (Mining Zone)
Chuquiago,February 2024,Cadmium,5.0,398.0,0.398,12.562814070351758,7.9,26.3,37.4,1.58,Potosí (Mining Zone)
Chuquiago,February 2024,Lead,34.0,2960.0,2.96,11.486486486486486,7.9,26.3,37.4,1.58,Potosí (Mining Zone)
Chuquiago,February 2024,Zinc,124.0,25.0,0.025,4960.0,7.9,26.3,37.4,1.58,Potosí (Mining Zone)
