Station,Campaign,Date,Location,Metal,Sediment_Conc_mg_per_kg,Water_Conc_ug_per_L,Water_Conc_mg_per_L,Partitioning_Ratio_L_per_kg,Log_Partitioning_Ratio,DO_mg_per_L,DO_Status,Station_DO_Status,pH,Fe_%,Mn_mg_per_kg,Al_%,S_%,Ca_%,P_%,Organic_Matter_%,Clay_%
Puente Mendez,April 2019,2019-04-22,Bolivia (Non-Mining),Arsenic,13.3,10.0,0.01,1330.0,3.123851640967086,6.94,Oxic,Generally Oxic,3.7,2.74,427.0,1.19,0.5,0.45,0.038,0.83,3.0
Puente Mendez,April 2019,2019-04-22,Bolivia (Non-Mining),Cadmium,0.18,10.0,0.01,18.0,1.255272505103306,6.94,Oxic,Generally Oxic,3.7,2.74,427.0,1.19,0.5,0.45,0.038,0.83,3.0
Puente Mendez,April 2019,2019-04-22,Bolivia (Non-Mining),Lead,23.0,30.0,0.03,766.6666666666667,2.8846065812979305,6.94,Oxic,Generally Oxic,3.7,2.74,427.0,1.19,0.5,0.45,0.038,0.83,3.0
Puente Mendez,April 2019,2019-04-22,Bolivia (Non-Mining),Zinc,71.2,192.0,0.192,370.8333333333333,2.569178764933307,6.94,Oxic,Generally Oxic,3.7,2.74,427.0,1.19,0.5,0.45,0.038,0.83,3.0
Puente Mendez,April 2019,2019-04-22,Bolivia (Non-Mining),Arsenic,12.3,10.0,0.01,1230.0,3.089905111439398,6.94,Oxic,Generally Oxic,3.7,2.11,365.0,1.18,0.5,0.47,0.037,0.83,3.0
Puente Mendez,April 2019,2019-04-22,Bolivia (Non-Mining),Cadmium,0.15,10.0,0.01,15.0,1.1760912590556813,6.94,Oxic,Generally Oxic,3.7,2.11,365.0,1.18,0.5,0.47,0.037,0.83,3.0
Puente Mendez,April 2019,2019-04-22,Bolivia (Non-Mining),Lead,64.8,30.0,0.03,2160.0,3.3344537511509307,6.94,Oxic,Generally Oxic,3.7,2.11,365.0,1.18,0.5,0.47,0.037,0.83,3.0
Puente Mendez,April 2019,2019-04-22,Bolivia (Non-Mining),Zinc,69.5,192.0,0.192,361.9791666666667,2.5586835758865645,6.94,Oxic,Generally Oxic,3.7,2.11,365.0,1.18,0.5,0.47,0.037,0.83,3.0
Puente Mendez,November 2021,2021-11-30,Bolivia (Non-Mining),Arsenic,8.7,89.0,0.089,97.75280898876404,1.9901292459737057,6.62,Oxic,Generally Oxic,7.83,2.23,348.0,0.89,0.5,0.42,0.037,0.77,1.5
Puente Mendez,November 2021,2021-11-30,Bolivia (Non-Mining),Cadmium,0.08,6.0,0.006,13.333333333333334,1.1249387366083,6.62,Oxic,Generally Oxic,7.83,2.23,348.0,0.89,0.5,0.42,0.037,0.77,1.5
Puente Mendez,November 2021,2021-11-30,Bolivia (Non-Mining),Lead,14.0,203.0,0.203,68.9655172413793,1.838631997765025,6.62,Oxic,Generally Oxic,7.83,2.23,348.0,0.89,0.5,0.42,0.037,0.77,1.5
Puente Mendez,November 2021,2021-11-30,Bolivia (Non-Mining),Zinc,46.1,2000.0,2.0,23.05,1.362670929725667,6.62,Oxic,Generally Oxic,7.83,2.23,348.0,0.89,0.5,0.42,0.037,0.77,1.5
Puente Mendez,November 2021,2021-11-30,Bolivia (Non-Mining),Arsenic,8.8,89.0,0.089,98.87640449438203,1.9950926655052559,6.62,Oxic,Generally Oxic,7.83,1.98,339.0,1.16,0.5,0.45,0.039,0.77,1.5
Puente Mendez,November 2021,2021-11-30,Bolivia (Non-Mining),Cadmium,0.09,6.0,0.006,15.0,1.1760912590556813,6.62,Oxic,Generally Oxic,7.83,1.98,339.0,1.16,0.5,0.45,0.039,0.77,1.5
Puente Mendez,November 2021,2021-11-30,Bolivia (Non-Mining),Lead,14.3,203.0,0.203,70.44334975369458,1.8478399995518489,6.62,Oxic,Generally Oxic,7.83,1.98,339.0,1.16,0.5,0.45,0.039,0.77,1.5
Puente Mendez,November 2021,2021-11-30,Bolivia (Non-Mining),Zinc,51.3,2000.0,2.0,25.65,1.409087369447835,6.62,Oxic,Generally Oxic,7.83,1.98,339.0,1.16,0.5,0.45,0.039,0.77,1.5
Puente Mendez,November 2021,2021-11-30,Bolivia (Non-Mining),Arsenic,10.4,89.0,0.089,116.85393258426967,2.0676433326538675,6.62,Oxic,Generally Oxic,7.99,2.47,406.0,0.82,0.5,0.46,0.049,0.6,1.0
Puente Mendez,November 2021,2021-11-30,Bolivia (Non-Mining),Cadmium,0.16,6.0,0.006,26.666666666666668,1.4259687322722812,6.62,Oxic,Generally Oxic,7.99,2.47,406.0,0.82,0.5,0.46,0.049,0.6,1.0
Puente Mendez,November 2021,2021-11-30,Bolivia (Non-Mining),Lead,17.8,203.0,0.203,87.6847290640394,1.942923964395681,6.62,Oxic,Generally Oxic,7.99,2.47,406.0,0.82,0.5,0.46,0.049,0.6,1.0
Puente Mendez,November 2021,2021-11-30,Bolivia (Non-Mining),Zinc,54.7,2000.0,2.0,27.35,1.4369573306694496,6.62,Oxic,Generally Oxic,7.99,2.47,406.0,0.82,0.5,0.46,0.049,0.6,1.0
Puente Mendez,November 2021,2021-11-30,Bolivia (Non-Mining),Arsenic,8.8,89.0,0.089,98.87640449438203,1.9950926655052559,6.62,Oxic,Generally Oxic,7.99,1.64,290.0,0.69,0.5,0.4,0.038,0.6,1.0
Puente Mendez,November 2021,2021-11-30,Bolivia (Non-Mining),Cadmium,0.07,6.0,0.006,11.666666666666668,1.0669467896306133,6.62,Oxic,Generally Oxic,7.99,1.64,290.0,0.69,0.5,0.4,0.038,0.6,1.0
Puente Mendez,November 2021,2021-11-30,Bolivia (Non-Mining),Lead,12.7,203.0,0.203,62.561576354679794,1.7963076830427438,6.62,Oxic,Generally Oxic,7.99,1.64,290.0,0.69,0.5,0.4,0.038,0.6,1.0
Puente Mendez,November 2021,2021-11-30,Bolivia (Non-Mining),Zinc,44.6,2000.0,2.0,22.3,1.3483048630481607,6.62,Oxic,Generally Oxic,7.99,1.64,290.0,0.69,0.5,0.4,0.038,0.6,1.0
Puente Mendez,August 2022,2022-08-11,Bolivia (Non-Mining),Arsenic,14.45,33.0,0.033,437.8787878787878,2.641353907214679,7.13,Oxic,Generally Oxic,7.4,3.382,393.65,,,,,0.22,1.0
Puente Mendez,August 2022,2022-08-11,Bolivia (Non-Mining),Cadmium,1.48,2.5,0.0025,592.0,2.77232170672292,7.13,Oxic,Generally Oxic,7.4,3.382,393.65,,,,,0.22,1.0
Puente Mendez,August 2022,2022-08-11,Bolivia (Non-Mining),Lead,17.63,11.0,0.011,1602.7272727272727,3.204859627141097,7.13,Oxic,Generally Oxic,7.4,3.382,393.65,,,,,0.22,1.0
Puente Mendez,August 2022,2022-08-11,Bolivia (Non-Mining),Zinc,266.85,592.0,0.592,450.7601351351352,2.6539455004166865,7.13,Oxic,Generally Oxic,7.4,3.382,393.65,,,,,0.22,1.0
Puente Mendez,August 2022,2022-08-11,Bolivia (Non-Mining),Arsenic,10.49,33.0,0.033,317.8787878787879,2.5022615483156705,7.13,Oxic,Generally Oxic,7.4,1.919,324.36,,,,,0.22,1.0
Puente Mendez,August 2022,2022-08-11,Bolivia (Non-Mining),Cadmium,1.14,2.5,0.0025,455.99999999999994,2.658964842664435,7.13,Oxic,Generally Oxic,7.4,1.919,324.36,,,,,0.22,1.0
Puente Mendez,August 2022,2022-08-11,Bolivia (Non-Mining),Lead,13.63,11.0,0.011,1239.0909090909092,3.0931031706764487,7.13,Oxic,Generally Oxic,7.4,1.919,324.36,,,,,0.22,1.0
Puente Mendez,August 2022,2022-08-11,Bolivia (Non-Mining),Zinc,204.64,592.0,0.592,345.6756756756757,2.538668820411659,7.13,Oxic,Generally Oxic,7.4,1.919,324.36,,,,,0.22,1.0
Puente Mendez,December 2023,2023-12-10,Bolivia (Non-Mining),Arsenic,2.66,24.0,0.024,110.83333333333334,2.044670394919461,6.7,Oxic,Generally Oxic,8.0,0.4559,194.0,,,,,0.27,0.0
Puente Mendez,December 2023,2023-12-10,Bolivia (Non-Mining),Cadmium,0.032,0.25,0.00025,128.0,2.1072099696478683,6.7,Oxic,Generally Oxic,8.0,0.4559,194.0,,,,,0.27,0.0
Puente Mendez,December 2023,2023-12-10,Bolivia (Non-Mining),Lead,7.42,33.0,0.033,224.84848484848484,2.3518899654011394,6.7,Oxic,Generally Oxic,8.0,0.4559,194.0,,,,,0.27,0.0
Puente Mendez,December 2023,2023-12-10,Bolivia (Non-Mining),Zinc,20.8,205.0,0.205,101.46341463414635,2.0063094739070073,6.7,Oxic,Generally Oxic,8.0,0.4559,194.0,,,,,0.27,0.0
Puente Mendez,December 2023,2023-12-10,Bolivia (Non-Mining),Arsenic,6.26,24.0,0.024,260.8333333333333,2.4163630914988237,6.7,Oxic,Generally Oxic,8.0,0.8596,340.0,,,,,0.27,0.0
Puente Mendez,December 2023,2023-12-10,Bolivia (Non-Mining),Cadmium,0.128,0.25,0.00025,512.0,2.709269960975831,6.7,Oxic,Generally Oxic,8.0,0.8596,340.0,,,,,0.27,0.0
Puente Mendez,December 2023,2023-12-10,Bolivia (Non-Mining),Lead,15.6,33.0,0.033,472.7272727272727,2.674610658476574,6.7,Oxic,Generally Oxic,8.0,0.8596,340.0,,,,,0.27,0.0
Puente Mendez,December 2023,2023-12-10,Bolivia (Non-Mining),Zinc,46.3,205.0,0.205,225.85365853658536,2.3538271299621987,6.7,Oxic,Generally Oxic,8.0,0.8596,340.0,,,,,0.27,0.0
Puente Mendez,August 2023,2023-08-06,Bolivia (Non-Mining),Arsenic,85.7,20.0,0.02,4285.0,3.631950826259217,8.93,Oxic,Generally Oxic,7.7,3.8,201.0,,,,,8.05,0.0
Puente Mendez,August 2023,2023-08-06,Bolivia (Non-Mining),Cadmium,0.5,0.5,0.0005,1000.0,3.0,8.93,Oxic,Generally Oxic,7.7,3.8,201.0,,,,,8.05,0.0
Puente Mendez,August 2023,2023-08-06,Bolivia (Non-Mining),Lead,32.3,3.0,0.003,10766.666666666666,4.03208126761144,8.93,Oxic,Generally Oxic,7.7,3.8,201.0,,,,,8.05,0.0
Puente Mendez,August 2023,2023-08-06,Bolivia (Non-Mining),Zinc,201.0,202.0,0.202,995.049504950495,2.997844687973865,8.93,Oxic,Generally Oxic,7.7,3.8,201.0,,,,,8.05,0.0
Puente Mendez,August 2023,2023-08-06,Bolivia (Non-Mining),Arsenic,66.1,20.0,0.02,3304.9999999999995,3.519171463821659,8.93,Oxic,Generally Oxic,7.7,3.47,443.0,,,,,8.05,0.0
Puente Mendez,August 2023,2023-08-06,Bolivia (Non-Mining),Cadmium,0.5,0.5,0.0005,1000.0,3.0,8.93,Oxic,Generally Oxic,7.7,3.47,443.0,,,,,8.05,0.0
Puente Mendez,August 2023,2023-08-06,Bolivia (Non-Mining),Lead,33.0,3.0,0.003,11000.0,4.041392685158225,8.93,Oxic,Generally Oxic,7.7,3.47,443.0,,,,,8.05,0.0
Puente Mendez,August 2023,2023-08-06,Bolivia (Non-Mining),Zinc,217.0,202.0,0.202,1074.2574257425742,3.0311083644019057,8.93,Oxic,Generally Oxic,7.7,3.47,443.0,,,,,8.05,0.0
Puente Mendez,February 2024,2024-02-25,Bolivia (Non-Mining),Arsenic,5.0,62.0,0.062,80.64516129032258,1.9065783148377649,7.24,Oxic,Generally Oxic,8.2,2.7951,346.0,,,,,1.7,26.7
Puente Mendez,February 2024,2024-02-25,Bolivia (Non-Mining),Cadmium,5.0,58.0,0.058,86.20689655172413,1.9355420107730814,7.24,Oxic,Generally Oxic,8.2,2.7951,346.0,,,,,1.7,26.7
Puente Mendez,February 2024,2024-02-25,Bolivia (Non-Mining),Lead,5.0,413.0,0.413,12.106537530266344,1.0830199526796178,7.24,Oxic,Generally Oxic,8.2,2.7951,346.0,,,,,1.7,26.7
Puente Mendez,February 2024,2024-02-25,Bolivia (Non-Mining),Zinc,40.0,25.0,0.025,1600.0,3.2041199826559246,7.24,Oxic,Generally Oxic,8.2,2.7951,346.0,,,,,1.7,26.7
Puente Mendez,February 2024,2024-02-25,Bolivia (Non-Mining),Arsenic,14.0,62.0,0.062,225.80645161290323,2.3537363461799843,7.24,Oxic,Generally Oxic,8.2,4.6711,867.0,,,,,1.7,26.7
Puente Mendez,February 2024,2024-02-25,Bolivia (Non-Mining),Cadmium,5.0,58.0,0.058,86.20689655172413,1.9355420107730814,7.24,Oxic,Generally Oxic,8.2,4.6711,867.0,,,,,1.7,26.7
Puente Mendez,February 2024,2024-02-25,Bolivia (Non-Mining),Lead,14.0,413.0,0.413,33.898305084745765,1.530177984021837,7.24,Oxic,Generally Oxic,8.2,4.6711,867.0,,,,,1.7,26.7
Puente Mendez,February 2024,2024-02-25,Bolivia (Non-Mining),Zinc,64.0,25.0,0.025,2560.0,3.4082399653118496,7.24,Oxic,Generally Oxic,8.2,4.6711,867.0,,,,,1.7,26.7
San Josecito,May 2019,2019-05-15,Bolivia (Non-Mining),Arsenic,14.6,10.0,0.01,1460.0,3.164352855784437,8.98,Oxic,Generally Oxic,8.2,4.7,424.0,1.73,0.5,0.64,0.093,0.98,4.0
San Josecito,May 2019,2019-05-15,Bolivia (Non-Mining),Cadmium,0.16,10.0,0.01,16.0,1.2041199826559248,8.98,Oxic,Generally Oxic,8.2,4.7,424.0,1.73,0.5,0.64,0.093,0.98,4.0
San Josecito,May 2019,2019-05-15,Bolivia (Non-Mining),Lead,28.7,10.0,0.01,2870.0,3.4578818967339924,8.98,Oxic,Generally Oxic,8.2,4.7,424.0,1.73,0.5,0.64,0.093,0.98,4.0
San Josecito,May 2019,2019-05-15,Bolivia (Non-Mining),Zinc,115.0,28.0,0.028,4107.142857142857,3.6135398090113924,8.98,Oxic,Generally Oxic,8.2,4.7,424.0,1.73,0.5,0.64,0.093,0.98,4.0
San Josecito,May 2019,2019-05-15,Bolivia (Non-Mining),Arsenic,11.5,10.0,0.01,1150.0,3.060697840353612,8.98,Oxic,Generally Oxic,8.2,2.1,224.0,1.18,0.5,0.39,0.05,0.98,4.0
San Josecito,May 2019,2019-05-15,Bolivia (Non-Mining),Cadmium,0.13,10.0,0.01,13.0,1.1139433523068367,8.98,Oxic,Generally Oxic,8.2,2.1,224.0,1.18,0.5,0.39,0.05,0.98,4.0
San Josecito,May 2019,2019-05-15,Bolivia (Non-Mining),Lead,14.5,10.0,0.01,1450.0,3.161368002234975,8.98,Oxic,Generally Oxic,8.2,2.1,224.0,1.18,0.5,0.39,0.05,0.98,4.0
San Josecito,May 2019,2019-05-15,Bolivia (Non-Mining),Zinc,66.1,28.0,0.028,2360.7142857142853,3.3730434281434207,8.98,Oxic,Generally Oxic,8.2,2.1,224.0,1.18,0.5,0.39,0.05,0.98,4.0
San Josecito,May 2019,2019-05-15,Bolivia (Non-Mining),Arsenic,11.0,10.0,0.01,1100.0,3.041392685158225,8.98,Oxic,Generally Oxic,8.2,2.0,214.0,1.15,0.5,0.38,0.048,0.98,4.0
San Josecito,May 2019,2019-05-15,Bolivia (Non-Mining),Cadmium,0.13,10.0,0.01,13.0,1.1139433523068367,8.98,Oxic,Generally Oxic,8.2,2.0,214.0,1.15,0.5,0.38,0.048,0.98,4.0
San Josecito,May 2019,2019-05-15,Bolivia (Non-Mining),Lead,13.6,10.0,0.01,1360.0,3.1335389083702174,8.98,Oxic,Generally Oxic,8.2,2.0,214.0,1.15,0.5,0.38,0.048,0.98,4.0
San Josecito,May 2019,2019-05-15,Bolivia (Non-Mining),Zinc,61.6,28.0,0.028,2200.0,3.342422680822206,8.98,Oxic,Generally Oxic,8.2,2.0,214.0,1.15,0.5,0.38,0.048,0.98,4.0
San Josecito,May 2019,2019-05-15,Bolivia (Non-Mining),Arsenic,13.9,10.0,0.01,1390.0,3.143014800254095,8.98,Oxic,Generally Oxic,8.3,2.8,318.0,1.87,0.5,0.6,0.059,1.07,5.0
San Josecito,May 2019,2019-05-15,Bolivia (Non-Mining),Cadmium,0.17,10.0,0.01,17.0,1.2304489213782739,8.98,Oxic,Generally Oxic,8.3,2.8,318.0,1.87,0.5,0.6,0.059,1.07,5.0
San Josecito,May 2019,2019-05-15,Bolivia (Non-Mining),Lead,20.9,10.0,0.01,2090.0,3.3201462861110542,8.98,Oxic,Generally Oxic,8.3,2.8,318.0,1.87,0.5,0.6,0.059,1.07,5.0
San Josecito,May 2019,2019-05-15,Bolivia (Non-Mining),Zinc,94.4,28.0,0.028,3371.4285714285716,3.52781396295585,8.98,Oxic,Generally Oxic,8.3,2.8,318.0,1.87,0.5,0.6,0.059,1.07,5.0
San Josecito,May 2019,2019-05-15,Bolivia (Non-Mining),Arsenic,12.0,10.0,0.01,1200.0,3.0791812460476247,8.98,Oxic,Generally Oxic,8.3,2.2,234.0,1.35,0.5,0.42,0.048,1.07,5.0
San Josecito,May 2019,2019-05-15,Bolivia (Non-Mining),Cadmium,0.13,10.0,0.01,13.0,1.1139433523068367,8.98,Oxic,Generally Oxic,8.3,2.2,234.0,1.35,0.5,0.42,0.048,1.07,5.0
San Josecito,May 2019,2019-05-15,Bolivia (Non-Mining),Lead,15.7,10.0,0.01,1570.0,3.1958996524092336,8.98,Oxic,Generally Oxic,8.3,2.2,234.0,1.35,0.5,0.42,0.048,1.07,5.0
San Josecito,May 2019,2019-05-15,Bolivia (Non-Mining),Zinc,71.8,28.0,0.028,2564.285714285714,3.408966412900081,8.98,Oxic,Generally Oxic,8.3,2.2,234.0,1.35,0.5,0.42,0.048,1.07,5.0
San Josecito,May 2019,2019-05-15,Bolivia (Non-Mining),Arsenic,8.9,10.0,0.01,890.0,2.949390006644913,8.98,Oxic,Generally Oxic,8.3,2.0,215.0,1.31,0.5,0.35,0.053,1.07,5.0
San Josecito,May 2019,2019-05-15,Bolivia (Non-Mining),Cadmium,0.13,10.0,0.01,13.0,1.1139433523068367,8.98,Oxic,Generally Oxic,8.3,2.0,215.0,1.31,0.5,0.35,0.053,1.07,5.0
San Josecito,May 2019,2019-05-15,Bolivia (Non-Mining),Lead,12.9,10.0,0.01,1290.0,3.110589710299249,8.98,Oxic,Generally Oxic,8.3,2.0,215.0,1.31,0.5,0.35,0.053,1.07,5.0
San Josecito,May 2019,2019-05-15,Bolivia (Non-Mining),Zinc,60.4,28.0,0.028,2157.142857142857,3.3338789072789123,8.98,Oxic,Generally Oxic,8.3,2.0,215.0,1.31,0.5,0.35,0.053,1.07,5.0
San Josecito,November 2021,2021-11-09,Bolivia (Non-Mining),Arsenic,11.1,4.0,0.004,2775.0,3.443262987458695,7.91,Oxic,Generally Oxic,7.1,3.35,484.0,2.46,0.5,0.42,0.053,2.72,3.0
San Josecito,November 2021,2021-11-09,Bolivia (Non-Mining),Cadmium,0.12,0.25,0.00025,480.0,2.681241237375587,7.91,Oxic,Generally Oxic,7.1,3.35,484.0,2.46,0.5,0.42,0.053,2.72,3.0
San Josecito,November 2021,2021-11-09,Bolivia (Non-Mining),Lead,23.3,4.0,0.004,5825.0,3.7652959296980564,7.91,Oxic,Generally Oxic,7.1,3.35,484.0,2.46,0.5,0.42,0.053,2.72,3.0
San Josecito,November 2021,2021-11-09,Bolivia (Non-Mining),Zinc,87.4,25.0,0.025,3496.0,3.5435714239623652,7.91,Oxic,Generally Oxic,7.1,3.35,484.0,2.46,0.5,0.42,0.053,2.72,3.0
San Josecito,November 2021,2021-11-09,Bolivia (Non-Mining),Arsenic,13.0,4.0,0.004,3250.0,3.5118833609788744,7.91,Oxic,Generally Oxic,7.1,3.98,609.0,2.86,0.5,0.39,0.058,2.72,3.0
San Josecito,November 2021,2021-11-09,Bolivia (Non-Mining),Cadmium,0.12,0.25,0.00025,480.0,2.681241237375587,7.91,Oxic,Generally Oxic,7.1,3.98,609.0,2.86,0.5,0.39,0.058,2.72,3.0
San Josecito,November 2021,2021-11-09,Bolivia (Non-Mining),Lead,34.2,4.0,0.004,8550.0,3.931966114728173,7.91,Oxic,Generally Oxic,7.1,3.98,609.0,2.86,0.5,0.39,0.058,2.72,3.0
San Josecito,November 2021,2021-11-09,Bolivia (Non-Mining),Zinc,102.0,25.0,0.025,4080.0,3.61066016308988,7.91,Oxic,Generally Oxic,7.1,3.98,609.0,2.86,0.5,0.39,0.058,2.72,3.0
San Josecito,November 2021,2021-11-09,Bolivia (Non-Mining),Arsenic,9.7,4.0,0.004,2424.9999999999995,3.3847117429382823,7.91,Oxic,Generally Oxic,7.2,2.81,376.0,1.94,0.5,0.41,0.048,1.97,2.5
San Josecito,November 2021,2021-11-09,Bolivia (Non-Mining),Cadmium,0.09,0.25,0.00025,360.0,2.5563025007672873,7.91,Oxic,Generally Oxic,7.2,2.81,376.0,1.94,0.5,0.41,0.048,1.97,2.5
San Josecito,November 2021,2021-11-09,Bolivia (Non-Mining),Lead,19.2,4.0,0.004,4800.0,3.681241237375587,7.91,Oxic,Generally Oxic,7.2,2.81,376.0,1.94,0.5,0.41,0.048,1.97,2.5
San Josecito,November 2021,2021-11-09,Bolivia (Non-Mining),Zinc,74.2,25.0,0.025,2968.0,3.4724638966069894,7.91,Oxic,Generally Oxic,7.2,2.81,376.0,1.94,0.5,0.41,0.048,1.97,2.5
San Josecito,November 2021,2021-11-09,Bolivia (Non-Mining),Arsenic,11.4,4.0,0.004,2850.0,3.45484486000851,7.91,Oxic,Generally Oxic,7.2,3.69,570.0,2.9,0.5,0.43,0.053,1.97,2.5
San Josecito,November 2021,2021-11-09,Bolivia (Non-Mining),Cadmium,0.1,0.25,0.00025,400.0,2.6020599913279625,7.91,Oxic,Generally Oxic,7.2,3.69,570.0,2.9,0.5,0.43,0.053,1.97,2.5
San Josecito,November 2021,2021-11-09,Bolivia (Non-Mining),Lead,25.4,4.0,0.004,6349.999999999999,3.8027737252919755,7.91,Oxic,Generally Oxic,7.2,3.69,570.0,2.9,0.5,0.43,0.053,1.97,2.5
San Josecito,November 2021,2021-11-09,Bolivia (Non-Mining),Zinc,85.3,25.0,0.025,3411.9999999999995,3.5330090224954853,7.91,Oxic,Generally Oxic,7.2,3.69,570.0,2.9,0.5,0.43,0.053,1.97,2.5
San Josecito,August 2022,2022-08-17,Bolivia (Non-Mining),Arsenic,10.48,5.0,0.005,2096.0,3.321391278311689,90.2,Oxic,Generally Oxic,8.0,2.156737,210.51,,,,,0.54,1.0
San Josecito,August 2022,2022-08-17,Bolivia (Non-Mining),Cadmium,1.1,2.5,0.0025,440.0,2.6434526764861874,90.2,Oxic,Generally Oxic,8.0,2.156737,210.51,,,,,0.54,1.0
San Josecito,August 2022,2022-08-17,Bolivia (Non-Mining),Lead,11.53,29.0,0.029,397.5862068965517,2.599431309395743,90.2,Oxic,Generally Oxic,8.0,2.156737,210.51,,,,,0.54,1.0
San Josecito,August 2022,2022-08-17,Bolivia (Non-Mining),Zinc,66.91,378.0,0.378,177.010582010582,2.2479992300422054,90.2,Oxic,Generally Oxic,8.0,2.156737,210.51,,,,,0.54,1.0
San Josecito,August 2022,2022-08-17,Bolivia (Non-Mining),Arsenic,5.68,5.0,0.005,1136.0,3.055378331375,90.2,Oxic,Generally Oxic,8.0,2.4094681,135.89,,,,,0.54,1.0
San Josecito,August 2022,2022-08-17,Bolivia (Non-Mining),Cadmium,0.79,2.5,0.0025,316.0,2.499687082618404,90.2,Oxic,Generally Oxic,8.0,2.4094681,135.89,,,,,0.54,1.0
San Josecito,August 2022,2022-08-17,Bolivia (Non-Mining),Lead,8.44,29.0,0.029,291.03448275862064,2.463944448726699,90.2,Oxic,Generally Oxic,8.0,2.4094681,135.89,,,,,0.54,1.0
San Josecito,August 2022,2022-08-17,Bolivia (Non-Mining),Zinc,47.09,378.0,0.378,124.57671957671958,2.095436890605497,90.2,Oxic,Generally Oxic,8.0,2.4094681,135.89,,,,,0.54,1.0
San Josecito,December 2023,2023-12-04,Bolivia (Non-Mining),Arsenic,4.18,86.0,0.086,48.604651162790695,1.6866778305314674,7.47,Oxic,Generally Oxic,8.0,0.5131,240.0,,,,,0.57,0.0
San Josecito,December 2023,2023-12-04,Bolivia (Non-Mining),Cadmium,0.173,3.8,0.0038,45.52631578947368,1.6582625065119851,7.47,Oxic,Generally Oxic,8.0,0.5131,240.0,,,,,0.57,0.0
San Josecito,December 2023,2023-12-04,Bolivia (Non-Mining),Lead,11.8,263.0,0.263,44.866920152091254,1.6519262588163675,7.47,Oxic,Generally Oxic,8.0,0.5131,240.0,,,,,0.57,0.0
San Josecito,December 2023,2023-12-04,Bolivia (Non-Mining),Zinc,39.0,1128.0,1.128,34.57446808510639,1.5387555073791759,7.47,Oxic,Generally Oxic,8.0,0.5131,240.0,,,,,0.57,0.0
San Josecito,December 2023,2023-12-04,Bolivia (Non-Mining),Arsenic,41.0,86.0,0.086,476.7441860465117,2.678285405476168,7.47,Oxic,Generally Oxic,8.0,0.979,168.0,,,,,0.57,0.0
San Josecito,December 2023,2023-12-04,Bolivia (Non-Mining),Cadmium,0.111,3.8,0.0038,29.210526315789473,1.4655393821698472,7.47,Oxic,Generally Oxic,8.0,0.979,168.0,,,,,0.57,0.0
San Josecito,December 2023,2023-12-04,Bolivia (Non-Mining),Lead,14.6,263.0,0.263,55.51330798479087,1.7443971072946791,7.47,Oxic,Generally Oxic,8.0,0.979,168.0,,,,,0.57,0.0
San Josecito,December 2023,2023-12-04,Bolivia (Non-Mining),Zinc,41.0,1128.0,1.128,36.347517730496456,1.560474757072412,7.47,Oxic,Generally Oxic,8.0,0.979,168.0,,,,,0.57,0.0
San Josecito,December 2023,2023-12-04,Bolivia (Non-Mining),Arsenic,4.18,86.0,0.086,48.604651162790695,1.6866778305314674,7.47,Oxic,Generally Oxic,8.0,0.5131,240.0,,,,,0.57,0.0
San Josecito,December 2023,2023-12-04,Bolivia (Non-Mining),Cadmium,0.173,3.8,0.0038,45.52631578947368,1.6582625065119851,7.47,Oxic,Generally Oxic,8.0,0.5131,240.0,,,,,0.57,0.0
San Josecito,December 2023,2023-12-04,Bolivia (Non-Mining),Lead,11.8,263.0,0.263,44.866920152091254,1.6519262588163675,7.47,Oxic,Generally Oxic,8.0,0.5131,240.0,,,,,0.57,0.0
San Josecito,December 2023,2023-12-04,Bolivia (Non-Mining),Zinc,39.0,1128.0,1.128,34.57446808510639,1.5387555073791759,7.47,Oxic,Generally Oxic,8.0,0.5131,240.0,,,,,0.57,0.0
San Josecito,December 2023,2023-12-04,Bolivia (Non-Mining),Arsenic,41.0,86.0,0.086,476.7441860465117,2.678285405476168,7.47,Oxic,Generally Oxic,8.0,0.979,168.0,,,,,0.57,0.0
San Josecito,December 2023,2023-12-04,Bolivia (Non-Mining),Cadmium,0.111,3.8,0.0038,29.210526315789473,1.4655393821698472,7.47,Oxic,Generally Oxic,8.0,0.979,168.0,,,,,0.57,0.0
San Josecito,December 2023,2023-12-04,Bolivia (Non-Mining),Lead,14.6,263.0,0.263,55.51330798479087,1.7443971072946791,7.47,Oxic,Generally Oxic,8.0,0.979,168.0,,,,,0.57,0.0
San Josecito,December 2023,2023-12-04,Bolivia (Non-Mining),Zinc,41.0,1128.0,1.128,36.347517730496456,1.560474757072412,7.47,Oxic,Generally Oxic,8.0,0.979,168.0,,,,,0.57,0.0
San Josecito,February 2024,2024-02-19,Bolivia (Non-Mining),Arsenic,16.0,109.0,0.109,146.78899082568807,2.166693484715301,7.74,Oxic,Generally Oxic,8.6,3.4911,267.0,,,,,1.4,24.6
San Josecito,February 2024,2024-02-19,Bolivia (Non-Mining),Cadmium,5.0,134.0,0.134,37.31343283582089,1.571865205971211,7.74,Oxic,Generally Oxic,8.6,3.4911,267.0,,,,,1.4,24.6
San Josecito,February 2024,2024-02-19,Bolivia (Non-Mining),Lead,16.0,593.0,0.593,26.9814502529511,1.4310652892916622,7.74,Oxic,Generally Oxic,8.6,3.4911,267.0,,,,,1.4,24.6
