Station,Campaign,Metal,Sediment_Median_mg_per_kg,Water_Conc_ug_per_L,Water_Conc_mg_per_L,Partitioning_Ratio_L_per_kg,Log_Partitioning_Ratio,pH,Clay_%,Sand_%,Organic_Matter_%,DO_mg_per_L,Fe_%,Mn_mg_per_kg,Al_%,S_%,Ca_%,P_%,Location
La Angostura,December 2023,Lead,38.2,151.0,0.151,252.98013245033115,2.403086415618539,7.7,1.0,54.47,1.5,6.2,1.2090999999999998,318.0,,,,,Potosí (Mining Zone)
La Angostura,December 2023,Zinc,107.3,692.0,0.692,155.0578034682081,2.1904936275091935,7.7,1.0,54.47,1.5,6.2,1.2090999999999998,318.0,,,,,Potosí (Mining Zone)
La Angostura,February 2024,Arsenic,20.0,64.0,0.064,312.5,2.494850021680094,7.1,39.2,18.0,2.41,6.09,5.257,1030.0,,,,,Potosí (Mining Zone)
La Angostura,February 2024,Cadmium,5.0,159.0,0.159,31.446540880503143,1.4975728800155672,7.1,39.2,18.0,2.41,6.09,5.257,1030.0,,,,,Potosí (Mining Zone)
La Angostura,February 2024,Lead,58.0,1006.0,1.006,57.65407554671968,1.7608300128430288,7.1,39.2,18.0,2.41,6.09,5.257,1030.0,,,,,Potosí (Mining Zone)
La Angostura,February 2024,Zinc,210.0,25.0,0.025,8400.0,3.9242792860618816,7.1,39.2,18.0,2.41,6.09,5.257,1030.0,,,,,Potosí (Mining Zone)
Liviara,December 2023,Arsenic,8.185,38.0,0.038,215.3947368421053,2.33323508713115,7.3,2.0,78.93,2.53,6.53,0.65895,197.5,,,,,Argentina/Paraguay
Liviara,December 2023,Cadmium,2.336,2.9,0.0029,805.5172413793103,2.9060748405414056,7.3,2.0,78.93,2.53,6.53,0.65895,197.5,,,,,Argentina/Paraguay
Liviara,December 2023,Lead,9.705,25.0,0.025,388.2,2.589055531052344,7.3,2.0,78.93,2.53,6.53,0.65895,197.5,,,,,Argentina/Paraguay
Liviara,December 2023,Zinc,239.5,616.0,0.616,388.7987012987013,2.5897248055861564,7.3,2.0,78.93,2.53,6.53,0.65895,197.5,,,,,Argentina/Paraguay
Liviara,May 2019,Arsenic,62.3,10.0,0.01,6230.0,3.7944880466591697,8.0,4.0,19.37,5.23,8.47,4.14,3420.0,3.51,0.5,0.78,0.09,Argentina/Paraguay
Liviara,May 2019,Cadmium,14.6,10.0,0.01,1460.0,3.164352855784437,8.0,4.0,19.37,5.23,8.47,4.14,3420.0,3.51,0.5,0.78,0.09,Argentina/Paraguay
Liviara,May 2019,Lead,52.7,10.0,0.01,5270.0,3.7218106152125467,8.0,4.0,19.37,5.23,8.47,4.14,3420.0,3.51,0.5,0.78,0.09,Argentina/Paraguay
Liviara,May 2019,Zinc,1170.0,223.0,0.223,5246.636771300448,3.719880998698001,8.0,4.0,19.37,5.23,8.47,4.14,3420.0,3.51,0.5,0.78,0.09,Argentina/Paraguay
Liviara,October 2017,Arsenic,18.1,10.0,0.01,1810.0,3.2576785748691846,7.9,0.0,99.93,0.67,7.72,1.45,208.0,2.55,0.5,0.77,0.043,Argentina/Paraguay
Liviara,October 2017,Cadmium,0.89,1.0,0.001,890.0,2.949390006644913,7.9,0.0,99.93,0.67,7.72,1.45,208.0,2.55,0.5,0.77,0.043,Argentina/Paraguay
Liviara,October 2017,Lead,11.5,1.0,0.001,11500.0,4.060697840353612,7.9,0.0,99.93,0.67,7.72,1.45,208.0,2.55,0.5,0.77,0.043,Argentina/Paraguay
Liviara,October 2017,Zinc,166.0,10.0,0.01,16600.0,4.220108088040055,7.9,0.0,99.93,0.67,7.72,1.45,208.0,2.55,0.5,0.77,0.043,Argentina/Paraguay
Liviara,October 2022,Arsenic,16.3,14.0,0.014,1164.2857142857142,3.06605956872572,7.7,0.0,92.8,0.7,8.86,2.095,282.0,,,,,Argentina/Paraguay
Liviara,October 2022,Cadmium,2.3,2.5,0.0025,919.9999999999999,2.963787827345555,7.7,0.0,92.8,0.7,8.86,2.095,282.0,,,,,Argentina/Paraguay
Liviara,October 2022,Lead,10.0,16.0,0.016,625.0,2.7958800173440754,7.7,0.0,92.8,0.7,8.86,2.095,282.0,,,,,Argentina/Paraguay
Liviara,October 2022,Zinc,393.0,301.0,0.301,1305.6478405315615,3.1158260547815835,7.7,0.0,92.8,0.7,8.86,2.095,282.0,,,,,Argentina/Paraguay
Marca Borrada,August 2016,Arsenic,7.4,5.0,0.005,1480.0,3.1702617153949575,8.2,,,,7.62,2.33,218.5,1.1099999999999999,0.5,0.405,0.039,Argentina/Paraguay
Marca Borrada,August 2016,Cadmium,0.15000000000000002,0.5,0.0005,300.00000000000006,2.4771212547196626,8.2,,,,7.62,2.33,218.5,1.1099999999999999,0.5,0.405,0.039,Argentina/Paraguay
Marca Borrada,August 2016,Lead,25.5,7.0,0.007,3642.8571428571427,3.5614421404196985,8.2,,,,7.62,2.33,218.5,1.1099999999999999,0.5,0.405,0.039,Argentina/Paraguay
Marca Borrada,August 2016,Zinc,58.5,35.0,0.035,1671.4285714285713,3.223087821731905,8.2,,,,7.62,2.33,218.5,1.1099999999999999,0.5,0.405,0.039,Argentina/Paraguay
María Cristina,April 2023,Arsenic,10.55,29.0,0.029,363.7931034482759,2.5608544617347553,7.7,0.0,14.36,0.27,7.99,2.22365,307.0,,,,,Argentina/Paraguay
María Cristina,April 2023,Cadmium,0.15000000000000002,0.25,0.00025,600.0000000000001,2.778151250383644,7.7,0.0,14.36,0.27,7.99,2.22365,307.0,,,,,Argentina/Paraguay
María Cristina,April 2023,Lead,17.65,39.0,0.039,452.56410256410254,2.655680102697342,7.7,0.0,14.36,0.27,7.99,2.22365,307.0,,,,,Argentina/Paraguay
María Cristina,April 2023,Zinc,93.3,379.0,0.379,246.17414248021106,2.3912424337784275,7.7,0.0,14.36,0.27,7.99,2.22365,307.0,,,,,Argentina/Paraguay
María Cristina,August 2016,Arsenic,6.5,10.0,0.01,650.0,2.8129133566428557,7.7,,,,7.72,1.97,232.0,0.91,0.5,0.44,0.037,Argentina/Paraguay
María Cristina,August 2016,Cadmium,0.14,0.5,0.0005,280.0,2.4471580313422194,7.7,,,,7.72,1.97,232.0,0.91,0.5,0.44,0.037,Argentina/Paraguay
María Cristina,August 2016,Lead,21.3,16.0,0.016,1331.25,3.124259620782813,7.7,,,,7.72,1.97,232.0,0.91,0.5,0.44,0.037,Argentina/Paraguay
María Cristina,August 2016,Zinc,51.1,64.0,0.064,798.4375,2.9022409261508257,7.7,,,,7.72,1.97,232.0,0.91,0.5,0.44,0.037,Argentina/Paraguay
María Cristina,February 2024,Arsenic,15.0,151.0,0.151,99.33774834437087,1.9971143117625119,7.4,40.4,12.1,2.88,5.12,4.65095,440.0,,,,,Argentina/Paraguay
María Cristina,February 2024,Cadmium,5.0,178.0,0.178,28.08988764044944,1.448550002027125,7.4,40.4,12.1,2.88,5.12,4.65095,440.0,,,,,Argentina/Paraguay
María Cristina,February 2024,Lead,19.0,644.0,0.644,29.503105590062113,1.4698677335930168,7.4,40.4,12.1,2.88,5.12,4.65095,440.0,,,,,Argentina/Paraguay
María Cristina,February 2024,Zinc,89.0,25.0,0.025,3560.0,3.5514499979728753,7.4,40.4,12.1,2.88,5.12,4.65095,440.0,,,,,Argentina/Paraguay
María Cristina,July 2019,Arsenic,11.95,10.0,0.01,1195.0,3.0773679052841563,8.55,4.5,56.724999999999994,0.6499999999999999,9.1,2.315,250.5,1.7,0.5,0.44999999999999996,0.0385,Argentina/Paraguay
María Cristina,July 2019,Cadmium,0.20500000000000002,10.0,0.01,20.5,1.3117538610557542,8.55,4.5,56.724999999999994,0.6499999999999999,9.1,2.315,250.5,1.7,0.5,0.44999999999999996,0.0385,Argentina/Paraguay
María Cristina,July 2019,Lead,23.5,25.0,0.025,940.0,2.9731278535996988,8.55,4.5,56.724999999999994,0.6499999999999999,9.1,2.315,250.5,1.7,0.5,0.44999999999999996,0.0385,Argentina/Paraguay
María Cristina,July 2019,Zinc,86.5,10.0,0.01,8650.0,3.9370161074648142,8.55,4.5,56.724999999999994,0.6499999999999999,9.1,2.315,250.5,1.7,0.5,0.44999999999999996,0.0385,Argentina/Paraguay
María Cristina,November 2021,Arsenic,14.350000000000001,38.0,0.038,377.6315789473685,2.577068304453201,8.165,1.0,73.82000000000001,0.46499999999999997,8.52,2.5949999999999998,286.5,1.21,0.5,0.44,0.0495,Argentina/Paraguay
María Cristina,November 2021,Cadmium,0.23500000000000001,0.7,0.0007,335.7142857142857,2.5259698222574793,8.165,1.0,73.82000000000001,0.46499999999999997,8.52,2.5949999999999998,286.5,1.21,0.5,0.44,0.0495,Argentina/Paraguay
María Cristina,November 2021,Lead,23.15,91.0,0.091,254.39560439560438,2.405509603032878,8.165,1.0,73.82000000000001,0.46499999999999997,8.52,2.5949999999999998,286.5,1.21,0.5,0.44,0.0495,Argentina/Paraguay
María Cristina,November 2021,Zinc,74.80000000000001,310.0,0.31,241.2903225806452,2.382539904030189,8.165,1.0,73.82000000000001,0.46499999999999997,8.52,2.5949999999999998,286.5,1.21,0.5,0.44,0.0495,Argentina/Paraguay
María Cristina,November 2023,Arsenic,3.9,5.0,0.005,780.0,2.8920946026904804,8.0,0.0,79.5,0.45,7.38,1.0141,183.5,,,,,Argentina/Paraguay
María Cristina,November 2023,Cadmium,0.10850000000000001,0.25,0.00025,434.00000000000006,2.637489729512511,8.0,0.0,79.5,0.45,7.38,1.0141,183.5,,,,,Argentina/Paraguay
María Cristina,November 2023,Lead,11.095,4.0,0.004,2773.75,3.443067315240065,8.0,0.0,79.5,0.45,7.38,1.0141,183.5,,,,,Argentina/Paraguay
María Cristina,November 2023,Zinc,39.150000000000006,25.0,0.025,1566.0000000000002,3.1947917577219247,8.0,0.0,79.5,0.45,7.38,1.0141,183.5,,,,,Argentina/Paraguay
María Cristina,October 2017,Arsenic,9.5,22.0,0.022,431.81818181818187,2.6353009244666414,8.0,0.0,87.93,0.58,7.67,1.74,196.0,1.3,0.5,0.41,0.041,Argentina/Paraguay
María Cristina,October 2017,Cadmium,0.12,1.0,0.001,120.0,2.0791812460476247,8.0,0.0,87.93,0.58,7.67,1.74,196.0,1.3,0.5,0.41,0.041,Argentina/Paraguay
María Cristina,October 2017,Lead,14.7,53.0,0.053,277.35849056603774,2.443041465147387,8.0,0.0,87.93,0.58,7.67,1.74,196.0,1.3,0.5,0.41,0.041,Argentina/Paraguay
María Cristina,October 2017,Zinc,57.3,159.0,0.159,360.377358490566,2.5567574976469385,8.0,0.0,87.93,0.58,7.67,1.74,196.0,1.3,0.5,0.41,0.041,Argentina/Paraguay
María Cristina,September 2022,Arsenic,18.5,5.0,0.005,3700.0,3.568201724066995,8.2,0.0,60.73,0.74,8.63,2.961,320.0,,,,,Argentina/Paraguay
María Cristina,September 2022,Cadmium,0.5,2.5,0.0025,200.0,2.3010299956639813,8.2,0.0,60.73,0.74,8.63,2.961,320.0,,,,,Argentina/Paraguay
María Cristina,September 2022,Lead,10.0,24.0,0.024,416.6666666666667,2.619788758288394,8.2,0.0,60.73,0.74,8.63,2.961,320.0,,,,,Argentina/Paraguay
María Cristina,September 2022,Zinc,68.7,191.0,0.191,359.68586387434556,2.555923369811823,8.2,0.0,60.73,0.74,8.63,2.961,320.0,,,,,Argentina/Paraguay
Meyer Sitio 01,April 2023,Arsenic,10.2,21.0,0.021,485.71428571428567,2.6863808770279984,7.8,0.0,44.92,0.55,7.95,2.2582,294.0,,,,,Argentina/Paraguay
Meyer Sitio 01,April 2023,Cadmium,0.15000000000000002,0.25,0.00025,600.0000000000001,2.778151250383644,7.8,0.0,44.92,0.55,7.95,2.2582,294.0,,,,,Argentina/Paraguay
Meyer Sitio 01,April 2023,Lead,16.05,35.0,0.035,458.57142857142856,2.6614069923906154,7.8,0.0,44.92,0.55,7.95,2.2582,294.0,,,,,Argentina/Paraguay
Meyer Sitio 01,April 2023,Zinc,82.4,150.0,0.15,549.3333333333334,2.7398359526414344,7.8,0.0,44.92,0.55,7.95,2.2582,294.0,,,,,Argentina/Paraguay
Meyer Sitio 01,February 2024,Arsenic,16.5,433.0,0.433,38.10623556581986,1.5809960478605407,7.43,31.3,8.4,2.19,5.17,3.4668,355.0,,,,,Argentina/Paraguay
Meyer Sitio 01,February 2024,Cadmium,5.0,394.0,0.394,12.690355329949238,1.1034737825104446,7.43,31.3,8.4,2.19,5.17,3.4668,355.0,,,,,Argentina/Paraguay
Meyer Sitio 01,February 2024,Lead,21.0,994.0,0.994,21.12676056338028,1.3248329103366059,7.43,31.3,8.4,2.19,5.17,3.4668,355.0,,,,,Argentina/Paraguay
Meyer Sitio 01,February 2024,Zinc,119.5,25.0,0.025,4780.0,3.6794278966121188,7.43,31.3,8.4,2.19,5.17,3.4668,355.0,,,,,Argentina/Paraguay
Meyer Sitio 01,November 2021,Arsenic,11.7,43.0,0.043,272.09302325581393,2.434717406166575,8.1,0.75,45.144999999999996,0.655,8.63,2.725,321.5,1.395,0.5,0.475,0.0545,Argentina/Paraguay
Meyer Sitio 01,November 2021,Cadmium,0.14500000000000002,0.8,0.0008,181.25,2.2582780152430315,8.1,0.75,45.144999999999996,0.655,8.63,2.725,321.5,1.395,0.5,0.475,0.0545,Argentina/Paraguay
Meyer Sitio 01,November 2021,Lead,20.3,103.0,0.103,197.0873786407767,2.2946588132080405,8.1,0.75,45.144999999999996,0.655,8.63,2.725,321.5,1.395,0.5,0.475,0.0545,Argentina/Paraguay
Meyer Sitio 01,November 2021,Zinc,74.65,330.0,0.33,226.21212121212122,2.354515872183157,8.1,0.75,45.144999999999996,0.655,8.63,2.725,321.5,1.395,0.5,0.475,0.0545,Argentina/Paraguay
Meyer Sitio 01,September 2022,Arsenic,10.7,10.0,0.01,1070.0,3.0293837776852097,7.6,1.0,39.77,1.13,8.9,2.541,301.0,,,,,Argentina/Paraguay
Meyer Sitio 01,September 2022,Cadmium,0.5,2.5,0.0025,200.0,2.3010299956639813,7.6,1.0,39.77,1.13,8.9,2.541,301.0,,,,,Argentina/Paraguay
Meyer Sitio 01,September 2022,Lead,10.0,13.0,0.013,769.2307692307693,2.886056647693163,7.6,1.0,39.77,1.13,8.9,2.541,301.0,,,,,Argentina/Paraguay
Meyer Sitio 01,September 2022,Zinc,68.1,151.0,0.151,450.9933774834437,2.654170164619616,7.6,1.0,39.77,1.13,8.9,2.541,301.0,,,,,Argentina/Paraguay
Misión La Paz - SNIH,August 2017,Arsenic,8.65,10.0,0.01,865.0,2.9370161074648142,7.9,2.0,71.93,1.2,8.02,2.44,276.0,1.66,0.5,0.51,0.056,Argentina/Paraguay
Misión La Paz - SNIH,August 2017,Cadmium,0.085,0.5,0.0005,170.0,2.230448921378274,7.9,2.0,71.93,1.2,8.02,2.44,276.0,1.66,0.5,0.51,0.056,Argentina/Paraguay
Misión La Paz - SNIH,August 2017,Lead,14.100000000000001,9.0,0.009,1566.666666666667,3.194976603216055,7.9,2.0,71.93,1.2,8.02,2.44,276.0,1.66,0.5,0.51,0.056,Argentina/Paraguay
Misión La Paz - SNIH,August 2017,Zinc,71.75,40.0,0.04,1793.75,3.2537619140780674,7.9,2.0,71.93,1.2,8.02,2.44,276.0,1.66,0.5,0.51,0.056,Argentina/Paraguay
Misión La Paz - SNIH,August 2021,Arsenic,11.3,7.0,0.007,1614.2857142857144,3.207980403469163,7.05,2.0,23.130000000000003,0.815,8.38,2.75,310.0,1.505,0.5,0.48,0.047,Argentina/Paraguay
Misión La Paz - SNIH,August 2021,Cadmium,0.2,0.25,0.00025,800.0,2.9030899869919438,7.05,2.0,23.130000000000003,0.815,8.38,2.75,310.0,1.505,0.5,0.48,0.047,Argentina/Paraguay
Misión La Paz - SNIH,August 2021,Lead,20.3,13.0,0.013,1561.5384615384617,3.193552685606376,7.05,2.0,23.130000000000003,0.815,8.38,2.75,310.0,1.505,0.5,0.48,0.047,Argentina/Paraguay
Misión La Paz - SNIH,August 2021,Zinc,77.4,25.0,0.025,3096.0,3.490800952010855,7.05,2.0,23.130000000000003,0.815,8.38,2.75,310.0,1.505,0.5,0.48,0.047,Argentina/Paraguay
Misión La Paz - SNIH,August 2022,Arsenic,4.92,18.0,0.018,273.33333333333337,2.436692597664054,8.0,1.0,48.73,0.27,9.38,3.3795,128.10500000000002,,,,,Argentina/Paraguay
Misión La Paz - SNIH,August 2022,Cadmium,0.575,2.5,0.0025,229.99999999999997,2.3617278360175926,8.0,1.0,48.73,0.27,9.38,3.3795,128.10500000000002,,,,,Argentina/Paraguay
Misión La Paz - SNIH,August 2022,Lead,7.24,5.0,0.005,1448.0,3.1607685618611283,8.0,1.0,48.73,0.27,9.38,3.3795,128.10500000000002,,,,,Argentina/Paraguay
Misión La Paz - SNIH,August 2022,Zinc,40.05,150.0,0.15,267.0,2.4265112613645754,8.0,1.0,48.73,0.27,9.38,3.3795,128.10500000000002,,,,,Argentina/Paraguay
Misión La Paz - SNIH,December 2017,Arsenic,7.5,10.0,0.01,750.0,2.8750612633917,7.95,1.0,80.43,1.055,6.45,2.2800000000000002,260.5,1.54,0.5,0.46,0.05,Argentina/Paraguay
Misión La Paz - SNIH,December 2017,Cadmium,0.08,1.0,0.001,80.0,1.9030899869919435,7.95,1.0,80.43,1.055,6.45,2.2800000000000002,260.5,1.54,0.5,0.46,0.05,Argentina/Paraguay
Misión La Paz - SNIH,December 2017,Lead,14.1,32.0,0.032,440.625,2.644069134335474,7.95,1.0,80.43,1.055,6.45,2.2800000000000002,260.5,1.54,0.5,0.46,0.05,Argentina/Paraguay
Misión La Paz - SNIH,December 2017,Zinc,64.15,49.0,0.049,1309.1836734693877,3.1170005806824337,7.95,1.0,80.43,1.055,6.45,2.2800000000000002,260.5,1.54,0.5,0.46,0.05,Argentina/Paraguay
Misión La Paz - SNIH,December 2022,Arsenic,5.0,5.0,0.005,1000.0,3.0,8.0,1.5,51.6,0.9,6.7,1.216,137.0,,,,,Argentina/Paraguay
Misión La Paz - SNIH,December 2022,Cadmium,0.5,0.005,5e-06,99999.99999999999,5.0,8.0,1.5,51.6,0.9,6.7,1.216,137.0,,,,,Argentina/Paraguay
Misión La Paz - SNIH,December 2022,Lead,10.0,6.0,0.006,1666.6666666666667,3.2218487496163566,8.0,1.5,51.6,0.9,6.7,1.216,137.0,,,,,Argentina/Paraguay
Misión La Paz - SNIH,December 2022,Zinc,38.0,20.0,0.02,1900.0,3.278753600952829,8.0,1.5,51.6,0.9,6.7,1.216,137.0,,,,,Argentina/Paraguay
Misión La Paz - SNIH,December 2023,Arsenic,94.75,131.0,0.131,723.2824427480916,2.8593079229843457,7.0,0.0,52.68,0.93,3.75,0.9971000000000001,209.5,,,,,Argentina/Paraguay
Misión La Paz - SNIH,December 2023,Cadmium,1.564,2.9,0.0029,539.3103448275863,2.731838750824873,7.0,0.0,52.68,0.93,3.75,0.9971000000000001,209.5,,,,,Argentina/Paraguay
Misión La Paz - SNIH,December 2023,Lead,171.0,292.0,0.292,585.6164383561644,2.7676132589437357,7.0,0.0,52.68,0.93,3.75,0.9971000000000001,209.5,,,,,Argentina/Paraguay
Misión La Paz - SNIH,December 2023,Zinc,465.4,1019.0,1.019,456.72227674190384,2.6596521949442846,7.0,0.0,52.68,0.93,3.75,0.9971000000000001,209.5,,,,,Argentina/Paraguay
Misión La Paz - SNIH,February 2024,Arsenic,12.0,41.0,0.041,292.6829268292683,2.466397389327889,8.5,24.2,51.2,1.68,3.81,3.86435,329.0,,,,,Argentina/Paraguay
Misión La Paz - SNIH,February 2024,Cadmium,7.5,70.0,0.07,107.14285714285714,2.029963223377443,8.5,24.2,51.2,1.68,3.81,3.86435,329.0,,,,,Argentina/Paraguay
Misión La Paz - SNIH,February 2024,Lead,15.0,449.0,0.449,33.40757238307349,1.523844918052358,8.5,24.2,51.2,1.68,3.81,3.86435,329.0,,,,,Argentina/Paraguay
Misión La Paz - SNIH,February 2024,Zinc,75.0,25.0,0.025,3000.0,3.4771212547196626,8.5,24.2,51.2,1.68,3.81,3.86435,329.0,,,,,Argentina/Paraguay
Misión La Paz - SNIH,January 2023,Arsenic,5.0,5.0,0.005,1000.0,3.0,7.6,2.0,25.56,1.07,6.21,3.3600000000000003,392.0,,,,,Argentina/Paraguay
Misión La Paz - SNIH,January 2023,Cadmium,0.5,0.1,0.0001,5000.0,3.6989700043360187,7.6,2.0,25.56,1.07,6.21,3.3600000000000003,392.0,,,,,Argentina/Paraguay
Misión La Paz - SNIH,January 2023,Lead,10.0,10.0,0.01,1000.0,3.0,7.6,2.0,25.56,1.07,6.21,3.3600000000000003,392.0,,,,,Argentina/Paraguay
Misión La Paz - SNIH,January 2023,Zinc,119.0,10.0,0.01,11900.0,4.075546961392531,7.6,2.0,25.56,1.07,6.21,3.3600000000000003,392.0,,,,,Argentina/Paraguay
Misión La Paz - SNIH,July 2023,Arsenic,8.66,5.0,0.005,1732.0,3.2385478876813276,7.9,2.0,39.28,0.78,9.04,2.1994499999999997,340.75,,,,,Argentina/Paraguay
Misión La Paz - SNIH,July 2023,Cadmium,0.14,0.25,0.00025,560.0,2.7481880270062002,7.9,2.0,39.28,0.78,9.04,2.1994499999999997,340.75,,,,,Argentina/Paraguay
Misión La Paz - SNIH,July 2023,Lead,15.3,6.0,0.006,2550.0,3.406540180433955,7.9,2.0,39.28,0.78,9.04,2.1994499999999997,340.75,,,,,Argentina/Paraguay
Misión La Paz - SNIH,July 2023,Zinc,107.75,25.0,0.025,4310.0,3.6344772701607315,7.9,2.0,39.28,0.78,9.04,2.1994499999999997,340.75,,,,,Argentina/Paraguay
Misión La Paz - SNIH,June 2024,Arsenic,12.5,33.0,0.033,378.78787878787875,2.5783960731301687,8.2,32.2,2.4,2.35,7.75,3.7207999999999997,463.5,,,,,Argentina/Paraguay
Misión La Paz - SNIH,June 2024,Cadmium,5.0,136.0,0.136,36.76470588235294,1.5654310959658013,8.2,32.2,2.4,2.35,7.75,3.7207999999999997,463.5,,,,,Argentina/Paraguay
Misión La Paz - SNIH,June 2024,Lead,18.0,18.0,0.018,1000.0000000000001,3.0,8.2,32.2,2.4,2.35,7.75,3.7207999999999997,463.5,,,,,Argentina/Paraguay
Misión La Paz - SNIH,June 2024,Zinc,93.0,31.0,0.031,3000.0,3.4771212547196626,8.2,32.2,2.4,2.35,7.75,3.7207999999999997,463.5,,,,,Argentina/Paraguay
Misión La Paz - SNIH,March 2017,Arsenic,8.1,112.0,0.112,72.32142857142857,1.859266996208468,8.1,2.0,41.99,1.2,6.44,2.46,294.0,1.59,0.5,0.46,0.046,Argentina/Paraguay
Misión La Paz - SNIH,March 2017,Cadmium,0.14,2.0,0.002,70.0,1.845098040014257,8.1,2.0,41.99,1.2,6.44,2.46,294.0,1.59,0.5,0.46,0.046,Argentina/Paraguay
Misión La Paz - SNIH,March 2017,Lead,14.6,292.0,0.292,50.0,1.6989700043360187,8.1,2.0,41.99,1.2,6.44,2.46,294.0,1.59,0.5,0.46,0.046,Argentina/Paraguay
Misión La Paz - SNIH,March 2017,Zinc,74.9,708.0,0.708,105.79096045197741,2.0244485600096973,8.1,2.0,41.99,1.2,6.44,2.46,294.0,1.59,0.5,0.46,0.046,Argentina/Paraguay
Misión La Paz - SNIH,March 2019,Arsenic,9.0,73.0,0.073,123.28767123287672,2.090919649318869,8.3,5.0,27.76,1.72,6.28,2.89,403.0,1.78,0.5,0.5,0.045,Argentina/Paraguay
Misión La Paz - SNIH,March 2019,Cadmium,0.14,10.0,0.01,14.000000000000002,1.1461280356782382,8.3,5.0,27.76,1.72,6.28,2.89,403.0,1.78,0.5,0.5,0.045,Argentina/Paraguay
Misión La Paz - SNIH,March 2019,Lead,15.3,183.0,0.183,83.60655737704919,1.9222403410871693,8.3,5.0,27.76,1.72,6.28,2.89,403.0,1.78,0.5,0.5,0.045,Argentina/Paraguay
Misión La Paz - SNIH,March 2019,Zinc,89.6,1093.0,1.093,81.97621225983531,1.9136878477124224,8.3,5.0,27.76,1.72,6.28,2.89,403.0,1.78,0.5,0.5,0.045,Argentina/Paraguay
Misión La Paz - SNIH,March 2020,Arsenic,14.4,45.0,0.045,320.0,2.505149978319906,8.0,9.0,3.2,0.75,6.53,2.77,404.0,2.07,0.5,0.5,0.04,Argentina/Paraguay
Misión La Paz - SNIH,March 2020,Cadmium,0.2,0.8,0.0008,250.0,2.3979400086720375,8.0,9.0,3.2,0.75,6.53,2.77,404.0,2.07,0.5,0.5,0.04,Argentina/Paraguay
Misión La Paz - SNIH,March 2020,Lead,19.4,103.0,0.103,188.3495145631068,2.274964505225054,8.0,9.0,3.2,0.75,6.53,2.77,404.0,2.07,0.5,0.5,0.04,Argentina/Paraguay
Misión La Paz - SNIH,March 2020,Zinc,91.6,370.0,0.37,247.56756756756755,2.3936937496008555,8.0,9.0,3.2,0.75,6.53,2.77,404.0,2.07,0.5,0.5,0.04,Argentina/Paraguay
Misión La Paz - SNIH,May 2018,Arsenic,10.0,10.0,0.01,1000.0,3.0,8.0,1.0,72.93,0.52,6.21,2.79,313.0,2.18,0.5,0.54,0.045,Argentina/Paraguay
Misión La Paz - SNIH,May 2018,Cadmium,0.1,10.0,0.01,10.0,1.0,8.0,1.0,72.93,0.52,6.21,2.79,313.0,2.18,0.5,0.54,0.045,Argentina/Paraguay
Misión La Paz - SNIH,May 2018,Lead,24.0,10.0,0.01,2400.0,3.380211241711606,8.0,1.0,72.93,0.52,6.21,2.79,313.0,2.18,0.5,0.54,0.045,Argentina/Paraguay
Misión La Paz - SNIH,May 2018,Zinc,79.6,10.0,0.01,7959.999999999999,3.900913067737669,8.0,1.0,72.93,0.52,6.21,2.79,313.0,2.18,0.5,0.54,0.045,Argentina/Paraguay
Misión La Paz - SNIH,May 2019,Arsenic,10.6,10.0,0.01,1060.0,3.0253058652647704,8.45,4.0,54.82,1.3250000000000002,8.37,2.4749999999999996,301.5,1.5,0.5,0.47,0.0505,Argentina/Paraguay
Misión La Paz - SNIH,May 2019,Cadmium,0.195,10.0,0.01,19.5,1.290034611362518,8.45,4.0,54.82,1.3250000000000002,8.37,2.4749999999999996,301.5,1.5,0.5,0.47,0.0505,Argentina/Paraguay
Misión La Paz - SNIH,May 2019,Lead,16.6,23.0,0.023,721.7391304347827,2.8583802520224624,8.45,4.0,54.82,1.3250000000000002,8.37,2.4749999999999996,301.5,1.5,0.5,0.47,0.0505,Argentina/Paraguay
Misión La Paz - SNIH,May 2019,Zinc,77.69999999999999,167.0,0.167,465.2694610778442,2.6677045476533308,8.45,4.0,54.82,1.3250000000000002,8.37,2.4749999999999996,301.5,1.5,0.5,0.47,0.0505,Argentina/Paraguay
Misión La Paz - SNIH,May 2022,Arsenic,22.45,22.0,0.022,1020.4545454545455,3.008793664517136,8.0,4.0,66.89,0.38,8.65,2.4450000000000003,305.0,1.39,0.5,0.45499999999999996,0.0455,Argentina/Paraguay
Misión La Paz - SNIH,May 2022,Cadmium,0.26,7.0,0.007,37.142857142857146,1.5698753079565613,8.0,4.0,66.89,0.38,8.65,2.4450000000000003,305.0,1.39,0.5,0.45499999999999996,0.0455,Argentina/Paraguay
Misión La Paz - SNIH,May 2022,Lead,25.15,5.0,0.005,5030.0,3.7015679850559273,8.0,4.0,66.89,0.38,8.65,2.4450000000000003,305.0,1.39,0.5,0.45499999999999996,0.0455,Argentina/Paraguay
Misión La Paz - SNIH,May 2022,Zinc,73.3,299.0,0.299,245.1505016722408,2.389432786316698,8.0,4.0,66.89,0.38,8.65,2.4450000000000003,305.0,1.39,0.5,0.45499999999999996,0.0455,Argentina/Paraguay
Misión La Paz - SNIH,November 2016,Arsenic,11.9,25.0,0.025,476.0,2.677606952720493,7.8,6.0,87.5,2.08,7.69,2.72,309.0,1.74,0.5,0.49,0.041,Argentina/Paraguay
