Station,Campaign,Metal,Sediment_Median_mg_per_kg,Water_Conc_ug_per_L,Water_Conc_mg_per_L,Partitioning_Ratio_L_per_kg,Log_Partitioning_Ratio,pH,Clay_%,Sand_%,Organic_Matter_%,DO_mg_per_L,Fe_%,Mn_mg_per_kg,Al_%,S_%,Ca_%,P_%,Location
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,October 2023,Lead,21.55,2.0,0.002,10775.0,4.032417278832769,7.9,0.0,46.25,1.85,6.04,1.93975,2358.0,,,,,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,October 2023,Zinc,840.5,132.0,0.132,6367.424242424242,3.80396378656964,7.9,0.0,46.25,1.85,6.04,1.93975,2358.0,,,,,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,September 2019,Arsenic,116.0,10.0,0.01,11600.0,4.064457989226918,8.7,2.0,80.19,1.37,5.8,2.0,444.0,0.86,0.5,0.49,0.053,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,September 2019,Cadmium,0.38,10.0,0.01,38.0,1.5797835966168101,8.7,2.0,80.19,1.37,5.8,2.0,444.0,0.86,0.5,0.49,0.053,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,September 2019,Lead,17.8,10.0,0.01,1780.0,3.250420002308894,8.7,2.0,80.19,1.37,5.8,2.0,444.0,0.86,0.5,0.49,0.053,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,September 2019,Zinc,83.5,10.0,0.01,8350.0,3.921686475483602,8.7,2.0,80.19,1.37,5.8,2.0,444.0,0.86,0.5,0.49,0.053,Potosí (Mining Zone)
Talula - Automática,August 2022,Arsenic,30.87,43.0,0.043,717.9069767441862,2.856068173902509,7.4,1.5,60.33,0.82,8.29,1.7885,437.13,,,,,Argentina/Paraguay
Talula - Automática,August 2022,Cadmium,2.35,2.5,0.0025,940.0,2.9731278535996988,7.4,1.5,60.33,0.82,8.29,1.7885,437.13,,,,,Argentina/Paraguay
Talula - Automática,August 2022,Lead,38.730000000000004,24.0,0.024,1613.7500000000002,3.2078362552744766,7.4,1.5,60.33,0.82,8.29,1.7885,437.13,,,,,Argentina/Paraguay
Talula - Automática,August 2022,Zinc,864.1700000000001,1199.0,1.199,720.7422852376981,2.8577800024350237,7.4,1.5,60.33,0.82,8.29,1.7885,437.13,,,,,Argentina/Paraguay
Talula - Automática,August 2023,Arsenic,7.7,47.0,0.047,163.82978723404256,2.2143928672367643,7.6,1.0,78.38,0.8,8.07,2.7897,1456.0,,,,,Bolivia (Non-Mining)
Talula - Automática,August 2023,Cadmium,4.6,1.8,0.0018,2555.555555555555,3.407485326578268,7.6,1.0,78.38,0.8,8.07,2.7897,1456.0,,,,,Bolivia (Non-Mining)
Talula - Automática,August 2023,Lead,20.6,7.0,0.007,2942.857142857143,3.468769180354897,7.6,1.0,78.38,0.8,8.07,2.7897,1456.0,,,,,Bolivia (Non-Mining)
Talula - Automática,August 2023,Zinc,493.0,719.0,0.719,685.6745479833102,2.8361180288943473,7.6,1.0,78.38,0.8,8.07,2.7897,1456.0,,,,,Bolivia (Non-Mining)
Talula - Automática,December 2022,Arsenic,5.0,14.0,0.014,357.1428571428571,2.5528419686577806,8.1,0.5,43.6,1.14,6.98,1.263,260.0,,,,,Potosí (Mining Zone)
Talula - Automática,December 2022,Cadmium,0.5,0.1,0.0001,5000.0,3.6989700043360187,8.1,0.5,43.6,1.14,6.98,1.263,260.0,,,,,Potosí (Mining Zone)
Talula - Automática,December 2022,Lead,10.0,58.0,0.058,172.41379310344826,2.2365720064370627,8.1,0.5,43.6,1.14,6.98,1.263,260.0,,,,,Potosí (Mining Zone)
Talula - Automática,December 2022,Zinc,52.7,620.0,0.62,85.0,1.9294189257142926,8.1,0.5,43.6,1.14,6.98,1.263,260.0,,,,,Potosí (Mining Zone)
Talula - Automática,December 2023,Arsenic,4.76,540.0,0.54,8.814814814814813,0.9452131928975246,7.9,0.0,72.1,0.63,7.36,0.78165,283.5,,,,,Bolivia (Non-Mining)
Talula - Automática,December 2023,Cadmium,0.1385,57.0,0.057,2.429824561403509,0.385574917727976,7.9,0.0,72.1,0.63,7.36,0.78165,283.5,,,,,Bolivia (Non-Mining)
Talula - Automática,December 2023,Lead,11.774999999999999,768.0,0.768,15.332031249999998,1.1855996957694217,7.9,0.0,72.1,0.63,7.36,0.78165,283.5,,,,,Bolivia (Non-Mining)
Talula - Automática,December 2023,Zinc,41.65,3285.0,3.285,12.678843226788432,1.1030796318470069,7.9,0.0,72.1,0.63,7.36,0.78165,283.5,,,,,Bolivia (Non-Mining)
Talula - Automática,February 2024,Arsenic,13.0,29.0,0.029,448.27586206896547,2.6515453544078804,8.4,25.0,30.1,1.33,7.125,3.7362,598.5,,,,,Bolivia (Non-Mining)
Talula - Automática,February 2024,Cadmium,5.0,28.0,0.028,178.57142857142856,2.2518119729937998,8.4,25.0,30.1,1.33,7.125,3.7362,598.5,,,,,Bolivia (Non-Mining)
Talula - Automática,February 2024,Lead,14.5,706.0,0.706,20.538243626062325,1.3125633011831712,8.4,25.0,30.1,1.33,7.125,3.7362,598.5,,,,,Bolivia (Non-Mining)
Talula - Automática,February 2024,Zinc,69.0,25.0,0.025,2760.0,3.4409090820652177,8.4,25.0,30.1,1.33,7.125,3.7362,598.5,,,,,Bolivia (Non-Mining)
Talula - Automática,January 2023,Arsenic,14.95,19.0,0.019,786.8421052631579,2.8958875917076194,8.1,1.0,73.56,0.85,7.17,2.775,437.0,,,,,Bolivia (Non-Mining)
Talula - Automática,January 2023,Cadmium,0.5,0.2,0.0002,2500.0,3.3979400086720375,8.1,1.0,73.56,0.85,7.17,2.775,437.0,,,,,Bolivia (Non-Mining)
Talula - Automática,January 2023,Lead,10.0,3.0,0.003,3333.3333333333335,3.5228787452803374,8.1,1.0,73.56,0.85,7.17,2.775,437.0,,,,,Bolivia (Non-Mining)
Talula - Automática,January 2023,Zinc,180.0,160.0,0.16,1125.0,3.0511525224473814,8.1,1.0,73.56,0.85,7.17,2.775,437.0,,,,,Bolivia (Non-Mining)
Talula - Automática,June 2024,Arsenic,17.0,21.0,0.021,809.5238095238095,2.9082296266443546,8.1,3.4,69.2,0.92,8.02,2.7970499999999996,660.0,,,,,Bolivia (Non-Mining)
Talula - Automática,June 2024,Cadmium,5.0,670.0,0.67,7.462686567164178,0.8728952016351923,8.1,3.4,69.2,0.92,8.02,2.7970499999999996,660.0,,,,,Bolivia (Non-Mining)
Talula - Automática,June 2024,Lead,15.0,35.0,0.035,428.57142857142856,2.6320232147054057,8.1,3.4,69.2,0.92,8.02,2.7970499999999996,660.0,,,,,Bolivia (Non-Mining)
Talula - Automática,June 2024,Zinc,250.0,2.0,0.002,125000.0,5.096910013008056,8.1,3.4,69.2,0.92,8.02,2.7970499999999996,660.0,,,,,Bolivia (Non-Mining)
Talula - Automática,October 2023,Arsenic,11.065,360.0,0.36,30.73611111111111,1.4876489174959895,7.7,0.0,76.27,0.43,7.13,0.8908499999999999,323.5,,,,,Bolivia (Non-Mining)
Talula - Automática,October 2023,Cadmium,0.4255,15.1,0.015099999999999999,28.17880794701987,1.4499226171274373,7.7,0.0,76.27,0.43,7.13,0.8908499999999999,323.5,,,,,Bolivia (Non-Mining)
Talula - Automática,October 2023,Lead,14.65,416.0,0.416,35.21634615384615,1.5467442940633855,7.7,0.0,76.27,0.43,7.13,0.8908499999999999,323.5,,,,,Bolivia (Non-Mining)
Talula - Automática,October 2023,Zinc,110.5,4981.0,4.981,22.18430034129693,1.3460457362887461,7.7,0.0,76.27,0.43,7.13,0.8908499999999999,323.5,,,,,Bolivia (Non-Mining)
Tarapaya,April 2019,Arsenic,217.0,268.0,0.268,809.7014925373134,2.9083249398197406,7.4,2.0,93.11,0.48,7.22,3.2350000000000003,291.0,2.065,0.5,0.725,0.08399999999999999,Potosí (Mining Zone)
Tarapaya,April 2019,Cadmium,3.84,106.0,0.106,36.22641509433962,1.5590253591027605,7.4,2.0,93.11,0.48,7.22,3.2350000000000003,291.0,2.065,0.5,0.725,0.08399999999999999,Potosí (Mining Zone)
Tarapaya,April 2019,Lead,219.0,46.0,0.046,4760.869565217391,3.677686283158544,7.4,2.0,93.11,0.48,7.22,3.2350000000000003,291.0,2.065,0.5,0.725,0.08399999999999999,Potosí (Mining Zone)
Tarapaya,April 2019,Zinc,1210.0,36119.0,36.119,33.50037376450068,1.525049652498178,7.4,2.0,93.11,0.48,7.22,3.2350000000000003,291.0,2.065,0.5,0.725,0.08399999999999999,Potosí (Mining Zone)
Tarapaya,August 2017,Arsenic,281.0,144.0,0.144,1951.3888888888891,3.2903438278098305,7.6,1.0,96.92,0.97,4.8,3.1,308.0,2.3499999999999996,0.5,1.15,0.1275,Potosí (Mining Zone)
Tarapaya,August 2017,Cadmium,6.66,11.0,0.011,605.4545454545455,2.782081544012076,7.6,1.0,96.92,0.97,4.8,3.1,308.0,2.3499999999999996,0.5,1.15,0.1275,Potosí (Mining Zone)
Tarapaya,August 2017,Lead,217.0,41.0,0.041,5292.682926829268,3.723675877128794,7.6,1.0,96.92,0.97,4.8,3.1,308.0,2.3499999999999996,0.5,1.15,0.1275,Potosí (Mining Zone)
Tarapaya,August 2017,Zinc,1775.0,3512.0,3.512,505.4100227790433,2.703643850157048,7.6,1.0,96.92,0.97,4.8,3.1,308.0,2.3499999999999996,0.5,1.15,0.1275,Potosí (Mining Zone)
Tarapaya,August 2022,Arsenic,235.265,110.0,0.11,2138.772727272727,3.330164637523647,7.2,1.5,47.43,1.41,7.44,4.3715,496.0,,,,,Potosí (Mining Zone)
Tarapaya,August 2022,Cadmium,7.315,12.0,0.012,609.5833333333334,2.785033084413705,7.2,1.5,47.43,1.41,7.44,4.3715,496.0,,,,,Potosí (Mining Zone)
Tarapaya,August 2022,Lead,845.0,52.0,0.052,16250.0,4.210853365314893,7.2,1.5,47.43,1.41,7.44,4.3715,496.0,,,,,Potosí (Mining Zone)
Tarapaya,August 2022,Zinc,3788.5,3501.0,3.501,1082.1193944587262,3.0342751808204147,7.2,1.5,47.43,1.41,7.44,4.3715,496.0,,,,,Potosí (Mining Zone)
Tarapaya,August 2023,Arsenic,10.55,123.0,0.123,85.77235772357724,1.9333473481943135,7.2,2.0,80.91,4.87,6.29,1.8405999999999998,353.1,,,,,Potosí (Mining Zone)
Tarapaya,August 2023,Cadmium,0.15,5.9,0.005900000000000001,25.42372881355932,1.405239247413537,7.2,2.0,80.91,4.87,6.29,1.8405999999999998,353.1,,,,,Potosí (Mining Zone)
Tarapaya,August 2023,Lead,16.65,23.0,0.023,723.9130434782609,2.859686401824746,7.2,2.0,80.91,4.87,6.29,1.8405999999999998,353.1,,,,,Potosí (Mining Zone)
Tarapaya,August 2023,Zinc,119.75,1968.0,1.968,60.84857723577236,1.784250427991278,7.2,2.0,80.91,4.87,6.29,1.8405999999999998,353.1,,,,,Potosí (Mining Zone)
Tarapaya,December 2017,Arsenic,139.0,10.0,0.01,13900.0,4.143014800254095,7.2,1.0,86.93,4.42,6.52,2.87,314.0,2.64,0.5,0.97,0.098,Potosí (Mining Zone)
Tarapaya,December 2017,Cadmium,9.71,1.0,0.001,9710.0,3.9872192299080047,7.2,1.0,86.93,4.42,6.52,2.87,314.0,2.64,0.5,0.97,0.098,Potosí (Mining Zone)
Tarapaya,December 2017,Lead,128.0,5.0,0.005,25600.0,4.408239965311849,7.2,1.0,86.93,4.42,6.52,2.87,314.0,2.64,0.5,0.97,0.098,Potosí (Mining Zone)
Tarapaya,December 2017,Zinc,1850.0,28.0,0.028,66071.42857142857,4.820013697060794,7.2,1.0,86.93,4.42,6.52,2.87,314.0,2.64,0.5,0.97,0.098,Potosí (Mining Zone)
Tarapaya,December 2020,Arsenic,252.0,160.0,0.16,1575.0,3.197280558125619,7.35,0.5,98.805,0.28500000000000003,6.05,3.445,324.5,1.83,0.5,0.895,0.08349999999999999,Potosí (Mining Zone)
Tarapaya,December 2020,Cadmium,3.77,10.0,0.01,377.0,2.576341350205793,7.35,0.5,98.805,0.28500000000000003,6.05,3.445,324.5,1.83,0.5,0.895,0.08349999999999999,Potosí (Mining Zone)
Tarapaya,December 2020,Lead,211.0,19.0,0.019,11105.263157894737,4.045528854344863,7.35,0.5,98.805,0.28500000000000003,6.05,3.445,324.5,1.83,0.5,0.895,0.08349999999999999,Potosí (Mining Zone)
Tarapaya,December 2020,Zinc,1015.0,3880.0,3.88,261.59793814432993,2.4176343166550245,7.35,0.5,98.805,0.28500000000000003,6.05,3.445,324.5,1.83,0.5,0.895,0.08349999999999999,Potosí (Mining Zone)
Tarapaya,December 2021,Arsenic,337.0,164.0,0.164,2054.878048780488,3.3127860528236406,7.5,1.0,72.52,1.19,5.53,3.9,319.5,1.385,1.25,0.895,0.101,Potosí (Mining Zone)
Tarapaya,December 2021,Cadmium,7.03,5.0,0.005,1406.0,3.147985320683805,7.5,1.0,72.52,1.19,5.53,3.9,319.5,1.385,1.25,0.895,0.101,Potosí (Mining Zone)
Tarapaya,December 2021,Lead,244.5,46.0,0.046,5315.217391304348,3.725521031778065,7.5,1.0,72.52,1.19,5.53,3.9,319.5,1.385,1.25,0.895,0.101,Potosí (Mining Zone)
Tarapaya,December 2021,Zinc,1590.0,2000.0,2.0,795.0,2.9003671286564705,7.5,1.0,72.52,1.19,5.53,3.9,319.5,1.385,1.25,0.895,0.101,Potosí (Mining Zone)
Tarapaya,December 2022,Arsenic,257.0,230.0,0.23,1117.391304347826,3.0482052873137016,6.6,1.0,69.1,2.2,5.98,2.453,581.0,,,,,Potosí (Mining Zone)
Tarapaya,December 2022,Cadmium,22.7,0.7,0.0007,32428.571428571428,4.510927817178866,6.6,1.0,69.1,2.2,5.98,2.453,581.0,,,,,Potosí (Mining Zone)
Tarapaya,December 2022,Lead,274.0,0.5,0.0005,548000.0,5.738780558484369,6.6,1.0,69.1,2.2,5.98,2.453,581.0,,,,,Potosí (Mining Zone)
Tarapaya,December 2022,Zinc,2720.0,4490.0,4.49,605.7906458797327,2.7823225630308754,6.6,1.0,69.1,2.2,5.98,2.453,581.0,,,,,Potosí (Mining Zone)
Tarapaya,December 2023,Arsenic,298.5,181.0,0.181,1649.171270718232,3.2172657605962036,7.5,0.0,55.27,0.63,4.88,1.6690999999999998,209.5,,,,,Potosí (Mining Zone)
Tarapaya,December 2023,Cadmium,6.3795,7.3,0.0073,873.9041095890411,2.9414637816492486,7.5,0.0,55.27,0.63,4.88,1.6690999999999998,209.5,,,,,Potosí (Mining Zone)
Tarapaya,December 2023,Lead,185.0,23.0,0.023,8043.478260869565,3.905443892385421,7.5,0.0,55.27,0.63,4.88,1.6690999999999998,209.5,,,,,Potosí (Mining Zone)
Tarapaya,December 2023,Zinc,1732.5,6445.0,6.445,268.8130333591932,2.4294503215944228,7.5,0.0,55.27,0.63,4.88,1.6690999999999998,209.5,,,,,Potosí (Mining Zone)
Tarapaya,February 2024,Arsenic,334.0,5.0,0.005,66800.0,4.824776462475546,7.5,25.0,62.5,2.0,5.55,6.53055,397.5,,,,,Potosí (Mining Zone)
Tarapaya,February 2024,Cadmium,5.0,90.0,0.09,55.55555555555556,1.744727494896694,7.5,25.0,62.5,2.0,5.55,6.53055,397.5,,,,,Potosí (Mining Zone)
Tarapaya,February 2024,Lead,255.5,298.0,0.298,857.3825503355705,2.9331746403944763,7.5,25.0,62.5,2.0,5.55,6.53055,397.5,,,,,Potosí (Mining Zone)
Tarapaya,February 2024,Zinc,3255.0,25.0,0.025,130200.0,5.114610984232173,7.5,25.0,62.5,2.0,5.55,6.53055,397.5,,,,,Potosí (Mining Zone)
Tarapaya,January 2023,Arsenic,336.5,150.0,0.15,2243.3333333333335,3.3508938095043144,7.1,0.0,62.27,2.2,5.91,4.16,320.0,,,,,Potosí (Mining Zone)
Tarapaya,January 2023,Cadmium,22.45,41.0,0.041,547.560975609756,2.7384324886196065,7.1,0.0,62.27,2.2,5.91,4.16,320.0,,,,,Potosí (Mining Zone)
Tarapaya,January 2023,Lead,250.0,141.0,0.141,1773.0496453900712,3.248720896016658,7.1,0.0,62.27,2.2,5.91,4.16,320.0,,,,,Potosí (Mining Zone)
Tarapaya,January 2023,Zinc,3435.0,17300.0,17.3,198.55491329479767,2.297880638266774,7.1,0.0,62.27,2.2,5.91,4.16,320.0,,,,,Potosí (Mining Zone)
Tarapaya,June 2024,Arsenic,304.0,82.0,0.082,3707.3170731707314,3.569059731225037,7.9,3.4,51.6,1.24,6.25,3.9074,352.0,,,,,Potosí (Mining Zone)
Tarapaya,June 2024,Cadmium,7.5,4108.0,4.108,1.8257059396299904,0.2614308284664595,7.9,3.4,51.6,1.24,6.25,3.9074,352.0,,,,,Potosí (Mining Zone)
Tarapaya,June 2024,Lead,105.5,148.0,0.148,712.8378378378379,2.8529907442387543,7.9,3.4,51.6,1.24,6.25,3.9074,352.0,,,,,Potosí (Mining Zone)
Tarapaya,June 2024,Zinc,1211.5,6.0,0.006,201916.66666666666,5.305172168089881,7.9,3.4,51.6,1.24,6.25,3.9074,352.0,,,,,Potosí (Mining Zone)
Tarapaya,March 2017,Arsenic,262.0,185.0,0.185,1416.2162162162163,3.1511295629167315,7.7,2.0,96.985,1.0550000000000002,6.12,3.395,339.5,2.075,0.75,0.875,0.089,Potosí (Mining Zone)
Tarapaya,March 2017,Cadmium,4.67,18.0,0.018,259.44444444444446,2.4140443754628063,7.7,2.0,96.985,1.0550000000000002,6.12,3.395,339.5,2.075,0.75,0.875,0.089,Potosí (Mining Zone)
Tarapaya,March 2017,Lead,244.0,56.0,0.056,4357.142857142857,3.639201799332529,7.7,2.0,96.985,1.0550000000000002,6.12,3.395,339.5,2.075,0.75,0.875,0.089,Potosí (Mining Zone)
Tarapaya,March 2017,Zinc,1105.0,4741.0,4.741,233.07319130985027,2.367492322702173,7.7,2.0,96.985,1.0550000000000002,6.12,3.395,339.5,2.075,0.75,0.875,0.089,Potosí (Mining Zone)
Tarapaya,March 2019,Arsenic,199.0,198.0,0.198,1005.050505050505,3.0021878861481754,7.7,4.0,61.95,3.95,7.18,3.415,377.0,2.6900000000000004,0.5,1.285,0.0995,Potosí (Mining Zone)
Tarapaya,March 2019,Cadmium,3.1799999999999997,29.0,0.029,109.65517241379308,2.0400291220854765,7.7,4.0,61.95,3.95,7.18,3.415,377.0,2.6900000000000004,0.5,1.285,0.0995,Potosí (Mining Zone)
Tarapaya,March 2019,Lead,148.65,94.0,0.094,1581.3829787234042,3.199037059941258,7.7,4.0,61.95,3.95,7.18,3.415,377.0,2.6900000000000004,0.5,1.285,0.0995,Potosí (Mining Zone)
Tarapaya,March 2019,Zinc,725.0,10613.0,10.613,68.31244699896354,1.8344998423412935,7.7,4.0,61.95,3.95,7.18,3.415,377.0,2.6900000000000004,0.5,1.285,0.0995,Potosí (Mining Zone)
Tarapaya,May 2018,Arsenic,85.9,43.0,0.043,1997.6744186046515,3.300524708251656,7.6,1.0,97.93,0.63,8.66,2.82,309.0,2.935,0.5,1.125,0.08349999999999999,Potosí (Mining Zone)
Tarapaya,May 2018,Cadmium,3.2,10.0,0.01,320.0,2.505149978319906,7.6,1.0,97.93,0.63,8.66,2.82,309.0,2.935,0.5,1.125,0.08349999999999999,Potosí (Mining Zone)
Tarapaya,May 2018,Lead,72.75,10.0,0.01,7275.0,3.861832997657945,7.6,1.0,97.93,0.63,8.66,2.82,309.0,2.935,0.5,1.125,0.08349999999999999,Potosí (Mining Zone)
Tarapaya,May 2018,Zinc,1390.0,3665.0,3.665,379.26330150068213,2.5789408212769485,7.6,1.0,97.93,0.63,8.66,2.82,309.0,2.935,0.5,1.125,0.08349999999999999,Potosí (Mining Zone)
Tarapaya,May 2022,Arsenic,167.0,113.0,0.113,1477.8761061946902,3.1696380276641634,7.8,4.0,75.8,3.17,6.5,3.45,293.0,1.99,0.5,0.86,0.098,Potosí (Mining Zone)
Tarapaya,May 2022,Cadmium,7.54,21.0,0.021,359.04761904761904,2.5551520511358548,7.8,4.0,75.8,3.17,6.5,3.45,293.0,1.99,0.5,0.86,0.098,Potosí (Mining Zone)
Tarapaya,May 2022,Lead,144.0,20.0,0.02,7200.0,3.8573324964312685,7.8,4.0,75.8,3.17,6.5,3.45,293.0,1.99,0.5,0.86,0.098,Potosí (Mining Zone)
Tarapaya,May 2022,Zinc,1770.0,7119.0,7.119,248.63042562157608,2.395554273424805,7.8,4.0,75.8,3.17,6.5,3.45,293.0,1.99,0.5,0.86,0.098,Potosí (Mining Zone)
Tarapaya,November 2016,Arsenic,192.0,175.0,0.175,1097.142857142857,3.0402631800172553,7.8,1.0,82.66,3.2,4.36,3.37,345.0,2.89,0.5,1.23,0.085,Potosí (Mining Zone)
Tarapaya,November 2016,Cadmium,8.23,10.0,0.01,823.0,2.91539983521227,7.8,1.0,82.66,3.2,4.36,3.37,345.0,2.89,0.5,1.23,0.085,Potosí (Mining Zone)
Tarapaya,November 2016,Lead,136.0,524.0,0.524,259.5419847328244,2.414207621386491,7.8,1.0,82.66,3.2,4.36,3.37,345.0,2.89,0.5,1.23,0.085,Potosí (Mining Zone)
Tarapaya,November 2016,Zinc,1710.0,4107.0,4.107,416.3623082542001,2.6194714075385015,7.8,1.0,82.66,3.2,4.36,3.37,345.0,2.89,0.5,1.23,0.085,Potosí (Mining Zone)
Tarapaya,October 2017,Arsenic,249.5,240.0,0.24,1039.5833333333335,3.0168593082478026,7.300000000000001,0.0,97.93,0.64,6.1,3.075,291.5,2.48,0.75,1.0899999999999999,0.154,Potosí (Mining Zone)
Tarapaya,October 2017,Cadmium,5.335,20.0,0.02,266.75,2.4261044280965076,7.300000000000001,0.0,97.93,0.64,6.1,3.075,291.5,2.48,0.75,1.0899999999999999,0.154,Potosí (Mining Zone)
Tarapaya,October 2017,Lead,220.0,331.0,0.331,664.6525679758308,2.8225946870464873,7.300000000000001,0.0,97.93,0.64,6.1,3.075,291.5,2.48,0.75,1.0899999999999999,0.154,Potosí (Mining Zone)
Tarapaya,October 2017,Zinc,1253.5,5318.0,5.318,235.70891312523506,2.3723760052986873,7.300000000000001,0.0,97.93,0.64,6.1,3.075,291.5,2.48,0.75,1.0899999999999999,0.154,Potosí (Mining Zone)
Tarapaya,October 2023,Arsenic,197.5,182.0,0.182,1085.1648351648353,3.035495711977404,7.0,2.0,76.87,6.57,6.46,1.2081,230.5,,,,,Potosí (Mining Zone)
Tarapaya,October 2023,Cadmium,9.736,10.7,0.0107,909.9065420560748,2.958996787536799,7.0,2.0,76.87,6.57,6.46,1.2081,230.5,,,,,Potosí (Mining Zone)
Tarapaya,October 2023,Lead,99.9,44.0,0.044,2270.4545454545455,3.356112811739795,7.0,2.0,76.87,6.57,6.46,1.2081,230.5,,,,,Potosí (Mining Zone)
Tarapaya,October 2023,Zinc,2692.5,3950.0,3.95,681.6455696202531,2.833558616343559,7.0,2.0,76.87,6.57,6.46,1.2081,230.5,,,,,Potosí (Mining Zone)
Tarapaya,September 2019,Arsenic,515.0,79.0,0.079,6518.987341772152,3.8141801377507494,7.5,2.0,97.85,0.27,6.65,5.08,306.0,1.67,2.0,0.81,0.142,Potosí (Mining Zone)
Tarapaya,September 2019,Cadmium,13.9,10.0,0.01,1390.0,3.143014800254095,7.5,2.0,97.85,0.27,6.65,5.08,306.0,1.67,2.0,0.81,0.142,Potosí (Mining Zone)
Tarapaya,September 2019,Lead,359.0,28.0,0.028,12821.42857142857,4.1079364172360995,7.5,2.0,97.85,0.27,6.65,5.08,306.0,1.67,2.0,0.81,0.142,Potosí (Mining Zone)
Tarapaya,September 2019,Zinc,2140.0,1900.0,1.9,1126.3157894736842,3.0516601723963617,7.5,2.0,97.85,0.27,6.65,5.08,306.0,1.67,2.0,0.81,0.142,Potosí (Mining Zone)
Tumusla,April 2019,Arsenic,12.2,10.0,0.01,1220.0,3.0863598306747484,8.4,2.0,79.85,0.67,7.48,3.46,365.0,1.42,0.5,0.33,0.079,Potosí (Mining Zone)
Tumusla,April 2019,Cadmium,0.33,10.0,0.01,33.0,1.5185139398778875,8.4,2.0,79.85,0.67,7.48,3.46,365.0,1.42,0.5,0.33,0.079,Potosí (Mining Zone)
Tumusla,April 2019,Lead,27.0,117.0,0.117,230.76923076923075,2.3631779024128257,8.4,2.0,79.85,0.67,7.48,3.46,365.0,1.42,0.5,0.33,0.079,Potosí (Mining Zone)
Tumusla,April 2019,Zinc,159.0,1730.0,1.73,91.90751445086705,1.963351021191656,8.4,2.0,79.85,0.67,7.48,3.46,365.0,1.42,0.5,0.33,0.079,Potosí (Mining Zone)
Tumusla,August 2022,Arsenic,8.215,5.0,0.005,1643.0,3.215637563435062,7.9,0.5,73.04,1.02,7.79,10.11542,521.385,,,,,Potosí (Mining Zone)
Tumusla,August 2022,Cadmium,1.31,2.5,0.0025,524.0,2.7193312869837265,7.9,0.5,73.04,1.02,7.79,10.11542,521.385,,,,,Potosí (Mining Zone)
Tumusla,August 2022,Lead,14.870000000000001,5.0,0.005,2974.0,3.4733409641859354,7.9,0.5,73.04,1.02,7.79,10.11542,521.385,,,,,Potosí (Mining Zone)
Tumusla,August 2022,Zinc,111.805,90.0,0.09,1242.2777777777778,3.0942187165069104,7.9,0.5,73.04,1.02,7.79,10.11542,521.385,,,,,Potosí (Mining Zone)
Tumusla,August 2023,Arsenic,20.15,5.0,0.005,4029.9999999999995,3.6053050461411096,7.02,1.0,31.32,1.1,7.62,2.75305,398.0,,,,,Potosí (Mining Zone)
Tumusla,August 2023,Cadmium,0.2,0.25,0.00025,800.0,2.9030899869919438,7.02,1.0,31.32,1.1,7.62,2.75305,398.0,,,,,Potosí (Mining Zone)
Tumusla,August 2023,Lead,22.75,2.0,0.002,11375.0,4.05595140532915,7.02,1.0,31.32,1.1,7.62,2.75305,398.0,,,,,Potosí (Mining Zone)
Tumusla,August 2023,Zinc,121.0,25.0,0.025,4840.0,3.6848453616444123,7.02,1.0,31.32,1.1,7.62,2.75305,398.0,,,,,Potosí (Mining Zone)
Tumusla,December 2021,Arsenic,11.399999999999999,5.0,0.005,2279.9999999999995,3.3579348470004535,8.2,0.5,69.68,0.96,6.79,3.025,471.5,1.31,0.5,0.33,0.059,Potosí (Mining Zone)
Tumusla,December 2021,Cadmium,0.27999999999999997,0.25,0.00025,1119.9999999999998,3.0492180226701815,8.2,0.5,69.68,0.96,6.79,3.025,471.5,1.31,0.5,0.33,0.059,Potosí (Mining Zone)
Tumusla,December 2021,Lead,22.9,8.0,0.008,2862.4999999999995,3.456745495347944,8.2,0.5,69.68,0.96,6.79,3.025,471.5,1.31,0.5,0.33,0.059,Potosí (Mining Zone)
Tumusla,December 2021,Zinc,132.5,25.0,0.025,5300.0,3.724275869600789,8.2,0.5,69.68,0.96,6.79,3.025,471.5,1.31,0.5,0.33,0.059,Potosí (Mining Zone)
Tumusla,December 2023,Arsenic,5.109999999999999,237.0,0.237,21.561181434599156,1.3336725541246088,7.4,0.0,86.02,1.8,5.42,1.17815,292.0,,,,,Potosí (Mining Zone)
Tumusla,December 2023,Cadmium,0.235,4.3,0.0043,54.65116279069767,1.7375994066921496,7.4,0.0,86.02,1.8,5.42,1.17815,292.0,,,,,Potosí (Mining Zone)
Tumusla,December 2023,Lead,18.0,545.0,0.545,33.027522935779814,1.5188760028266637,7.4,0.0,86.02,1.8,5.42,1.17815,292.0,,,,,Potosí (Mining Zone)
Tumusla,December 2023,Zinc,70.4,2830.0,2.83,24.876325088339225,1.395786223617822,7.4,0.0,86.02,1.8,5.42,1.17815,292.0,,,,,Potosí (Mining Zone)
