Station,Campaign,Date,Metal,Sediment_Conc_mg_per_kg,Water_Conc_ug_per_L,Water_Conc_mg_per_L,Partitioning_Ratio_L_per_kg,Log_Partitioning_Ratio,pH,Clay_%,Organic_Matter_%,DO_mg_per_L,Fe_%,Mn_mg_per_kg,Al_%,S_%,Ca_%,P_%,Location
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,December 2017,2017-12-13,Lead,14.4,1.0,0.001,14400.0,4.158362492095249,8.5,2.0,0.47,5.85,1.76,355.0,1.37,0.5,0.88,0.045,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,December 2017,2017-12-13,Zinc,76.6,10.0,0.01,7659.999999999999,3.884228769632604,8.5,2.0,0.47,5.85,1.76,355.0,1.37,0.5,0.88,0.045,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,December 2017,2017-12-13,Arsenic,10.5,42.0,0.042,249.99999999999997,2.3979400086720375,8.5,2.0,0.47,5.85,1.57,333.0,1.4,0.5,0.72,0.033,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,December 2017,2017-12-13,Cadmium,0.15,1.0,0.001,150.0,2.1760912590556813,8.5,2.0,0.47,5.85,1.57,333.0,1.4,0.5,0.72,0.033,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,December 2017,2017-12-13,Lead,12.4,1.0,0.001,12400.0,4.093421685162235,8.5,2.0,0.47,5.85,1.57,333.0,1.4,0.5,0.72,0.033,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,December 2017,2017-12-13,Zinc,79.3,10.0,0.01,7930.0,3.8992731873176036,8.5,2.0,0.47,5.85,1.57,333.0,1.4,0.5,0.72,0.033,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,December 2017,2017-12-13,Arsenic,9.5,42.0,0.042,226.19047619047618,2.3544743148909473,8.3,3.0,0.75,5.85,1.72,348.0,1.62,0.5,1.04,0.04,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,December 2017,2017-12-13,Cadmium,0.16,1.0,0.001,160.0,2.2041199826559246,8.3,3.0,0.75,5.85,1.72,348.0,1.62,0.5,1.04,0.04,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,December 2017,2017-12-13,Lead,11.9,1.0,0.001,11900.0,4.075546961392531,8.3,3.0,0.75,5.85,1.72,348.0,1.62,0.5,1.04,0.04,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,December 2017,2017-12-13,Zinc,65.1,10.0,0.01,6509.999999999999,3.8135809885681917,8.3,3.0,0.75,5.85,1.72,348.0,1.62,0.5,1.04,0.04,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,October 2017,2017-10-03,Arsenic,15.5,81.0,0.081,191.35802469135803,2.281846679291642,7.8,0.0,0.88,7.85,1.91,464.0,1.49,0.5,0.72,0.042,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,October 2017,2017-10-03,Cadmium,0.41,4.0,0.004,102.49999999999999,2.010723865391773,7.8,0.0,0.88,7.85,1.91,464.0,1.49,0.5,0.72,0.042,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,October 2017,2017-10-03,Lead,16.9,142.0,0.142,119.01408450704226,2.075598360230617,7.8,0.0,0.88,7.85,1.91,464.0,1.49,0.5,0.72,0.042,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,October 2017,2017-10-03,Zinc,180.0,1399.0,1.399,128.66333095067907,2.1094547906114784,7.8,0.0,0.88,7.85,1.91,464.0,1.49,0.5,0.72,0.042,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,October 2017,2017-10-03,Arsenic,11.1,81.0,0.081,137.03703703703704,2.1368379599080076,7.9,0.0,0.75,7.85,2.67,480.0,1.7,0.5,0.37,0.039,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,October 2017,2017-10-03,Cadmium,0.22,4.0,0.004,55.0,1.7403626894942439,7.9,0.0,0.75,7.85,2.67,480.0,1.7,0.5,0.37,0.039,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,October 2017,2017-10-03,Lead,15.1,142.0,0.142,106.3380281690141,2.026688602910113,7.9,0.0,0.75,7.85,2.67,480.0,1.7,0.5,0.37,0.039,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,October 2017,2017-10-03,Zinc,101.0,1399.0,1.399,72.19442458899213,1.8585036592908148,7.9,0.0,0.75,7.85,2.67,480.0,1.7,0.5,0.37,0.039,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,October 2017,2017-10-03,Arsenic,10.9,81.0,0.081,134.5679012345679,2.128941479061974,7.9,0.0,0.75,7.85,2.46,493.0,1.21,0.5,0.4,0.038,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,October 2017,2017-10-03,Cadmium,0.17,4.0,0.004,42.5,1.6283889300503116,7.9,0.0,0.75,7.85,2.46,493.0,1.21,0.5,0.4,0.038,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,October 2017,2017-10-03,Lead,15.0,142.0,0.142,105.63380281690142,2.0238029146726246,7.9,0.0,0.75,7.85,2.46,493.0,1.21,0.5,0.4,0.038,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,October 2017,2017-10-03,Zinc,90.4,1399.0,1.399,64.61758398856327,1.8103507159835357,7.9,0.0,0.75,7.85,2.46,493.0,1.21,0.5,0.4,0.038,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,October 2017,2017-10-03,Arsenic,21.6,81.0,0.081,266.6666666666667,2.425968732272281,8.1,1.0,0.6,7.85,1.94,385.0,1.3,0.5,0.71,0.044,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,October 2017,2017-10-03,Cadmium,0.11,4.0,0.004,27.5,1.4393326938302626,8.1,1.0,0.6,7.85,1.94,385.0,1.3,0.5,0.71,0.044,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,October 2017,2017-10-03,Lead,19.7,142.0,0.142,138.73239436619718,2.1421778817785366,8.1,1.0,0.6,7.85,1.94,385.0,1.3,0.5,0.71,0.044,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,October 2017,2017-10-03,Zinc,106.0,1399.0,1.399,75.76840600428878,1.8794881507729426,8.1,1.0,0.6,7.85,1.94,385.0,1.3,0.5,0.71,0.044,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,October 2017,2017-10-03,Arsenic,16.5,81.0,0.081,203.7037037037037,2.3089989253352563,8.1,1.0,0.6,7.85,1.49,350.0,1.37,0.5,0.73,0.036,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,October 2017,2017-10-03,Cadmium,0.21,4.0,0.004,52.5,1.7201593034059568,8.1,1.0,0.6,7.85,1.49,350.0,1.37,0.5,0.73,0.036,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,October 2017,2017-10-03,Lead,18.3,142.0,0.142,128.87323943661974,2.110162745347373,8.1,1.0,0.6,7.85,1.49,350.0,1.37,0.5,0.73,0.036,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,October 2017,2017-10-03,Zinc,102.0,1399.0,1.399,72.90922087205146,1.86278245727009,8.1,1.0,0.6,7.85,1.49,350.0,1.37,0.5,0.73,0.036,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2017,2017-08-16,Arsenic,28.6,43.0,0.043,665.1162790697675,2.8228975775494565,8.2,1.0,0.9,8.17,2.01,512.0,1.81,0.5,1.25,0.074,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2017,2017-08-16,Cadmium,0.89,2.0,0.002,445.0,2.6483600109809315,8.2,1.0,0.9,8.17,2.01,512.0,1.81,0.5,1.25,0.074,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2017,2017-08-16,Lead,22.7,11.0,0.011,2063.6363636363635,3.3146331720348976,8.2,1.0,0.9,8.17,2.01,512.0,1.81,0.5,1.25,0.074,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2017,2017-08-16,Zinc,362.0,447.0,0.447,809.8434004474273,2.908401047401229,8.2,1.0,0.9,8.17,2.01,512.0,1.81,0.5,1.25,0.074,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2017,2017-08-16,Arsenic,25.3,43.0,0.043,588.3720930232558,2.7696520655962313,8.2,1.0,0.9,8.17,1.51,424.0,1.44,0.5,1.09,0.07,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2017,2017-08-16,Cadmium,0.52,2.0,0.002,260.0,2.4149733479708178,8.2,1.0,0.9,8.17,1.51,424.0,1.44,0.5,1.09,0.07,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2017,2017-08-16,Lead,28.8,11.0,0.011,2618.1818181818185,3.4179998026010057,8.2,1.0,0.9,8.17,1.51,424.0,1.44,0.5,1.09,0.07,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2017,2017-08-16,Zinc,274.0,447.0,0.447,612.9753914988814,2.7874430396884513,8.2,1.0,0.9,8.17,1.51,424.0,1.44,0.5,1.09,0.07,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2017,2017-08-16,Arsenic,28.1,43.0,0.043,653.4883720930234,2.8152378643254936,8.2,1.0,0.9,8.17,1.49,393.0,1.4,0.5,0.77,0.047,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2017,2017-08-16,Cadmium,0.63,2.0,0.002,315.0,2.4983105537896004,8.2,1.0,0.9,8.17,1.49,393.0,1.4,0.5,0.77,0.047,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2017,2017-08-16,Lead,25.7,11.0,0.011,2336.3636363636365,3.3685404381730697,8.2,1.0,0.9,8.17,1.49,393.0,1.4,0.5,0.77,0.047,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2017,2017-08-16,Zinc,292.0,447.0,0.447,653.2438478747204,2.8150753283164818,8.2,1.0,0.9,8.17,1.49,393.0,1.4,0.5,0.77,0.047,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2017,2017-08-16,Arsenic,22.9,43.0,0.043,532.5581395348837,2.7263670267603013,8.2,1.0,0.9,8.17,1.96,501.0,1.55,0.5,1.1,0.067,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2017,2017-08-16,Cadmium,0.45,2.0,0.002,225.0,2.3521825181113627,8.2,1.0,0.9,8.17,1.96,501.0,1.55,0.5,1.1,0.067,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2017,2017-08-16,Lead,21.0,11.0,0.011,1909.0909090909092,3.280826609575694,8.2,1.0,0.9,8.17,1.96,501.0,1.55,0.5,1.1,0.067,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2017,2017-08-16,Zinc,216.0,447.0,0.447,483.2214765100671,2.6841462280189945,8.2,1.0,0.9,8.17,1.96,501.0,1.55,0.5,1.1,0.067,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2017,2017-08-16,Arsenic,19.6,43.0,0.043,455.81395348837214,2.6587876157768897,8.2,1.0,0.9,8.17,1.45,466.0,1.37,0.5,0.95,0.047,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2017,2017-08-16,Cadmium,0.44,2.0,0.002,220.0,2.342422680822206,8.2,1.0,0.9,8.17,1.45,466.0,1.37,0.5,0.95,0.047,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2017,2017-08-16,Lead,20.5,11.0,0.011,1863.6363636363637,3.2703611758975293,8.2,1.0,0.9,8.17,1.45,466.0,1.37,0.5,0.95,0.047,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2017,2017-08-16,Zinc,187.0,447.0,0.447,418.34451901565996,2.6215340834045624,8.2,1.0,0.9,8.17,1.45,466.0,1.37,0.5,0.95,0.047,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2017,2017-08-16,Arsenic,20.8,43.0,0.043,483.7209302325582,2.684594879383175,8.2,1.0,0.9,8.17,1.39,410.0,1.25,0.5,0.69,0.036,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2017,2017-08-16,Cadmium,0.38,2.0,0.002,190.0,2.278753600952829,8.2,1.0,0.9,8.17,1.39,410.0,1.25,0.5,0.69,0.036,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2017,2017-08-16,Lead,18.1,11.0,0.011,1645.4545454545457,3.2162858897109596,8.2,1.0,0.9,8.17,1.39,410.0,1.25,0.5,0.69,0.036,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2017,2017-08-16,Zinc,175.0,447.0,0.447,391.49888143176736,2.592730525554358,8.2,1.0,0.9,8.17,1.39,410.0,1.25,0.5,0.69,0.036,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2017,2017-08-16,Arsenic,24.3,43.0,0.043,565.1162790697675,2.752137818018726,8.2,0.5,0.43,8.17,1.85,492.0,1.71,0.5,1.07,0.067,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2017,2017-08-16,Cadmium,0.61,2.0,0.002,305.0,2.484299839346786,8.2,0.5,0.43,8.17,1.85,492.0,1.71,0.5,1.07,0.067,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2017,2017-08-16,Lead,22.4,11.0,0.011,2036.3636363636363,3.308855333175938,8.2,0.5,0.43,8.17,1.85,492.0,1.71,0.5,1.07,0.067,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2017,2017-08-16,Zinc,248.0,447.0,0.447,554.8098434004474,2.7441441576942798,8.2,0.5,0.43,8.17,1.85,492.0,1.71,0.5,1.07,0.067,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2017,2017-08-16,Arsenic,19.1,43.0,0.043,444.186046511628,2.647564911668141,8.2,0.5,0.43,8.17,1.35,446.0,1.3,0.5,0.86,0.05,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2017,2017-08-16,Cadmium,0.35,2.0,0.002,174.99999999999997,2.2430380486862944,8.2,0.5,0.43,8.17,1.35,446.0,1.3,0.5,0.86,0.05,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2017,2017-08-16,Lead,21.4,11.0,0.011,1945.4545454545455,3.2890210881909656,8.2,0.5,0.43,8.17,1.35,446.0,1.3,0.5,0.86,0.05,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2017,2017-08-16,Zinc,201.0,447.0,0.447,449.66442953020135,2.6528885342885524,8.2,0.5,0.43,8.17,1.35,446.0,1.3,0.5,0.86,0.05,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,March 2017,2017-03-29,Arsenic,15.1,205.0,0.205,73.65853658536585,1.867223086237415,8.3,2.0,0.63,6.8,2.31,389.0,0.92,0.5,0.51,0.046,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,March 2017,2017-03-29,Cadmium,0.21,3.0,0.003,70.0,1.845098040014257,8.3,2.0,0.63,6.8,2.31,389.0,0.92,0.5,0.51,0.046,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,March 2017,2017-03-29,Lead,16.3,152.0,0.152,107.23684210526316,2.0303440164591855,8.3,2.0,0.63,6.8,2.31,389.0,0.92,0.5,0.51,0.046,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,March 2017,2017-03-29,Zinc,70.1,1088.0,1.088,64.43014705882352,1.8090891226044976,8.3,2.0,0.63,6.8,2.31,389.0,0.92,0.5,0.51,0.046,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,March 2017,2017-03-29,Arsenic,12.1,205.0,0.205,59.02439024390244,1.7710315092606959,8.3,2.0,0.63,6.8,1.9,348.0,0.97,0.5,0.59,0.035,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,March 2017,2017-03-29,Cadmium,0.17,3.0,0.003,56.66666666666667,1.7533276666586115,8.3,2.0,0.63,6.8,1.9,348.0,0.97,0.5,0.59,0.035,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,March 2017,2017-03-29,Lead,14.9,152.0,0.152,98.02631578947368,1.9913426804675014,8.3,2.0,0.63,6.8,1.9,348.0,0.97,0.5,0.59,0.035,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,March 2017,2017-03-29,Zinc,72.7,1088.0,1.088,66.81985294117646,1.8249055154968767,8.3,2.0,0.63,6.8,1.9,348.0,0.97,0.5,0.59,0.035,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,March 2017,2017-03-29,Arsenic,14.1,205.0,0.205,68.78048780487805,1.8374652515996257,8.3,2.0,0.5,6.8,2.13,374.0,0.97,0.5,0.51,0.038,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,March 2017,2017-03-29,Cadmium,0.16,3.0,0.003,53.333333333333336,1.7269987279362624,8.3,2.0,0.5,6.8,2.13,374.0,0.97,0.5,0.51,0.038,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,March 2017,2017-03-29,Lead,14.8,152.0,0.152,97.36842105263159,1.9884181274501849,8.3,2.0,0.5,6.8,2.13,374.0,0.97,0.5,0.51,0.038,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,March 2017,2017-03-29,Zinc,70.1,1088.0,1.088,64.43014705882352,1.8090891226044976,8.3,2.0,0.5,6.8,2.13,374.0,0.97,0.5,0.51,0.038,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,March 2017,2017-03-29,Arsenic,12.9,205.0,0.205,62.926829268292686,1.7988358492434946,8.3,2.0,0.5,6.8,1.98,355.0,1.01,0.5,0.6,0.035,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,March 2017,2017-03-29,Cadmium,0.15,3.0,0.003,50.0,1.6989700043360187,8.3,2.0,0.5,6.8,1.98,355.0,1.01,0.5,0.6,0.035,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,March 2017,2017-03-29,Lead,15.9,152.0,0.152,104.60526315789474,2.019553536375679,8.3,2.0,0.5,6.8,1.98,355.0,1.01,0.5,0.6,0.035,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,March 2017,2017-03-29,Zinc,74.2,1088.0,1.088,68.19852941176471,1.833775009916866,8.3,2.0,0.5,6.8,1.98,355.0,1.01,0.5,0.6,0.035,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,May 2018,2018-05-21,Arsenic,19.1,10.0,0.01,1910.0,3.2810333672477277,8.2,1.0,0.18,7.41,3.11,508.0,1.5,0.5,0.64,0.051,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,May 2018,2018-05-21,Cadmium,0.62,10.0,0.01,62.0,1.792391689498254,8.2,1.0,0.18,7.41,3.11,508.0,1.5,0.5,0.64,0.051,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,May 2018,2018-05-21,Lead,21.8,10.0,0.01,2180.0,3.3384564936046046,8.2,1.0,0.18,7.41,3.11,508.0,1.5,0.5,0.64,0.051,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,May 2018,2018-05-21,Zinc,256.0,1196.0,1.196,214.04682274247492,2.3305087856594575,8.2,1.0,0.18,7.41,3.11,508.0,1.5,0.5,0.64,0.051,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,May 2018,2018-05-21,Arsenic,19.5,10.0,0.01,1950.0,3.290034611362518,8.2,1.0,0.18,7.41,2.59,489.0,1.66,0.5,0.73,0.055,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,May 2018,2018-05-21,Cadmium,0.51,10.0,0.01,51.0,1.7075701760979363,8.2,1.0,0.18,7.41,2.59,489.0,1.66,0.5,0.73,0.055,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,May 2018,2018-05-21,Lead,20.6,10.0,0.01,2060.0,3.3138672203691533,8.2,1.0,0.18,7.41,2.59,489.0,1.66,0.5,0.73,0.055,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,May 2018,2018-05-21,Zinc,238.0,1196.0,1.196,198.99665551839465,2.2988457774041198,8.2,1.0,0.18,7.41,2.59,489.0,1.66,0.5,0.73,0.055,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,May 2018,2018-05-21,Arsenic,17.4,10.0,0.01,1739.9999999999998,3.2405492482825995,8.2,1.0,0.18,7.41,1.84,423.0,1.23,0.5,0.81,0.042,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,May 2018,2018-05-21,Cadmium,0.47,10.0,0.01,46.99999999999999,1.6720978579357173,8.2,1.0,0.18,7.41,1.84,423.0,1.23,0.5,0.81,0.042,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,May 2018,2018-05-21,Lead,22.2,10.0,0.01,2220.0,3.346352974450639,8.2,1.0,0.18,7.41,1.84,423.0,1.23,0.5,0.81,0.042,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,May 2018,2018-05-21,Zinc,206.0,1196.0,1.196,172.2408026755853,2.236136040716761,8.2,1.0,0.18,7.41,1.84,423.0,1.23,0.5,0.81,0.042,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,May 2018,2018-05-21,Arsenic,17.5,10.0,0.01,1750.0,3.2430380486862944,8.2,1.0,0.18,7.41,2.02,389.0,1.73,0.5,0.64,0.035,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,May 2018,2018-05-21,Cadmium,0.48,10.0,0.01,48.0,1.6812412373755872,8.2,1.0,0.18,7.41,2.02,389.0,1.73,0.5,0.64,0.035,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,May 2018,2018-05-21,Lead,22.7,10.0,0.01,2270.0,3.3560258571931225,8.2,1.0,0.18,7.41,2.02,389.0,1.73,0.5,0.64,0.035,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,May 2018,2018-05-21,Zinc,212.0,1196.0,1.196,177.25752508361205,2.2486046812763596,8.2,1.0,0.18,7.41,2.02,389.0,1.73,0.5,0.64,0.035,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,September 2019,2019-09-24,Arsenic,31.8,30.0,0.03,1060.0,3.0253058652647704,8.2,2.0,0.9,6.79,2.35,438.0,0.9,0.5,0.68,0.064,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,September 2019,2019-09-24,Cadmium,0.64,10.0,0.01,64.0,1.806179973983887,8.2,2.0,0.9,6.79,2.35,438.0,0.9,0.5,0.68,0.064,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,September 2019,2019-09-24,Lead,24.2,29.0,0.029,834.4827586206895,2.921417368081475,8.2,2.0,0.9,6.79,2.35,438.0,0.9,0.5,0.68,0.064,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,September 2019,2019-09-24,Zinc,234.0,403.0,0.403,580.6451612903226,2.7639108112690334,8.2,2.0,0.9,6.79,2.35,438.0,0.9,0.5,0.68,0.064,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,September 2019,2019-09-24,Arsenic,24.9,30.0,0.03,830.0,2.9190780923760737,8.2,2.0,0.9,6.79,1.56,403.0,1.23,0.5,0.75,0.044,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,September 2019,2019-09-24,Cadmium,0.44,10.0,0.01,44.0,1.6434526764861874,8.2,2.0,0.9,6.79,1.56,403.0,1.23,0.5,0.75,0.044,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,September 2019,2019-09-24,Lead,25.5,29.0,0.029,879.3103448275862,2.944142182534999,8.2,2.0,0.9,6.79,1.56,403.0,1.23,0.5,0.75,0.044,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,September 2019,2019-09-24,Zinc,217.0,403.0,0.403,538.4615384615385,2.73115468770742,8.2,2.0,0.9,6.79,1.56,403.0,1.23,0.5,0.75,0.044,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,September 2019,2019-09-24,Arsenic,24.9,30.0,0.03,830.0,2.9190780923760737,8.2,2.0,0.9,6.79,1.67,393.0,1.21,0.5,0.58,0.033,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,September 2019,2019-09-24,Cadmium,0.42,10.0,0.01,42.0,1.6232492903979006,8.2,2.0,0.9,6.79,1.67,393.0,1.21,0.5,0.58,0.033,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,September 2019,2019-09-24,Lead,22.6,29.0,0.029,779.3103448275862,2.8917104412484447,8.2,2.0,0.9,6.79,1.67,393.0,1.21,0.5,0.58,0.033,Potosí (Mining Zone)
